State,County,Life expectancy,Premature age-adjusted mortality,Child mortality,Infant mortality,Frequent physical distress,Diabetes prevalence,HIV prevalence,Food insecurity,Limited access to healthy foods,Drug overdose deaths,Motor vehicle crash deaths,Insufficient sleep,Uninsured adults,Other primary care providers,High school graduation,Disconnected youth,Reading scores,Math scores,School segregation,School funding adequacy,Gender pay gap,Median household income,Children eligible for free or reduced price lunch,Residential segregation - Black/white,Childcare cost burden,Childcare centers,Homicides,Suicides,Firearm fatalities,Juvenile arrests,Traffic volume,Homeownership,Severe housing cost burden,Broadband access,Population,% female,% rural
State,County,Life Expectancy,# Deaths,# Deaths,# Deaths,% Frequent Physical Distress,% Adults with Diabetes,# HIV Cases,# Food Insecure,# Limited Access,# Drug Overdose Deaths,# Motor Vehicle Deaths,% Insufficient Sleep,# Uninsured,Other Primary Care Provider Rate,High School Graduation Rate,% Disconnected Youth,Average Grade Performance,Average Grade Performance,Segregation index,Spending per-pupil,Gender Pay Gap,Median Household Income,% Enrolled in Free or Reduced Lunch,Segregation index,% household income required for childcare expenses,# childcare centers,Homicide Rate,# Deaths,# Firearm Fatalities,Juvenile Arrest Rate,Traffic Volume,# Homeowners,# Households with Severe Cost Burden,% Broadband Access,Population,% female,# rural residents
Texas,Archer,80.3,122.0,,,12,10,,1240,446.0,,15.0,35,1056.0,,95.0,,3.2,3.4,0.06,10185.0,0.74,69566.0,32.0,,17.0,5.0,,12.0,,,11,2941,358.0,78,8730,50.7,8057.0
Texas,Armstrong,75.9,30.0,,,12,10,,240,406.0,,,34,188.0,0.0,,,2.8,3.1,,10504.0,0.73,62256.0,37.0,,21.0,,,,,0.0,110,595,49.0,85,1869,51.2,1901.0
Texas,Atascosa,76.8,742.0,20.0,,14,14,70.0,6140,2618.0,17.0,66.0,36,7773.0,50.0,93.0,20.0,2.5,2.8,0.05,10201.0,0.64,60594.0,66.0,83.0,26.0,8.0,8.0,39.0,35.0,19.0,73,12279,952.0,83,51724,50.1,27266.0
Texas,Austin,78.2,415.0,16.0,,13,11,55.0,4000,637.0,,40.0,36,4130.0,57.0,95.0,,2.8,2.8,0.03,10047.0,0.74,60593.0,52.0,33.0,26.0,11.0,,33.0,34.0,13.0,145,9075,1278.0,81,29972,50.3,18853.0
Texas,Bailey,77.4,82.0,,,13,13,,770,157.0,,17.0,36,1248.0,105.0,98.0,,2.4,2.7,0.02,11176.0,0.86,48259.0,85.0,,26.0,3.0,,,,29.0,126,1592,84.0,73,6697,50.1,2060.0
Texas,Bandera,78.7,428.0,10.0,,13,11,24.0,3540,2097.0,,31.0,35,2831.0,59.0,92.0,,2.7,2.8,0.01,11439.0,0.71,64389.0,51.0,,24.0,4.0,,31.0,22.0,18.0,19,7540,751.0,85,23861,50.5,20485.0
Texas,Bastrop,78.1,1238.0,46.0,33.0,13,12,184.0,10230,4125.0,33.0,169.0,37,13274.0,44.0,94.0,6.0,2.6,2.9,0.09,9706.0,0.8,74612.0,69.0,45.0,22.0,34.0,6.0,75.0,75.0,26.0,89,20557,2739.0,83,91601,49.1,47360.0
Texas,Baylor,73.4,80.0,,,13,10,,580,54.0,,,36,332.0,57.0,,,3.0,3.3,0.01,11866.0,0.86,44392.0,60.0,26.0,26.0,3.0,,,,,84,1196,70.0,79,3518,50.9,3726.0
Texas,Bee,75.2,483.0,20.0,20.0,15,16,174.0,5400,3435.0,,44.0,39,3230.0,65.0,92.0,,2.7,2.7,0.04,11900.0,0.74,46316.0,81.0,47.0,30.0,8.0,6.0,36.0,17.0,25.0,73,5503,1093.0,68,32513,39.2,13693.0
Texas,Bell,77.5,4177.0,267.0,282.0,13,13,812.0,52720,33023.0,120.0,370.0,38,42796.0,186.0,75.0,9.0,2.8,3.0,0.1,9533.0,0.83,53639.0,58.0,44.0,23.0,159.0,8.0,314.0,324.0,17.0,271,67893,15401.0,88,369927,50.3,47113.0
Texas,Bexar,78.1,22594.0,1080.0,1175.0,13,14,6580.0,270950,166124.0,779.0,1507.0,37,283088.0,117.0,90.0,8.0,2.8,2.9,0.16,10701.0,0.87,60477.0,63.0,44.0,26.0,556.0,8.0,1242.0,1321.0,21.0,646,377055,91510.0,84,2026823,50.6,77835.0
Texas,Blanco,79.2,172.0,,,12,10,7.0,1500,100.0,,14.0,35,1500.0,41.0,98.0,,3.1,3.2,0.02,11216.0,0.85,66383.0,44.0,,25.0,4.0,,17.0,14.0,,111,3643,375.0,88,12269,50.0,10497.0
Texas,Borden,,,,,10,9,17.0,80,97.0,,,33,45.0,0.0,,,,,,25341.0,0.44,69499.0,31.0,,20.0,1.0,,,,0.0,0,155,,82,706,47.7,641.0
Texas,Bosque,75.6,371.0,12.0,,14,12,21.0,3010,1774.0,16.0,35.0,36,2576.0,38.0,89.0,,2.7,3.0,0.06,11648.0,0.71,58056.0,66.0,32.0,20.0,4.0,,16.0,,14.0,62,5524,543.0,75,18603,50.9,14791.0
Texas,Bowie,74.5,1710.0,65.0,76.0,14,12,259.0,15100,8785.0,23.0,101.0,39,10551.0,186.0,94.0,10.0,2.9,3.2,0.16,9489.0,0.72,50326.0,62.0,48.0,22.0,35.0,8.0,88.0,82.0,20.0,194,21929,3856.0,73,93481,49.8,32791.0
Texas,Brazoria,79.0,3916.0,161.0,156.0,11,12,838.0,41090,20853.0,122.0,321.0,37,42806.0,69.0,94.0,9.0,3.1,3.3,0.12,10552.0,0.76,83576.0,47.0,47.0,19.0,159.0,5.0,243.0,218.0,23.0,159,91024,11556.0,90,380518,49.5,70552.0
Texas,Brazos,80.0,1642.0,86.0,97.0,13,13,421.0,34500,24093.0,43.0,147.0,35,28997.0,71.0,86.0,4.0,2.9,3.2,0.12,9740.0,0.77,53570.0,59.0,38.0,27.0,75.0,3.0,106.0,85.0,27.0,366,38290,17693.0,83,232555,49.7,23506.0
Texas,Brewster,81.3,155.0,,,12,12,,1440,1507.0,,10.0,35,1232.0,97.0,96.0,,2.6,2.5,0.02,15070.0,0.7,48537.0,55.0,,24.0,3.0,,18.0,17.0,9.0,112,2507,660.0,75,9237,48.9,3219.0
Texas,Briscoe,,27.0,,,15,13,0.0,230,793.0,,,37,213.0,67.0,,,3.1,3.5,0.02,10981.0,1.18,50062.0,56.0,,26.0,,,,,0.0,0,420,83.0,70,1487,49.8,1637.0
Texas,Brooks,72.1,137.0,,,19,20,14.0,1570,733.0,,13.0,38,897.0,29.0,93.0,,2.4,2.6,,11594.0,1.08,33513.0,84.0,,42.0,5.0,,,,47.0,119,1487,313.0,64,6964,49.0,2294.0
Texas,Brown,74.5,770.0,17.0,21.0,13,12,41.0,5670,5062.0,20.0,48.0,36,4805.0,88.0,94.0,10.0,2.9,2.9,0.06,11109.0,0.76,48752.0,62.0,44.0,23.0,11.0,,34.0,28.0,19.0,165,10449,1206.0,79,37633,50.5,15395.0
Texas,Burleson,76.3,357.0,,,13,12,24.0,2470,923.0,,40.0,37,2376.0,38.0,96.0,,2.6,2.6,0.03,10783.0,0.83,64836.0,63.0,27.0,22.0,3.0,,13.0,12.0,,105,5386,516.0,76,18514,50.6,13175.0
Texas,Burnet,78.5,706.0,11.0,,12,11,53.0,6430,2905.0,15.0,80.0,35,6204.0,66.0,96.0,,2.8,2.8,0.05,10268.0,0.67,63813.0,63.0,69.0,26.0,21.0,4.0,41.0,33.0,20.0,84,13704,1620.0,84,49653,51.1,23800.0
Texas,Caldwell,76.5,661.0,20.0,20.0,15,15,90.0,6230,2620.0,,74.0,37,7718.0,48.0,91.0,17.0,2.4,2.6,0.04,9797.0,0.8,66128.0,73.0,43.0,25.0,13.0,5.0,29.0,30.0,36.0,89,9474,1701.0,77,43979,49.3,16099.0
Texas,Calhoun,77.7,327.0,,,14,14,21.0,3050,6054.0,,26.0,37,2807.0,76.0,95.0,,3.0,3.4,0.03,10237.0,0.72,58470.0,61.0,42.0,21.0,7.0,,14.0,11.0,32.0,115,5917,424.0,79,21001,48.7,9564.0
Texas,Callahan,75.7,269.0,,,13,10,6.0,2080,1222.0,,25.0,36,1677.0,57.0,95.0,,3.0,2.9,0.03,11553.0,0.71,54862.0,54.0,,21.0,2.0,,18.0,13.0,28.0,84,4481,315.0,76,14110,50.7,9776.0
Texas,Cameron,78.8,4854.0,229.0,239.0,17,18,953.0,73730,72825.0,62.0,289.0,39,93505.0,82.0,92.0,15.0,2.9,3.2,0.12,11371.0,0.84,44440.0,85.0,78.0,25.0,211.0,2.0,169.0,119.0,22.0,334,84054,16766.0,63,424180,51.1,34207.0
Texas,Camp,74.7,251.0,,,14,13,23.0,2080,613.0,,28.0,38,1813.0,38.0,98.0,,2.8,3.0,0.0,9702.0,0.6,43130.0,77.0,31.0,27.0,3.0,,11.0,11.0,,49,3208,637.0,76,13060,51.5,7624.0
Texas,Carson,75.8,99.0,,,11,9,,730,326.0,,12.0,34,539.0,188.0,,,3.2,3.4,0.03,11634.0,0.61,66597.0,33.0,,19.0,1.0,,,,,28,1964,75.0,79,5854,50.1,5885.0
Texas,Cass,74.7,624.0,18.0,,15,12,49.0,5270,2282.0,12.0,55.0,38,3206.0,57.0,96.0,15.0,3.0,3.1,0.07,10508.0,0.65,50595.0,63.0,37.0,22.0,5.0,7.0,39.0,32.0,7.0,46,9534,1016.0,75,29879,51.6,22547.0
Texas,Castro,77.4,107.0,,,14,14,,900,361.0,,12.0,37,1405.0,54.0,93.0,,2.6,3.0,0.39,12250.0,0.74,55139.0,66.0,,24.0,2.0,,,,0.0,2,1494,250.0,73,7396,48.6,3689.0
Texas,Chambers,77.3,536.0,20.0,,12,11,36.0,5300,1451.0,18.0,49.0,37,4683.0,53.0,98.0,,3.3,3.6,0.04,11050.0,0.55,89991.0,37.0,13.0,18.0,16.0,6.0,36.0,37.0,2.0,126,12245,1786.0,86,45590,49.6,16046.0
Texas,Cherokee,75.3,892.0,39.0,43.0,15,13,121.0,7840,6499.0,16.0,107.0,39,7329.0,49.0,93.0,10.0,3.0,3.2,0.16,10230.0,0.73,45894.0,66.0,36.0,25.0,12.0,5.0,48.0,43.0,10.0,99,13345,1658.0,79,52875,48.9,32057.0
Texas,Childress,75.3,102.0,,,14,13,8.0,1170,1334.0,,,38,823.0,126.0,93.0,,3.3,3.6,0.0,10038.0,0.69,45473.0,54.0,,29.0,2.0,,,,28.0,175,1365,276.0,78,7143,39.0,2334.0
Texas,Clay,77.3,180.0,,,12,10,9.0,1610,2212.0,,13.0,36,1208.0,19.0,93.0,,3.0,3.2,0.02,12758.0,0.67,62763.0,47.0,,18.0,2.0,,16.0,,,48,3385,346.0,79,10550,50.0,8021.0
Texas,Cochran,76.4,43.0,,,18,17,,490,288.0,,,38,528.0,69.0,,,2.2,2.6,0.11,14826.0,0.8,44584.0,68.0,,28.0,,,,,,0,738,84.0,72,2897,49.6,3127.0
Texas,Coke,77.6,52.0,,,14,12,,510,1198.0,,,36,358.0,0.0,,,2.7,2.9,0.03,12977.0,0.77,51050.0,53.0,,23.0,1.0,,,,,0,1085,33.0,73,3323,50.7,3320.0
Texas,Coleman,72.8,204.0,,,13,11,7.0,1340,908.0,,13.0,37,1250.0,37.0,,,2.8,2.7,0.02,12419.0,0.66,43623.0,71.0,23.0,26.0,2.0,,,,,36,2623,297.0,76,8100,49.8,4585.0
Texas,Collin,82.2,6816.0,346.0,338.0,9,9,1935.0,107700,22214.0,248.0,436.0,35,93122.0,80.0,97.0,4.0,3.3,3.6,0.11,9458.0,0.68,101560.0,26.0,31.0,16.0,400.0,2.0,564.0,411.0,10.0,394,229049,39260.0,94,1072069,50.7,41016.0
Texas,Collingsworth,72.0,54.0,,,15,13,0.0,460,87.0,,,37,589.0,139.0,,,3.3,3.1,0.01,11374.0,0.85,47885.0,64.0,,27.0,1.0,,,,0.0,0,773,87.0,67,2877,51.3,3057.0
Texas,Colorado,77.1,328.0,19.0,,13,12,51.0,2480,1521.0,,40.0,37,3228.0,32.0,87.0,,2.8,3.1,0.05,10457.0,0.72,52726.0,67.0,24.0,30.0,9.0,,18.0,12.0,15.0,44,6222,350.0,73,21610,50.0,13070.0
Texas,Comal,79.1,1819.0,61.0,66.0,11,10,208.0,17230,4851.0,49.0,136.0,33,15158.0,75.0,96.0,11.0,3.2,3.3,0.03,8396.0,0.89,79290.0,34.0,51.0,20.0,37.0,3.0,154.0,119.0,17.0,310,40865,6063.0,91,164812,50.6,50055.0
Texas,Comanche,76.0,238.0,,,13,11,13.0,1910,1109.0,,35.0,36,1969.0,51.0,94.0,,2.8,3.1,0.04,11220.0,0.82,47282.0,67.0,58.0,24.0,2.0,,14.0,16.0,18.0,58,4446,346.0,75,13750,49.9,9986.0
Texas,Concho,82.6,45.0,,,15,13,20.0,420,492.0,,,37,366.0,71.0,,,2.5,2.6,0.01,12727.0,0.83,47412.0,69.0,,24.0,2.0,,,,,101,713,62.0,74,2827,46.0,4087.0
Texas,Cooke,77.0,659.0,25.0,,13,11,28.0,5880,1040.0,17.0,52.0,36,5830.0,87.0,94.0,,2.9,3.1,0.19,10122.0,0.78,66323.0,55.0,61.0,20.0,8.0,4.0,51.0,29.0,20.0,162,10869,1056.0,78,41393,50.4,22691.0
Texas,Coryell,76.6,827.0,44.0,46.0,14,12,257.0,12230,19277.0,14.0,79.0,40,7566.0,56.0,92.0,10.0,2.8,3.0,0.05,10854.0,0.97,58398.0,56.0,36.0,21.0,29.0,4.0,78.0,47.0,17.0,106,13590,2066.0,87,76737,50.0,14643.0
Texas,Cottle,,39.0,,,17,15,,380,856.0,,,39,178.0,0.0,,,,,,12848.0,0.85,44430.0,68.0,,26.0,1.0,,,,,0,438,44.0,68,1363,51.6,1505.0
Texas,Crane,76.7,65.0,,,13,14,,400,171.0,,11.0,36,640.0,21.0,93.0,,2.5,3.0,0.01,12136.0,0.78,67547.0,43.0,,21.0,2.0,,,,,122,1329,81.0,72,4765,49.4,468.0
Texas,Crockett,72.2,69.0,,,13,14,,430,84.0,,10.0,36,468.0,0.0,,,2.7,2.9,0.01,12126.0,0.65,54458.0,47.0,,21.0,2.0,,,,,65,923,149.0,67,3513,49.9,846.0
Texas,Crosby,73.6,126.0,,,16,16,10.0,970,141.0,,15.0,38,798.0,54.0,,,2.6,2.9,0.02,15004.0,0.91,42804.0,81.0,2.0,29.0,1.0,,,,,36,1530,145.0,79,5567,50.2,6059.0
Texas,Culberson,76.9,40.0,,,19,19,,420,102.0,,,39,325.0,93.0,,,2.1,2.3,,15569.0,0.8,47479.0,78.0,,24.0,1.0,,,,,141,442,48.0,55,2149,50.0,2398.0
Texas,Dallam,75.3,107.0,11.0,,14,13,,940,1179.0,,21.0,37,1535.0,151.0,95.0,,2.5,2.5,0.02,10975.0,0.65,55253.0,72.0,,23.0,2.0,,11.0,10.0,,168,1795,101.0,77,7273,47.6,1578.0
Texas,Dallas,78.3,28631.0,1486.0,1752.0,13,14,18739.0,364840,171370.0,1138.0,2139.0,37,476402.0,125.0,84.0,8.0,2.8,3.0,0.25,9749.0,0.9,65770.0,73.0,51.0,24.0,741.0,8.0,1433.0,1791.0,13.0,892,476375,139445.0,85,2635888,50.7,16300.0
Texas,Dawson,73.2,220.0,13.0,,17,17,12.0,2370,2599.0,,17.0,39,1784.0,54.0,94.0,,2.7,3.0,0.13,13364.0,0.57,47233.0,67.0,21.0,29.0,2.0,,13.0,,30.0,174,3102,555.0,77,12974,44.6,2254.0
Texas,Deaf Smith,76.2,232.0,15.0,,15,15,19.0,2380,1440.0,,23.0,36,3385.0,115.0,85.0,,2.9,3.1,0.04,11657.0,0.72,51412.0,80.0,,25.0,6.0,,14.0,11.0,29.0,69,3962,449.0,79,18277,50.0,3431.0
Texas,Delta,73.9,106.0,,,13,11,7.0,950,104.0,,14.0,37,625.0,56.0,98.0,,2.6,2.8,0.04,10000.0,0.62,50456.0,60.0,62.0,22.0,1.0,,,,,16,1670,201.0,70,5349,50.5,5231.0
Texas,Denton,81.7,6350.0,276.0,304.0,10,10,1462.0,93820,31443.0,198.0,426.0,34,85040.0,73.0,89.0,5.0,3.1,3.2,0.13,9641.0,0.77,90880.0,33.0,40.0,18.0,284.0,2.0,498.0,362.0,10.0,394,196219,33142.0,93,919324,50.8,45759.0
Texas,DeWitt,75.4,357.0,,,15,14,9.0,3010,437.0,,27.0,38,2324.0,59.0,96.0,,2.7,3.0,0.04,10905.0,0.71,53899.0,66.0,33.0,23.0,7.0,,21.0,19.0,32.0,95,4900,800.0,68,20174,47.6,9973.0
Texas,Dickens,75.0,40.0,,,15,14,0.0,400,144.0,,,37,236.0,47.0,,,2.5,2.9,0.02,16714.0,0.59,42034.0,69.0,,29.0,,,,,,8,668,88.0,83,2140,44.5,2444.0
Texas,Dimmit,76.6,172.0,,,19,20,6.0,2100,2666.0,,16.0,38,1380.0,81.0,93.0,,2.7,2.8,0.02,11420.0,0.54,42788.0,75.0,,24.0,5.0,,,,10.0,134,2227,589.0,65,9925,51.3,3946.0
Texas,Donley,72.5,75.0,,,14,11,,520,203.0,,,37,376.0,121.0,,,3.3,3.3,0.04,13785.0,0.81,57526.0,54.0,50.0,23.0,,,,,,161,980,142.0,67,3308,51.5,3677.0
Texas,Duval,75.3,180.0,,,16,18,15.0,1930,1639.0,,14.0,38,1544.0,45.0,93.0,,2.8,2.7,0.11,13242.0,0.77,40601.0,80.0,,34.0,5.0,,12.0,,,54,2359,206.0,66,11058,48.6,7899.0
Texas,Eastland,74.8,382.0,11.0,,15,12,13.0,3260,2023.0,,30.0,37,2710.0,54.0,95.0,,2.9,2.6,0.03,11649.0,0.6,50317.0,62.0,48.0,23.0,4.0,,18.0,13.0,,51,5388,591.0,72,18388,50.0,11214.0
Texas,Ector,73.8,2364.0,132.0,113.0,14,14,269.0,18420,9847.0,76.0,361.0,37,25125.0,93.0,80.0,10.0,2.6,2.8,0.08,8466.0,0.7,62669.0,53.0,39.0,22.0,51.0,7.0,125.0,118.0,30.0,280,35106,6105.0,84,167701,48.9,12966.0
Texas,Edwards,76.2,37.0,,,16,15,5.0,250,219.0,,,37,275.0,0.0,,,,,0.08,12070.0,0.53,45330.0,66.0,,22.0,1.0,,,,,0,581,48.0,48,1923,47.3,2002.0
Texas,Ellis,78.2,2093.0,92.0,90.0,12,11,342.0,20050,10974.0,48.0,184.0,35,24215.0,65.0,94.0,6.0,2.9,3.1,0.09,9869.0,0.84,79849.0,48.0,36.0,21.0,63.0,4.0,118.0,100.0,10.0,164,44454,5653.0,90,191760,50.6,47838.0
Texas,El Paso,78.1,9493.0,364.0,392.0,14,15,2331.0,121760,73081.0,308.0,663.0,37,148718.0,90.0,88.0,8.0,3.0,3.2,0.12,10690.0,0.82,48522.0,76.0,52.0,24.0,268.0,3.0,455.0,339.0,20.0,603,170433,36665.0,83,841286,50.5,17409.0
Texas,Erath,79.3,443.0,19.0,21.0,13,11,21.0,6200,6864.0,10.0,70.0,36,6454.0,56.0,93.0,,3.2,3.3,0.05,10077.0,0.8,61453.0,54.0,80.0,27.0,13.0,,27.0,20.0,9.0,89,9261,2035.0,87,43224,51.1,17551.0
Texas,Falls,77.0,269.0,,,16,15,45.0,3310,919.0,,25.0,39,2129.0,58.0,,,2.6,3.0,0.18,11577.0,1.05,44590.0,75.0,46.0,25.0,7.0,,10.0,,24.0,36,4197,707.0,68,17275,52.6,12034.0
Texas,Fannin,75.7,628.0,23.0,,13,11,67.0,5100,4408.0,13.0,74.0,37,4653.0,47.0,93.0,,3.0,3.1,0.07,10575.0,0.77,59746.0,57.0,40.0,22.0,6.0,,42.0,33.0,14.0,17,9205,1186.0,75,35913,46.9,23920.0
Texas,Fayette,79.2,339.0,15.0,,13,11,28.0,3350,1374.0,,42.0,36,3175.0,59.0,96.0,,3.0,3.2,0.03,11057.0,0.7,63713.0,48.0,22.0,26.0,8.0,,14.0,13.0,11.0,53,7537,762.0,65,25547,50.9,16485.0
Texas,Fisher,77.5,63.0,,,13,12,,600,146.0,,10.0,36,422.0,106.0,,,2.8,3.0,0.05,12505.0,0.74,52828.0,56.0,18.0,22.0,1.0,,,,0.0,0,1263,78.0,76,3784,49.9,3974.0
Texas,Floyd,74.2,103.0,,,14,14,5.0,760,289.0,,,37,967.0,88.0,,,2.4,2.5,0.02,13717.0,0.63,44256.0,77.0,43.0,28.0,2.0,,,,,0,1631,97.0,74,5672,49.8,3437.0
Texas,Foard,,29.0,,,14,12,,180,552.0,,,37,148.0,88.0,,,,,,14967.0,0.55,40955.0,77.0,,28.0,1.0,,,,,0,420,29.0,69,1135,53.0,1336.0
Texas,Fort Bend,82.3,6089.0,277.0,280.0,10,11,1589.0,72370,34618.0,179.0,341.0,35,86838.0,78.0,94.0,5.0,3.3,3.5,0.15,9518.0,0.75,97210.0,38.0,47.0,16.0,312.0,4.0,404.0,401.0,13.0,217,192555,27858.0,94,839706,51.0,32405.0
Texas,Franklin,76.1,209.0,,,11,10,9.0,1520,2204.0,,23.0,35,1105.0,28.0,98.0,,2.7,2.8,0.01,9610.0,0.99,58927.0,60.0,68.0,19.0,3.0,,11.0,,,14,3285,233.0,84,10821,50.3,7331.0
Texas,Freestone,74.9,369.0,12.0,,15,13,93.0,3430,1727.0,,39.0,38,2355.0,45.0,97.0,19.0,2.7,3.0,0.02,11004.0,0.61,54502.0,59.0,23.0,21.0,7.0,,24.0,20.0,14.0,16,5208,608.0,68,19874,47.9,13173.0
Texas,Frio,76.2,283.0,,,16,17,145.0,3000,2007.0,,24.0,38,2724.0,79.0,94.0,,2.4,2.7,0.02,11393.0,0.74,47007.0,81.0,,33.0,6.0,,,,,131,3123,395.0,65,20379,40.4,3819.0
Texas,Gaines,77.0,220.0,15.0,,15,14,8.0,2720,241.0,,39.0,37,4764.0,23.0,95.0,,2.8,3.1,0.06,14782.0,0.56,63528.0,57.0,53.0,22.0,3.0,,,10.0,19.0,92,4248,407.0,80,21996,49.3,11049.0
Texas,Galveston,77.6,4695.0,146.0,137.0,12,12,1060.0,46810,25207.0,192.0,322.0,39,41033.0,102.0,93.0,5.0,3.0,3.2,0.12,11152.0,0.73,78465.0,47.0,48.0,20.0,119.0,7.0,268.0,284.0,25.0,308,84565,16457.0,89,345089,50.9,17915.0
Texas,Garza,77.5,72.0,,,16,15,48.0,940,340.0,,,37,736.0,16.0,,,2.7,3.4,0.02,13554.0,0.75,50934.0,68.0,39.0,24.0,2.0,,,,,127,1171,165.0,83,6222,34.2,1443.0
Texas,Gillespie,80.5,331.0,,,12,10,15.0,3500,778.0,,33.0,34,3452.0,63.0,94.0,,3.1,3.3,0.07,10626.0,0.71,64365.0,51.0,,24.0,6.0,,31.0,29.0,,86,7722,1116.0,83,26960,51.4,13326.0
Texas,Glasscock,,,,,14,13,,170,447.0,,,36,163.0,0.0,,,3.3,3.7,0.0,23252.0,0.98,85001.0,33.0,,16.0,1.0,,,,0.0,46,285,22.0,86,1439,44.6,1226.0
Texas,Goliad,80.6,102.0,,,13,12,7.0,1020,711.0,,15.0,37,774.0,13.0,98.0,,2.7,2.8,0.0,10933.0,0.64,54970.0,51.0,26.0,23.0,2.0,,,11.0,,60,2284,198.0,68,7626,50.5,7210.0
Texas,Gonzales,76.9,335.0,,,15,14,23.0,2850,3462.0,,42.0,38,3454.0,62.0,94.0,,2.5,2.8,0.03,11157.0,0.67,55363.0,76.0,33.0,22.0,2.0,,16.0,14.0,17.0,82,5230,550.0,77,20948,49.6,12930.0
Texas,Gray,74.0,391.0,10.0,,15,13,20.0,3520,1914.0,,32.0,38,3152.0,55.0,93.0,12.0,2.7,2.9,0.07,10345.0,0.68,54141.0,58.0,74.0,24.0,9.0,,20.0,20.0,19.0,46,5684,716.0,77,21658,46.0,4369.0
Texas,Grayson,75.8,2316.0,73.0,71.0,13,11,193.0,20780,7128.0,40.0,156.0,36,19578.0,93.0,92.0,9.0,3.0,3.1,0.11,10081.0,0.81,59554.0,55.0,43.0,23.0,38.0,5.0,129.0,109.0,19.0,147,33648,5236.0,79,138318,51.3,52159.0
Texas,Gregg,74.6,2070.0,74.0,94.0,14,13,493.0,20510,12122.0,38.0,182.0,39,18509.0,161.0,96.0,8.0,2.8,3.1,0.1,9064.0,0.75,51394.0,63.0,35.0,23.0,47.0,11.0,99.0,122.0,14.0,230,27354,5740.0,83,124229,51.3,16266.0
Texas,Grimes,76.6,491.0,18.0,,15,14,95.0,4210,3246.0,13.0,44.0,38,3783.0,34.0,94.0,,2.7,3.0,0.14,10068.0,0.78,57795.0,64.0,44.0,25.0,6.0,5.0,27.0,25.0,,88,6999,665.0,77,29614,45.6,18331.0
Texas,Guadalupe,79.5,1824.0,75.0,68.0,11,12,168.0,17550,16284.0,41.0,157.0,37,18247.0,42.0,94.0,7.0,3.0,3.1,0.06,8955.0,0.79,78909.0,42.0,46.0,20.0,47.0,4.0,118.0,96.0,17.0,159,43073,4502.0,89,170608,50.5,34412.0
Texas,Hale,74.6,506.0,22.0,,14,14,36.0,4730,2955.0,,44.0,36,5057.0,67.0,92.0,13.0,2.7,3.0,0.06,11615.0,0.75,46589.0,76.0,43.0,26.0,7.0,,19.0,18.0,22.0,138,6890,1193.0,76,32754,47.9,8379.0
Texas,Hall,77.6,53.0,,,17,15,,580,436.0,,,39,570.0,34.0,,,2.8,3.1,0.02,12736.0,0.87,36654.0,78.0,,35.0,1.0,,,,,97,858,64.0,70,2939,50.3,3353.0
Texas,Hamilton,75.3,149.0,,,14,11,8.0,1430,1041.0,,24.0,37,1210.0,82.0,,,3.1,3.1,0.03,9643.0,0.67,52840.0,54.0,,23.0,3.0,,10.0,,,76,2518,223.0,74,8557,50.3,5483.0
Texas,Hansford,78.9,53.0,,,16,15,,840,204.0,,16.0,37,971.0,76.0,95.0,,3.1,3.6,0.03,12953.0,0.6,61059.0,57.0,,21.0,1.0,,,,,0,1428,143.0,76,5279,49.4,2264.0
Texas,Hardeman,75.3,84.0,,,15,12,,660,323.0,,13.0,37,646.0,50.0,,,2.6,2.9,0.02,14766.0,0.7,63479.0,82.0,,18.0,2.0,,,,13.0,214,1159,81.0,71,4011,50.2,4139.0
Texas,Hardin,75.5,996.0,40.0,30.0,13,10,55.0,8850,5032.0,20.0,93.0,37,6251.0,60.0,95.0,,3.1,3.2,0.07,9324.0,0.62,69151.0,47.0,73.0,18.0,15.0,6.0,61.0,55.0,14.0,123,17197,1926.0,84,58305,50.9,28163.0
Texas,Harris,79.2,48256.0,2568.0,2907.0,13,13,22491.0,644710,236351.0,2098.0,3487.0,38,827542.0,105.0,87.0,8.0,2.8,3.0,0.21,9676.0,0.83,61906.0,68.0,51.0,26.0,1549.0,9.0,2496.0,3262.0,15.0,746,897913,250687.0,87,4738253,50.4,49653.0
Texas,Harrison,75.7,1164.0,40.0,38.0,14,12,95.0,10430,3174.0,20.0,116.0,38,8752.0,65.0,79.0,,2.9,3.1,0.14,10490.0,0.71,55198.0,48.0,46.0,21.0,17.0,9.0,64.0,67.0,18.0,103,17460,2593.0,73,66386,51.1,36789.0
Texas,Hartley,80.4,45.0,,,12,11,,670,699.0,,12.0,36,591.0,,,,2.5,2.7,0.03,12053.0,0.87,74686.0,66.0,,17.0,1.0,,,,,36,1104,159.0,85,5443,39.5,3471.0
Texas,Haskell,77.4,94.0,,,17,15,19.0,1040,675.0,,11.0,37,889.0,17.0,,,2.8,2.5,0.02,14884.0,0.76,44847.0,74.0,6.0,25.0,2.0,,,,,13,1551,173.0,72,5754,47.2,2809.0
Texas,Hays,80.8,1821.0,71.0,65.0,12,11,360.0,25610,3848.0,47.0,172.0,36,27114.0,62.0,89.0,4.0,2.9,2.9,0.15,9289.0,0.83,77511.0,46.0,49.0,21.0,85.0,4.0,154.0,120.0,21.0,326,47715,12350.0,87,241365,50.4,49822.0
