State,County,Life expectancy,Premature age-adjusted mortality,Child mortality,Infant mortality,Frequent physical distress,Diabetes prevalence,HIV prevalence,Food insecurity,Limited access to healthy foods,Drug overdose deaths,Motor vehicle crash deaths,Insufficient sleep,Uninsured adults,Other primary care providers,High school graduation,Disconnected youth,Reading scores,Math scores,School segregation,School funding adequacy,Gender pay gap,Median household income,Children eligible for free or reduced price lunch,Residential segregation - Black/white,Childcare cost burden,Childcare centers,Homicides,Suicides,Firearm fatalities,Juvenile arrests,Traffic volume,Homeownership,Severe housing cost burden,Broadband access,Population,% female,% rural
State,County,Life Expectancy,# Deaths,# Deaths,# Deaths,% Frequent Physical Distress,% Adults with Diabetes,# HIV Cases,# Food Insecure,# Limited Access,# Drug Overdose Deaths,# Motor Vehicle Deaths,% Insufficient Sleep,# Uninsured,Other Primary Care Provider Rate,High School Graduation Rate,% Disconnected Youth,Average Grade Performance,Average Grade Performance,Segregation index,Spending per-pupil,Gender Pay Gap,Median Household Income,% Enrolled in Free or Reduced Lunch,Segregation index,% household income required for childcare expenses,# childcare centers,Homicide Rate,# Deaths,# Firearm Fatalities,Juvenile Arrest Rate,Traffic Volume,# Homeowners,# Households with Severe Cost Burden,% Broadband Access,Population,% female,# rural residents
Alabama,,74.8,88086.0,2912.0,3240.0,15,12,13875.0,788250,418731.0,2572.0,6902.0,40,425108.0,101.0,92.0,8.0,2.9,2.7,0.29,10102.0,0.74,53958.0,55.0,57.0,24.0,,11.0,4043.0,5451.0,,220,1306505,213588.0,80,4921532,51.7,1957932.0
Alabama,Autauga,76.6,836.0,27.0,30.0,14,11,104.0,8670,7106.0,14.0,74.0,38,4050.0,45.0,89.0,,3.1,2.9,0.06,8600.0,0.72,67565.0,45.0,28.0,18.0,15.0,6.0,52.0,49.0,8.0,155,16088,2862.0,83,56145,51.5,22921.0
Alabama,Baldwin,77.7,3377.0,97.0,84.0,13,9,328.0,28590,14466.0,118.0,252.0,36,17611.0,70.0,90.0,6.0,3.2,3.0,0.09,10046.0,0.75,71135.0,46.0,40.0,17.0,66.0,3.0,214.0,153.0,26.0,134,64716,9296.0,85,229287,51.6,77060.0
Alabama,Barbour,72.9,539.0,17.0,,19,17,105.0,5250,2865.0,,50.0,41,2027.0,61.0,85.0,,2.4,2.0,0.04,8813.0,0.73,38866.0,60.0,20.0,24.0,8.0,11.0,20.0,32.0,24.0,102,5775,1055.0,65,24589,47.2,18613.0
Alabama,Bibb,73.6,460.0,15.0,,16,13,40.0,3680,102.0,16.0,41.0,40,1693.0,145.0,92.0,,2.7,2.6,0.09,9909.0,0.79,50907.0,59.0,48.0,21.0,5.0,10.0,18.0,20.0,,27,5428,650.0,76,22136,46.8,15663.0
Alabama,Blount,74.2,1143.0,38.0,31.0,16,11,35.0,8380,1440.0,31.0,124.0,39,6076.0,26.0,95.0,14.0,2.9,2.8,0.11,9021.0,0.85,55203.0,52.0,52.0,22.0,16.0,7.0,61.0,59.0,6.0,43,16132,1722.0,80,57879,50.6,51562.0
Alabama,Bullock,73.8,203.0,,,18,18,52.0,1610,3529.0,,36.0,45,706.0,90.0,93.0,,2.1,2.0,0.01,10229.0,0.68,33124.0,75.0,31.0,36.0,5.0,15.0,,13.0,12.0,40,2531,387.0,61,9976,45.3,5607.0
Alabama,Butler,73.5,441.0,14.0,,17,15,65.0,3280,1449.0,,53.0,42,1621.0,82.0,93.0,,2.5,2.1,0.11,9541.0,0.82,42268.0,80.0,29.0,28.0,5.0,19.0,13.0,26.0,,58,4872,668.0,74,19504,53.4,14921.0
Alabama,Calhoun,72.8,2476.0,57.0,71.0,16,13,262.0,19660,18258.0,66.0,176.0,38,10100.0,71.0,93.0,7.0,2.9,2.8,0.21,10363.0,0.78,50259.0,60.0,46.0,19.0,33.0,10.0,126.0,149.0,32.0,171,31370,4144.0,80,113469,51.9,39955.0
Alabama,Chambers,73.8,686.0,24.0,24.0,16,14,115.0,5190,2772.0,10.0,59.0,41,3001.0,15.0,87.0,13.0,2.6,2.5,0.16,10198.0,0.75,39318.0,71.0,33.0,33.0,12.0,11.0,45.0,45.0,26.0,115,9133,1268.0,75,32865,52.3,16816.0
Alabama,Cherokee,74.0,600.0,13.0,,16,11,27.0,4170,1302.0,14.0,58.0,38,2409.0,76.0,92.0,,2.8,2.6,0.07,10804.0,0.77,50388.0,61.0,42.0,17.0,7.0,8.0,30.0,33.0,15.0,1,8477,649.0,75,26294,50.4,22282.0
Alabama,Chilton,74.4,848.0,19.0,22.0,17,12,50.0,7590,1907.0,24.0,78.0,39,4575.0,27.0,88.0,,2.8,2.7,0.07,8791.0,0.8,52693.0,65.0,35.0,22.0,10.0,5.0,31.0,33.0,,42,12878,1679.0,75,44397,51.0,37858.0
Alabama,Choctaw,74.2,272.0,,,17,15,25.0,2440,1808.0,,36.0,42,1060.0,40.0,93.0,,2.5,2.1,0.14,11225.0,0.5,41649.0,75.0,43.0,26.0,7.0,,,,8.0,1,4350,319.0,63,12418,52.7,13859.0
Alabama,Clarke,71.7,536.0,22.0,,18,15,38.0,4490,4740.0,10.0,54.0,43,2052.0,77.0,91.0,19.0,3.0,2.8,0.03,10634.0,0.67,44178.0,71.0,24.0,28.0,10.0,9.0,24.0,27.0,,47,6761,935.0,63,23291,52.7,19628.0
Alabama,Clay,72.9,285.0,,,18,13,21.0,2200,414.0,,35.0,39,1371.0,46.0,88.0,,2.8,2.5,0.01,9441.0,0.78,44763.0,65.0,24.0,21.0,6.0,,16.0,15.0,7.0,0,3947,326.0,72,13112,51.3,13932.0
Alabama,Cleburne,74.3,301.0,11.0,,16,11,13.0,2710,303.0,,34.0,38,1357.0,13.0,98.0,,3.1,3.1,0.12,9872.0,0.76,50134.0,55.0,38.0,19.0,7.0,,13.0,18.0,,22,4515,390.0,71,14967,50.9,14972.0
Alabama,Coffee,75.3,895.0,24.0,23.0,14,12,76.0,8130,4491.0,14.0,67.0,37,5167.0,75.0,95.0,9.0,3.0,2.9,0.08,9986.0,0.67,54203.0,48.0,41.0,17.0,16.0,6.0,39.0,53.0,17.0,109,13527,1922.0,83,53230,50.7,23573.0
Alabama,Colbert,73.9,1138.0,27.0,39.0,15,12,58.0,9040,4806.0,20.0,93.0,40,4388.0,153.0,93.0,,3.0,2.9,0.07,11274.0,0.72,54185.0,55.0,31.0,24.0,23.0,5.0,53.0,59.0,23.0,156,15609,2113.0,73,55411,52.1,23891.0
Alabama,Conecuh,71.2,335.0,,,17,15,28.0,1990,1758.0,,26.0,44,1033.0,25.0,93.0,,2.3,2.3,0.23,10704.0,0.63,34664.0,66.0,21.0,35.0,3.0,15.0,,17.0,8.0,29,3426,327.0,62,11851,52.2,10708.0
Alabama,Coosa,73.9,253.0,11.0,,16,13,19.0,1620,890.0,,33.0,41,828.0,19.0,,,2.5,2.3,0.01,11482.0,0.66,46509.0,64.0,54.0,20.0,2.0,16.0,,10.0,,20,3256,210.0,76,10650,49.9,11539.0
Alabama,Covington,72.9,899.0,26.0,,16,12,49.0,6730,2070.0,18.0,66.0,38,3323.0,95.0,96.0,6.0,2.9,2.7,0.09,9790.0,0.75,43544.0,56.0,42.0,27.0,13.0,6.0,36.0,42.0,,52,11137,1379.0,75,36930,51.7,26304.0
Alabama,Crenshaw,72.6,337.0,,,16,13,20.0,2150,1878.0,,29.0,39,1338.0,88.0,93.0,,2.8,2.6,0.03,9334.0,0.75,45927.0,64.0,16.0,21.0,5.0,,,15.0,17.0,53,3842,437.0,67,13681,51.4,13906.0
Alabama,Cullman,73.9,1654.0,36.0,37.0,16,11,66.0,13610,2287.0,49.0,145.0,37,8408.0,97.0,95.0,14.0,3.1,3.0,0.05,9949.0,0.67,51844.0,51.0,88.0,25.0,23.0,4.0,92.0,70.0,11.0,72,23734,2576.0,79,84515,50.6,58889.0
Alabama,Dale,74.9,873.0,28.0,36.0,15,13,132.0,8790,4420.0,13.0,73.0,41,4446.0,74.0,96.0,12.0,2.9,2.7,0.1,9703.0,0.7,48493.0,62.0,32.0,19.0,10.0,6.0,50.0,55.0,10.0,76,11380,2173.0,81,48959,51.0,25572.0
Alabama,Dallas,71.1,934.0,17.0,22.0,18,17,144.0,7430,3842.0,,95.0,44,3055.0,80.0,93.0,18.0,2.5,2.2,0.32,11203.0,0.74,37679.0,83.0,55.0,31.0,22.0,33.0,25.0,78.0,35.0,108,8731,2040.0,72,36098,53.8,19999.0
Alabama,DeKalb,73.8,1356.0,42.0,45.0,18,13,61.0,12300,,55.0,114.0,39,10032.0,71.0,94.0,10.0,2.7,2.7,0.16,9314.0,0.74,47156.0,66.0,57.0,18.0,14.0,5.0,83.0,68.0,,41,19275,2060.0,78,71658,50.3,64091.0
Alabama,Elmore,75.3,1345.0,44.0,46.0,14,12,186.0,11280,3953.0,26.0,106.0,39,5242.0,39.0,91.0,14.0,3.0,3.0,0.08,9205.0,0.76,62524.0,49.0,32.0,19.0,24.0,8.0,88.0,99.0,,86,22400,2814.0,84,82158,51.7,42973.0
Alabama,Escambia,72.2,839.0,27.0,31.0,18,15,80.0,6570,2175.0,36.0,60.0,43,3601.0,74.0,90.0,8.0,2.9,2.7,0.2,10591.0,0.78,41212.0,67.0,29.0,30.0,11.0,13.0,43.0,43.0,,65,8593,1391.0,66,36281,49.8,24337.0
Alabama,Etowah,72.5,2329.0,57.0,62.0,16,12,189.0,17250,13991.0,67.0,154.0,39,9523.0,93.0,94.0,6.0,3.0,2.8,0.24,9778.0,0.71,47872.0,56.0,64.0,18.0,35.0,6.0,99.0,106.0,14.0,184,28285,3630.0,80,102371,51.6,39144.0
Alabama,Fayette,73.1,365.0,,,17,12,14.0,3090,74.0,12.0,29.0,40,1390.0,62.0,93.0,,2.9,2.7,0.11,10080.0,0.74,45937.0,61.0,51.0,24.0,5.0,,21.0,16.0,,1,5119,604.0,70,16241,51.1,13833.0
Alabama,Franklin,73.7,585.0,19.0,,17,13,20.0,5130,1818.0,12.0,67.0,39,3605.0,67.0,93.0,,2.6,2.5,0.18,10189.0,0.76,40448.0,45.0,59.0,32.0,6.0,5.0,22.0,24.0,20.0,56,7828,902.0,63,31507,50.0,22309.0
Alabama,Geneva,72.6,601.0,17.0,,17,12,40.0,5230,1035.0,15.0,51.0,38,2818.0,23.0,96.0,15.0,3.1,2.9,0.04,9687.0,0.89,39882.0,58.0,20.0,24.0,7.0,,22.0,19.0,,1,7955,1178.0,71,26411,51.3,24015.0
Alabama,Greene,72.9,210.0,,,21,21,29.0,1850,2058.0,,27.0,48,655.0,25.0,88.0,,2.5,2.6,,13273.0,0.78,33609.0,84.0,20.0,32.0,1.0,,,,11.0,30,2179,363.0,56,7990,53.5,9045.0
Alabama,Hale,72.5,340.0,14.0,,18,16,60.0,2510,1099.0,,28.0,43,1235.0,61.0,93.0,,2.8,2.6,0.29,9637.0,0.59,41836.0,67.0,30.0,26.0,5.0,13.0,11.0,20.0,,6,4154,637.0,63,14670,52.8,14053.0
Alabama,Henry,75.5,343.0,11.0,,16,13,38.0,2490,1392.0,,25.0,40,1498.0,23.0,98.0,,2.8,2.7,0.09,9270.0,0.78,51126.0,55.0,30.0,18.0,8.0,,16.0,17.0,27.0,22,5471,598.0,78,17223,52.0,15183.0
Alabama,Houston,75.6,1736.0,81.0,86.0,16,13,350.0,17160,4308.0,44.0,129.0,40,10648.0,174.0,90.0,10.0,3.0,2.8,0.18,9760.0,0.73,54391.0,63.0,47.0,17.0,51.0,8.0,81.0,90.0,30.0,202,26229,4701.0,78,106580,52.2,34327.0
Alabama,Jackson,73.3,1226.0,22.0,24.0,17,12,39.0,9390,2859.0,12.0,109.0,40,5254.0,76.0,92.0,8.0,3.1,2.7,0.11,10268.0,0.69,46606.0,58.0,51.0,18.0,10.0,5.0,60.0,61.0,,50,15731,1567.0,75,51582,50.9,40994.0
Alabama,Jefferson,74.1,11877.0,505.0,578.0,13,13,3709.0,94780,82879.0,646.0,754.0,40,53693.0,169.0,91.0,8.0,2.8,2.6,0.36,11620.0,0.77,57802.0,54.0,65.0,21.0,324.0,22.0,462.0,1024.0,12.0,508,166849,36974.0,83,655342,52.8,64752.0
Alabama,Lamar,75.3,274.0,,,17,13,15.0,2590,61.0,,29.0,39,1150.0,65.0,93.0,,3.1,3.1,0.01,9458.0,0.87,40204.0,58.0,23.0,27.0,5.0,,,10.0,7.0,0,4100,514.0,65,13764,50.9,14564.0
Alabama,Lauderdale,75.9,1624.0,32.0,43.0,14,11,97.0,14340,5999.0,30.0,138.0,38,7991.0,102.0,94.0,,3.1,3.0,0.2,11103.0,0.74,52293.0,46.0,50.0,25.0,22.0,6.0,74.0,71.0,19.0,162,26209,4194.0,77,93368,52.1,45701.0
Alabama,Lawrence,72.9,759.0,19.0,,17,12,24.0,5850,1839.0,,71.0,39,3592.0,37.0,91.0,,2.9,2.7,0.13,10071.0,0.71,48924.0,59.0,70.0,27.0,7.0,6.0,36.0,40.0,24.0,33,9842,959.0,67,32857,51.2,31348.0
Alabama,Lee,77.7,1915.0,90.0,93.0,14,12,311.0,23990,15524.0,42.0,150.0,39,13817.0,72.0,91.0,3.0,3.1,3.0,0.1,10221.0,0.8,58963.0,44.0,35.0,22.0,37.0,9.0,105.0,146.0,11.0,202,38483,9023.0,85,166831,50.9,38441.0
Alabama,Limestone,77.1,1429.0,41.0,42.0,14,11,111.0,13540,5320.0,15.0,119.0,39,8691.0,61.0,92.0,7.0,2.9,2.8,0.08,9371.0,0.69,70850.0,44.0,43.0,19.0,15.0,6.0,68.0,83.0,8.0,76,25128,2588.0,83,102228,50.1,47690.0
Alabama,Lowndes,70.3,267.0,11.0,,19,18,50.0,1940,2283.0,,26.0,46,763.0,31.0,98.0,,2.2,2.2,0.09,15440.0,0.76,37499.0,96.0,30.0,32.0,2.0,35.0,,31.0,10.0,6,3163,713.0,53,9641,53.4,11299.0
Alabama,Macon,71.3,476.0,,,17,18,99.0,2890,4741.0,,38.0,45,1281.0,101.0,88.0,11.0,2.3,2.0,0.06,12362.0,0.81,37736.0,97.0,55.0,34.0,10.0,39.0,,44.0,9.0,45,4917,922.0,67,17895,54.7,11916.0
Alabama,Madison,77.4,5088.0,176.0,213.0,12,11,820.0,47180,31281.0,225.0,333.0,38,25999.0,142.0,95.0,5.0,3.2,3.0,0.13,9710.0,0.69,67810.0,37.0,48.0,19.0,133.0,8.0,317.0,332.0,19.0,292,102658,15421.0,88,379453,51.1,55048.0
Alabama,Marengo,71.0,457.0,15.0,,17,15,26.0,3350,2785.0,,35.0,43,1521.0,75.0,91.0,,2.7,2.6,0.17,10992.0,0.52,43198.0,68.0,29.0,25.0,10.0,14.0,12.0,22.0,,77,5232,806.0,66,18733,53.1,14575.0
Alabama,Marion,73.1,710.0,20.0,21.0,17,12,34.0,5730,317.0,,49.0,38,2624.0,71.0,92.0,19.0,3.1,2.8,0.06,9745.0,0.75,44333.0,50.0,42.0,25.0,8.0,,30.0,31.0,,17,8936,860.0,70,29703,50.5,27346.0
Alabama,Marshall,73.9,1855.0,50.0,51.0,16,12,125.0,16380,9331.0,54.0,152.0,38,11351.0,96.0,94.0,8.0,2.8,2.8,0.16,9949.0,0.75,51417.0,61.0,48.0,17.0,24.0,4.0,85.0,74.0,15.0,116,25598,2972.0,84,96990,50.7,49550.0
Alabama,Mobile,74.4,7719.0,265.0,327.0,15,13,1906.0,65300,40126.0,204.0,553.0,41,40452.0,132.0,86.0,9.0,2.8,2.7,0.26,9972.0,0.7,50871.0,68.0,56.0,24.0,170.0,16.0,315.0,521.0,22.0,324,100955,20843.0,78,412716,52.5,82682.0
Alabama,Monroe,73.3,458.0,13.0,,18,15,34.0,4240,2614.0,,57.0,43,1947.0,44.0,91.0,,2.5,2.5,0.35,9803.0,0.62,38812.0,69.0,40.0,31.0,10.0,15.0,10.0,19.0,,4,5463,992.0,48,20459,52.6,18234.0
Alabama,Montgomery,75.2,3676.0,173.0,208.0,14,14,1484.0,34010,24643.0,59.0,228.0,43,19612.0,148.0,87.0,9.0,2.5,2.3,0.23,9701.0,0.79,49607.0,70.0,53.0,24.0,142.0,21.0,129.0,333.0,23.0,438,51588,13819.0,83,224639,53.0,24063.0
Alabama,Morgan,74.2,2250.0,65.0,60.0,15,12,138.0,17850,9883.0,63.0,137.0,36,11331.0,83.0,93.0,5.0,2.9,2.7,0.21,10399.0,0.71,55688.0,52.0,55.0,24.0,45.0,9.0,140.0,141.0,,196,33496,4409.0,77,119883,50.9,46120.0
Alabama,Perry,70.8,222.0,,,20,19,28.0,1870,2949.0,,27.0,45,723.0,69.0,98.0,,2.3,2.0,,11175.0,0.76,33712.0,90.0,42.0,32.0,4.0,,,10.0,,19,2458,321.0,54,8687,53.6,10591.0
Alabama,Pickens,73.9,408.0,12.0,21.0,17,15,54.0,3610,296.0,14.0,44.0,42,1611.0,35.0,98.0,,2.9,2.6,0.3,10385.0,0.76,41870.0,72.0,31.0,26.0,6.0,,10.0,13.0,29.0,21,5870,750.0,71,19793,50.0,19746.0
Alabama,Pike,73.9,605.0,15.0,,16,14,118.0,5640,3452.0,,55.0,41,3271.0,94.0,93.0,5.0,2.8,2.9,0.05,10547.0,0.94,43141.0,70.0,24.0,22.0,15.0,13.0,21.0,33.0,36.0,87,7431,1865.0,70,32966,52.1,17002.0
Alabama,Randolph,73.9,486.0,17.0,,16,12,16.0,3520,3021.0,,49.0,38,2017.0,83.0,95.0,,2.8,2.6,0.1,9688.0,0.74,46679.0,65.0,38.0,20.0,6.0,,28.0,28.0,17.0,22,6856,817.0,76,22920,51.5,18638.0
Alabama,Russell,73.4,1118.0,43.0,57.0,16,15,199.0,9730,3529.0,43.0,115.0,43,5159.0,33.0,94.0,,2.7,2.5,0.06,9570.0,0.69,40821.0,68.0,36.0,32.0,17.0,15.0,53.0,90.0,,302,14324,3950.0,74,58237,52.3,18748.0
Alabama,St. Clair,74.7,1647.0,43.0,42.0,15,11,120.0,12680,1984.0,76.0,130.0,37,6927.0,62.0,93.0,7.0,3.0,2.9,0.05,9108.0,0.75,61973.0,43.0,35.0,19.0,20.0,5.0,79.0,74.0,14.0,78,26355,2733.0,82,90739,50.6,60853.0
Alabama,Shelby,80.3,2392.0,87.0,89.0,11,9,330.0,22700,11354.0,116.0,172.0,33,14505.0,60.0,95.0,3.0,3.2,2.9,0.07,10245.0,0.74,88444.0,32.0,32.0,14.0,66.0,3.0,148.0,139.0,10.0,148,64906,7135.0,91,221428,51.7,44762.0
Alabama,Sumter,71.9,283.0,,,18,18,43.0,2530,1479.0,,35.0,44,1132.0,16.0,88.0,,2.2,1.8,0.35,12154.0,0.63,32275.0,80.0,26.0,34.0,8.0,19.0,,17.0,8.0,8,3367,583.0,65,12225,54.3,13763.0
Alabama,Talladega,72.9,1751.0,59.0,49.0,16,13,176.0,13530,6453.0,27.0,170.0,42,6542.0,63.0,95.0,12.0,2.7,2.6,0.12,10307.0,0.77,44802.0,68.0,35.0,21.0,29.0,15.0,63.0,109.0,11.0,71,22692,3588.0,79,79985,51.8,45931.0
Alabama,Tallapoosa,73.9,868.0,20.0,29.0,16,13,72.0,6650,1359.0,18.0,62.0,40,3491.0,100.0,92.0,22.0,2.5,2.3,0.08,9712.0,0.76,46654.0,62.0,38.0,28.0,14.0,8.0,39.0,54.0,22.0,51,12248,1417.0,77,40133,51.5,30890.0
Alabama,Tuscaloosa,75.8,3009.0,134.0,171.0,14,12,525.0,29660,13105.0,96.0,226.0,42,15965.0,111.0,90.0,3.0,2.9,2.6,0.26,10780.0,0.8,56610.0,55.0,54.0,19.0,66.0,8.0,130.0,170.0,27.0,358,47018,10438.0,82,210758,52.0,49653.0
Alabama,Walker,69.6,1775.0,51.0,53.0,17,12,78.0,11950,2492.0,52.0,132.0,41,6062.0,87.0,94.0,6.0,2.9,2.7,0.1,10189.0,0.71,46519.0,54.0,46.0,26.0,12.0,9.0,71.0,76.0,12.0,39,19824,2457.0,76,63143,51.3,49656.0
Alabama,Washington,75.3,301.0,12.0,,18,14,14.0,3050,788.0,,44.0,40,1607.0,56.0,93.0,,2.9,2.7,0.15,9587.0,0.65,36346.0,62.0,29.0,34.0,5.0,13.0,15.0,21.0,9.0,13,5215,358.0,69,15976,51.2,17581.0
Alabama,Wilcox,69.8,279.0,,,20,19,23.0,2140,2764.0,,35.0,44,861.0,69.0,88.0,,2.0,1.9,,11877.0,0.6,31909.0,94.0,33.0,37.0,6.0,25.0,,19.0,5.0,5,2770,385.0,63,10206,53.0,11670.0
Alabama,Winston,74.8,512.0,14.0,,18,12,10.0,4460,415.0,13.0,51.0,39,2224.0,55.0,93.0,,2.8,2.7,0.12,10554.0,0.82,46453.0,54.0,84.0,28.0,6.0,6.0,23.0,27.0,9.0,18,7720,810.0,71,23508,50.9,20785.0
Alaska,,78.6,8663.0,472.0,429.0,10,7,724.0,86970,55887.0,402.0,529.0,33,66006.0,167.0,80.0,10.0,,,0.25,18545.0,0.83,79961.0,43.0,56.0,20.0,,8.0,991.0,866.0,30.0,259,165376,29087.0,87,731158,47.8,241338.0
Alaska,Aleutians East,112.5,,,,13,13,,370,458.0,,,39,650.0,88.0,,,,,0.09,37898.0,0.87,79128.0,4.0,,19.0,,,,,0.0,0,607,80.0,58,3401,32.6,3141.0
Alaska,Aleutians West,91.5,33.0,,,11,11,,650,434.0,,,36,807.0,211.0,,,,,0.22,21718.0,0.64,92216.0,18.0,,20.0,,,,,0.0,0,362,43.0,79,5680,33.7,5561.0
Alaska,Anchorage,78.7,3385.0,159.0,160.0,10,8,,32090,13337.0,189.0,171.0,34,23608.0,216.0,84.0,8.0,,,0.1,15314.0,0.85,84577.0,43.0,49.0,20.0,105.0,9.0,328.0,333.0,30.0,519,66562,13475.0,92,287095,49.1,12015.0
Alaska,Bethel,70.7,280.0,37.0,30.0,21,16,,4080,6780.0,,16.0,38,2314.0,168.0,56.0,13.0,,,0.24,36949.0,1.01,52214.0,91.0,12.0,23.0,1.0,16.0,52.0,27.0,83.0,0,2510,457.0,73,18437,48.0,12579.0
Alaska,Bristol Bay,,,,,12,10,,110,116.0,,,34,85.0,381.0,,,,,,43462.0,0.78,87032.0,100.0,,21.0,,,,,,0,146,14.0,81,788,48.9,997.0
Alaska,Denali,89.1,,,,11,9,,340,604.0,,,32,168.0,192.0,78.0,,,,0.03,10864.0,,80192.0,1.0,,23.0,1.0,,,,0.0,6,602,51.0,85,2081,45.4,1826.0
Alaska,Dillingham,70.2,87.0,12.0,,17,13,,810,1525.0,,,38,552.0,124.0,,19.0,,,0.22,30172.0,0.91,72334.0,97.0,,18.0,1.0,,11.0,14.0,68.0,0,864,115.0,73,4833,48.6,4847.0
Alaska,Fairbanks North Star,80.2,938.0,57.0,64.0,11,8,,10990,7544.0,41.0,83.0,33,7781.0,189.0,74.0,,,,0.05,15210.0,0.83,76650.0,23.0,43.0,26.0,20.0,8.0,132.0,121.0,26.0,147,21315,4125.0,87,95651,46.1,30124.0
Alaska,Haines,84.4,34.0,,,11,8,,350,253.0,,,31,206.0,38.0,,,,,0.07,21019.0,0.6,105044.0,40.0,,17.0,1.0,,,,0.0,7,555,72.0,86,2614,49.8,2508.0
Alaska,Hoonah-Angoon,84.3,30.0,,,14,11,,320,669.0,,,35,271.0,234.0,,,,,0.33,32634.0,0.65,55593.0,63.0,,25.0,1.0,,,,0.0,0,553,44.0,61,2141,45.9,
Alaska,Juneau,81.1,333.0,10.0,,10,8,,3310,613.0,19.0,,34,2628.0,119.0,86.0,,,,0.04,17377.0,0.89,89204.0,29.0,36.0,14.0,9.0,5.0,36.0,23.0,36.0,221,8319,1175.0,91,31849,49.1,6738.0
Alaska,Kenai Peninsula,79.2,808.0,32.0,24.0,12,8,,7890,4359.0,41.0,45.0,34,5324.0,146.0,88.0,6.0,,,0.07,17859.0,0.77,68448.0,36.0,64.0,27.0,15.0,4.0,77.0,59.0,25.0,42,16409,2316.0,83,59414,47.9,43953.0
Alaska,Ketchikan Gateway,80.2,163.0,,,12,9,,1790,54.0,,,32,1306.0,160.0,83.0,,,,0.04,19155.0,0.85,76780.0,40.0,,10.0,5.0,,17.0,12.0,66.0,224,3385,702.0,87,13747,49.0,3125.0
Alaska,Kodiak Island,80.5,131.0,,,10,9,,1550,1560.0,,,34,1666.0,123.0,83.0,,,,0.11,20579.0,0.78,72028.0,49.0,,24.0,3.0,,18.0,14.0,20.0,116,2102,411.0,86,12992,46.7,4257.0
Alaska,Kusilvak,67.7,137.0,29.0,26.0,27,20,,2360,,,,42,1012.0,60.0,68.0,30.0,,,0.11,,0.83,37566.0,100.0,,21.0,,21.0,46.0,27.0,,0,1255,152.0,66,8328,46.8,
Alaska,Lake and Peninsula,,25.0,,,18,14,,230,679.0,,,38,218.0,201.0,,,,,0.4,,0.62,54386.0,84.0,,19.0,,,,,0.0,0,236,20.0,69,1493,48.6,1631.0
Alaska,Matanuska-Susitna,79.0,1200.0,45.0,34.0,11,8,,12680,7286.0,57.0,103.0,33,9402.0,91.0,85.0,11.0,,,0.02,14989.0,0.75,89502.0,35.0,42.0,18.0,24.0,7.0,131.0,132.0,18.0,58,24545,4046.0,88,110213,48.1,44759.0
Alaska,Nome,70.3,169.0,22.0,,18,14,,1890,1442.0,,10.0,38,1208.0,161.0,84.0,22.0,,,0.32,26028.0,1.0,64309.0,93.0,,20.0,3.0,,36.0,19.0,74.0,0,1716,292.0,78,9909,47.4,6270.0
Alaska,North Slope,76.2,108.0,12.0,,14,11,,1290,670.0,,,34,956.0,65.0,78.0,14.0,,,0.14,36416.0,0.94,94759.0,31.0,22.0,17.0,,,13.0,18.0,65.0,0,932,162.0,72,9294,38.8,5595.0
Alaska,Northwest Arctic,71.3,112.0,20.0,,20,15,,1720,2198.0,,,40,973.0,144.0,68.0,26.0,,,0.13,36689.0,0.97,65194.0,94.0,,21.0,,,32.0,18.0,56.0,0,1021,130.0,78,7644,45.9,4323.0
Alaska,Petersburg,80.6,42.0,,,11,8,,410,25.0,,,33,349.0,91.0,,,,,0.01,20624.0,0.87,66096.0,56.0,,22.0,4.0,,,,0.0,0,850,119.0,80,3296,48.5,
Alaska,Prince of Wales-Hyder,76.4,115.0,,,15,11,,1170,491.0,,11.0,36,782.0,130.0,,,,,0.27,31881.0,0.84,53638.0,58.0,,22.0,1.0,,,,,0,1731,181.0,69,6147,45.0,
Alaska,Sitka,80.9,94.0,,,11,8,,980,555.0,,,31,800.0,131.0,87.0,,,,0.13,19938.0,0.76,79363.0,53.0,,20.0,5.0,,,,23.0,174,2171,348.0,85,8405,48.8,1854.0
Alaska,Skagway,,,,,10,8,,150,1.0,,,31,97.0,339.0,,,,,,22922.0,0.89,78421.0,2.0,,20.0,,,,,0.0,67,263,6.0,89,1179,47.8,
Alaska,Southeast Fairbanks,77.2,100.0,,,12,9,,990,695.0,,,32,850.0,43.0,,,,,0.28,27423.0,0.84,64544.0,46.0,,24.0,,,10.0,12.0,0.0,4,1669,139.0,70,6957,45.5,7029.0
Alaska,Valdez-Cordova,78.0,132.0,,,11,8,,1040,997.0,,14.0,31,912.0,107.0,,,,,0.2,21288.0,0.65,,41.0,,,,,,,23.0,9,2497,207.0,83,9346,47.0,9636.0
Alaska,Wrangell,79.2,39.0,,,13,9,,340,119.0,,,34,280.0,0.0,,,,,0.04,21393.0,0.89,64643.0,3.0,,19.0,,,,,0.0,0,705,54.0,81,2510,47.5,
Alaska,Yakutat,,,,,13,11,,80,1.0,,,36,70.0,0.0,,,,,,,0.64,68352.0,6.0,,21.0,,,,,,0,114,7.0,82,637,45.7,662.0
Alaska,Yukon-Koyukuk,72.5,98.0,,,18,14,,1180,2418.0,,,39,731.0,236.0,67.0,20.0,,,0.33,,1.03,43060.0,42.0,,20.0,1.0,32.0,,,0.0,2,1380,144.0,46,5077,47.2,5588.0
