State,County,Premature death,Poor or fair health,Poor physical health days,Poor mental health days,Low birthweight,Adult smoking,Adult obesity,Food environment index,Physical inactivity,Access to exercise opportunities,Alcohol-impaired driving deaths,Sexually transmitted infections,Teen births,Uninsured,Primary care physicians,Dentists,Mental health providers,Preventable hospital stays,Mammography screening,Flu vaccinations,High school completion,Some college,Unemployment,Children in poverty,Income inequality,Children in single-parent households,Social associations,Violent crime,Injury deaths,Air pollution - particulate matter,Drinking water violations,Severe housing problems,Driving alone to work,Long commute - driving alone
State,County,Deaths,% Fair or Poor Health,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,% Low birthweight,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,# Alcohol-Impaired Driving Deaths,# Chlamydia Cases,Teen Birth Rate,# Uninsured,# Primary Care Physicians,# Dentists,# Mental Health Providers,Preventable Hospitalization Rate,% With Annual Mammogram,% Vaccinated,# Completed High School,# Some College,# Unemployed,% Children in Poverty,80th Percentile Income,# Children in Single-Parent Households,# Associations,Annual Average Violent Crimes,# Injury Deaths,Average Daily PM2.5,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,# Workers who Drive Alone
Tennessee,Humphreys,385.0,23,5.0,5.8,9.0,25,36,7.1,33,36.0,10.0,62.0,33.0,1710.0,4.0,6.0,9.0,5211.0,40.0,46.0,10973,1694,559.0,22.0,88956.0,514.0,24,47.0,125.0,8.0,No,11,84.0,7514
Tennessee,Jackson,288.0,26,5.6,6.1,9.0,28,37,7.4,35,24.0,5.0,53.0,24.0,1258.0,2.0,5.0,,9453.0,39.0,46.0,7078,994,377.0,25.0,77174.0,546.0,3,20.0,66.0,7.6,No,10,83.0,4629
Tennessee,Jefferson,1040.0,23,5.0,5.7,9.0,23,38,7.7,32,30.0,12.0,157.0,25.0,5509.0,22.0,12.0,20.0,3366.0,49.0,51.0,33360,6380,1844.0,19.0,99044.0,2615.0,56,131.0,228.0,9.9,No,12,80.0,23279
Tennessee,Johnson,429.0,28,5.7,6.1,9.0,29,38,7.1,36,100.0,4.0,30.0,37.0,1476.0,6.0,4.0,16.0,2813.0,38.0,30.0,10888,1519,496.0,27.0,77476.0,560.0,24,112.0,96.0,6.7,No,11,84.0,5636
Tennessee,Knox,7307.0,19,4.3,5.1,8.0,19,34,7.3,29,77.0,70.0,2859.0,19.0,41329.0,529.0,281.0,1878.0,3409.0,50.0,58.0,287425,89152,14361.0,13.0,115549.0,23593.0,568,2285.0,2741.0,9.4,No,13,81.0,229985
Tennessee,Lake,161.0,32,6.0,6.0,10.0,31,42,6.8,41,21.0,2.0,51.0,82.0,444.0,,1.0,2.0,8305.0,30.0,45.0,4140,746,149.0,40.0,81417.0,429.0,7,16.0,26.0,8.5,No,12,85.0,1689
Tennessee,Lauderdale,521.0,31,5.8,6.0,12.0,29,42,7.0,40,27.0,14.0,213.0,43.0,2374.0,2.0,5.0,4.0,6078.0,32.0,45.0,13760,2475,891.0,26.0,81215.0,2089.0,18,186.0,123.0,8.4,No,19,86.0,9000
Tennessee,Lawrence,889.0,25,5.3,5.9,9.0,26,39,7.7,35,40.0,6.0,183.0,32.0,4613.0,17.0,11.0,43.0,5054.0,40.0,48.0,24880,4930,1489.0,19.0,86085.0,2207.0,47,196.0,219.0,6.9,No,13,83.0,16657
Tennessee,Lewis,277.0,25,5.4,6.0,9.0,26,38,6.0,35,13.0,2.0,57.0,42.0,1137.0,2.0,4.0,6.0,5743.0,36.0,38.0,7130,1132,401.0,21.0,87030.0,812.0,12,58.0,77.0,7.5,No,8,82.0,4717
Tennessee,Lincoln,694.0,24,5.1,5.7,8.0,24,37,7.8,32,31.0,7.0,151.0,30.0,3607.0,18.0,9.0,12.0,3257.0,41.0,52.0,20352,3530,1371.0,18.0,103361.0,1638.0,22,157.0,174.0,8.2,No,14,84.0,15289
Tennessee,Loudon,927.0,21,4.5,5.2,8.0,21,37,8.2,30,46.0,11.0,143.0,29.0,5388.0,28.0,29.0,32.0,3226.0,56.0,58.0,34026,5471,1500.0,17.0,111778.0,1579.0,67,114.0,291.0,6.6,No,13,84.0,22745
Tennessee,McMinn,1163.0,25,5.2,5.8,9.0,27,37,7.1,34,42.0,13.0,230.0,36.0,5432.0,27.0,23.0,41.0,3537.0,44.0,47.0,32195,6377,1814.0,19.0,95288.0,2506.0,75,271.0,317.0,7.4,No,15,86.0,21856
Tennessee,McNairy,637.0,27,5.5,6.1,8.0,28,39,6.4,37,24.0,7.0,92.0,30.0,2295.0,9.0,13.0,34.0,4070.0,36.0,46.0,15454,2955,726.0,18.0,78178.0,1355.0,27,98.0,150.0,8.3,No,12,86.0,9486
Tennessee,Macon,498.0,26,5.5,6.0,9.0,26,42,7.2,38,41.0,3.0,83.0,50.0,3011.0,4.0,4.0,2.0,8890.0,35.0,42.0,13166,2318,728.0,23.0,89500.0,1344.0,9,67.0,150.0,7.9,No,12,82.0,10477
Tennessee,Madison,1763.0,24,4.8,5.4,10.0,21,40,7.0,33,56.0,24.0,901.0,25.0,8637.0,132.0,67.0,281.0,4412.0,48.0,55.0,57978,13541,3685.0,32.0,96807.0,8420.0,154,820.0,416.0,6.9,No,16,81.0,42368
Tennessee,Marion,616.0,24,5.2,5.9,9.0,26,37,7.3,32,57.0,10.0,137.0,40.0,2764.0,11.0,7.0,8.0,2594.0,40.0,46.0,16581,3412,935.0,21.0,91981.0,1424.0,20,82.0,154.0,8.5,No,13,86.0,11922
Tennessee,Marshall,615.0,24,5.0,5.7,9.0,24,37,7.4,33,38.0,4.0,127.0,27.0,3353.0,5.0,8.0,18.0,4447.0,42.0,50.0,20338,3848,1396.0,16.0,101246.0,1895.0,28,162.0,157.0,8.0,No,12,86.0,14757
Tennessee,Maury,1482.0,21,4.5,5.2,9.0,21,33,8.0,31,50.0,15.0,621.0,28.0,9081.0,52.0,67.0,226.0,4076.0,43.0,54.0,59322,16120,4061.0,13.0,109580.0,5412.0,102,394.0,392.0,7.0,No,13,85.0,45356
Tennessee,Meigs,337.0,24,5.2,5.9,9.0,26,36,7.7,34,12.0,5.0,39.0,36.0,1249.0,6.0,1.0,2.0,4475.0,42.0,38.0,7507,1178,449.0,22.0,87299.0,397.0,13,51.0,72.0,8.0,No,12,82.0,4531
Tennessee,Monroe,1049.0,26,5.4,5.9,9.0,27,38,7.3,35,70.0,14.0,141.0,41.0,4731.0,9.0,16.0,21.0,4400.0,42.0,47.0,28050,5147,1611.0,21.0,85256.0,2165.0,51,218.0,270.0,7.6,No,13,85.0,17507
Tennessee,Montgomery,2697.0,21,4.5,5.1,8.0,19,38,6.8,29,62.0,47.0,2365.0,27.0,17282.0,85.0,96.0,461.0,4081.0,34.0,48.0,118824,48169,6568.0,15.0,107934.0,14344.0,142,1090.0,934.0,7.8,Yes,14,85.0,96509
Tennessee,Moore,98.0,21,4.7,5.5,8.0,23,35,8.8,30,6.0,1.0,19.0,22.0,514.0,,,1.0,4157.0,31.0,51.0,4038,770,194.0,13.0,111758.0,123.0,4,7.0,30.0,8.0,No,10,88.0,2767
Tennessee,Morgan,425.0,28,5.7,6.1,10.0,29,37,6.8,37,26.0,11.0,32.0,33.0,1887.0,3.0,3.0,3.0,5699.0,39.0,39.0,12728,1890,501.0,22.0,85661.0,1148.0,17,42.0,120.0,7.5,No,14,84.0,7027
Tennessee,Obion,634.0,27,5.5,5.9,9.0,27,36,7.1,37,57.0,7.0,216.0,32.0,2918.0,15.0,16.0,16.0,5905.0,43.0,45.0,17879,3403,858.0,22.0,79036.0,2000.0,48,134.0,106.0,8.7,No,12,87.0,12373
Tennessee,Overton,499.0,26,5.5,6.1,7.0,27,35,8.0,35,32.0,2.0,54.0,25.0,2296.0,12.0,7.0,2.0,7971.0,43.0,52.0,12605,2121,615.0,23.0,76167.0,1467.0,15,48.0,109.0,7.5,No,9,86.0,9381
Tennessee,Perry,190.0,28,5.8,6.2,9.0,29,39,5.7,37,9.0,7.0,14.0,43.0,901.0,2.0,1.0,6.0,7462.0,30.0,45.0,4188,619,284.0,25.0,86684.0,369.0,4,20.0,58.0,7.6,No,12,77.0,2848
Tennessee,Pickett,113.0,27,5.6,6.2,7.0,28,38,7.5,36,0.0,1.0,4.0,25.0,538.0,3.0,,,5844.0,37.0,42.0,3055,456,137.0,24.0,89738.0,214.0,5,11.0,21.0,7.3,No,5,85.0,1804
Tennessee,Polk,383.0,25,5.2,5.9,9.0,25,36,7.8,33,70.0,8.0,36.0,41.0,1871.0,8.0,6.0,1.0,4103.0,38.0,43.0,10151,1877,512.0,20.0,93401.0,1000.0,21,38.0,82.0,7.8,No,13,85.0,7184
Tennessee,Putnam,1261.0,23,5.0,5.6,7.0,23,37,6.5,33,46.0,16.0,362.0,23.0,8504.0,53.0,53.0,204.0,5304.0,45.0,52.0,45111,10852,2309.0,23.0,92364.0,4315.0,88,296.0,354.0,7.0,Yes,15,84.0,35450
Tennessee,Rhea,685.0,25,5.3,5.8,8.0,25,37,6.4,35,54.0,3.0,112.0,38.0,3635.0,12.0,9.0,12.0,3191.0,42.0,47.0,18542,3530,1279.0,20.0,92768.0,2457.0,37,92.0,156.0,7.9,No,12,83.0,12599
Tennessee,Roane,1189.0,22,4.8,5.6,9.0,24,35,7.5,31,49.0,18.0,155.0,28.0,4305.0,19.0,27.0,22.0,5262.0,48.0,55.0,35401,5852,1513.0,19.0,113459.0,1895.0,64,171.0,371.0,6.9,No,11,85.0,22340
Tennessee,Robertson,1244.0,22,4.6,5.3,8.0,22,39,8.5,31,45.0,25.0,294.0,27.0,6963.0,26.0,24.0,53.0,3941.0,38.0,53.0,42462,10264,2282.0,12.0,114758.0,3574.0,76,292.0,359.0,8.4,No,12,84.0,34537
Tennessee,Rutherford,3846.0,19,4.2,5.0,9.0,19,38,8.3,27,63.0,47.0,2087.0,18.0,30323.0,144.0,184.0,345.0,4744.0,45.0,52.0,189042,65828,12637.0,10.0,119599.0,18567.0,224,1456.0,1184.0,8.7,No,13,82.0,169422
Tennessee,Scott,494.0,27,5.7,6.2,9.0,29,37,6.2,36,38.0,7.0,56.0,41.0,2143.0,8.0,7.0,11.0,5691.0,42.0,40.0,11847,2273,700.0,25.0,68143.0,1871.0,14,51.0,117.0,7.5,No,13,85.0,7997
Tennessee,Sequatchie,289.0,25,5.2,5.9,9.0,25,37,5.2,34,34.0,2.0,45.0,36.0,1465.0,5.0,3.0,3.0,2571.0,38.0,44.0,9109,1645,482.0,25.0,92719.0,970.0,8,58.0,82.0,8.0,No,12,81.0,5979
Tennessee,Sevier,1796.0,23,5.0,5.6,8.0,25,36,7.4,33,54.0,19.0,332.0,30.0,13557.0,35.0,37.0,73.0,3609.0,46.0,48.0,60729,12435,5181.0,20.0,95380.0,4720.0,99,299.0,544.0,9.0,No,14,78.0,45928
Tennessee,Shelby,16066.0,24,4.7,5.2,12.0,20,38,7.3,32,83.0,132.0,10095.0,35.0,103192.0,823.0,702.0,1517.0,4469.0,36.0,49.0,548280,162129,43262.0,27.0,112237.0,102253.0,839,12685.0,4811.0,9.0,No,19,83.0,425403
Tennessee,Smith,383.0,24,5.2,5.8,9.0,25,37,7.9,35,31.0,2.0,58.0,29.0,1982.0,9.0,5.0,5.0,7810.0,38.0,45.0,11932,2433,558.0,16.0,98189.0,1465.0,11,46.0,116.0,7.7,No,12,84.0,8910
Tennessee,Stewart,276.0,22,4.8,5.6,8.0,23,36,7.3,32,38.0,2.0,55.0,26.0,1353.0,1.0,4.0,5.0,4315.0,36.0,40.0,8461,1763,359.0,21.0,90966.0,825.0,10,59.0,75.0,8.5,No,13,82.0,5526
Tennessee,Sullivan,3176.0,23,4.9,5.6,8.0,23,36,6.7,32,68.0,19.0,503.0,29.0,14688.0,198.0,121.0,209.0,3996.0,50.0,51.0,100764,21688,4982.0,21.0,94407.0,7511.0,221,760.0,796.0,7.2,No,11,85.0,65751
Tennessee,Sumner,2559.0,19,4.3,5.1,8.0,20,34,8.1,29,52.0,18.0,824.0,23.0,16587.0,89.0,82.0,186.0,5554.0,40.0,53.0,116654,32375,6645.0,12.0,125646.0,9083.0,150,446.0,764.0,6.8,No,12,82.0,93166
Tennessee,Tipton,1052.0,23,4.7,5.5,10.0,23,39,8.3,32,43.0,9.0,306.0,25.0,5353.0,17.0,23.0,40.0,4739.0,34.0,49.0,36428,9486,1886.0,20.0,112160.0,3985.0,56,414.0,297.0,8.8,No,11,88.0,27249
Tennessee,Trousdale,174.0,22,4.8,5.4,8.0,24,37,,32,53.0,2.0,38.0,39.0,933.0,3.0,2.0,,10115.0,29.0,56.0,6623,1735,328.0,16.0,95784.0,750.0,5,40.0,57.0,7.8,No,11,79.0,4566
Tennessee,Unicoi,433.0,25,5.3,5.8,10.0,25,38,7.3,35,100.0,4.0,50.0,26.0,1752.0,6.0,6.0,3.0,4882.0,46.0,46.0,11557,2287,586.0,22.0,82488.0,724.0,24,45.0,113.0,6.6,No,12,84.0,7349
Tennessee,Union,433.0,27,5.6,6.2,9.0,28,38,7.5,35,9.0,6.0,49.0,45.0,2188.0,3.0,6.0,9.0,4049.0,40.0,49.0,10917,2046,522.0,28.0,88312.0,787.0,6,57.0,122.0,8.9,No,15,81.0,7710
Tennessee,Van Buren,164.0,28,5.7,6.2,7.0,29,39,7.4,37,13.0,1.0,15.0,38.0,551.0,,,1.0,6190.0,40.0,38.0,3388,513,175.0,26.0,90977.0,154.0,0,16.0,37.0,7.3,No,12,86.0,2350
Tennessee,Warren,783.0,27,5.5,5.9,9.0,26,40,7.0,36,52.0,8.0,124.0,34.0,5237.0,21.0,15.0,31.0,4382.0,43.0,49.0,23018,4312,1512.0,23.0,81829.0,2503.0,40,185.0,200.0,7.6,Yes,14,87.0,17571
Tennessee,Washington,2276.0,21,4.6,5.4,8.0,21,34,7.1,30,64.0,10.0,537.0,19.0,12094.0,235.0,81.0,446.0,3906.0,50.0,50.0,79682,21743,3855.0,15.0,100981.0,6477.0,169,421.0,613.0,7.5,No,12,86.0,58878
Tennessee,Wayne,339.0,27,5.4,5.8,9.0,27,40,6.8,35,42.0,3.0,61.0,28.0,1497.0,5.0,1.0,12.0,4989.0,39.0,43.0,10170,2035,457.0,24.0,82267.0,784.0,13,50.0,77.0,7.7,Yes,14,86.0,6046
Tennessee,Weakley,633.0,24,5.2,5.8,7.0,24,40,7.0,33,20.0,3.0,226.0,17.0,2938.0,19.0,10.0,16.0,4592.0,40.0,40.0,18814,3803,902.0,21.0,80450.0,1713.0,52,70.0,148.0,8.6,No,11,82.0,14128
Tennessee,White,573.0,26,5.4,6.0,8.0,26,39,6.4,34,30.0,3.0,94.0,38.0,2717.0,10.0,10.0,5.0,4016.0,46.0,51.0,15591,3203,856.0,19.0,78877.0,1338.0,22,68.0,154.0,7.4,No,11,86.0,10723
Tennessee,Williamson,1780.0,14,3.3,4.3,6.0,13,29,9.1,22,79.0,21.0,492.0,4.0,13215.0,343.0,203.0,502.0,2483.0,50.0,59.0,144545,47554,6123.0,4.0,207658.0,6778.0,303,294.0,654.0,8.7,Yes,9,77.0,116176
Tennessee,Wilson,1934.0,18,4.1,5.0,8.0,19,32,8.4,27,53.0,24.0,529.0,18.0,11543.0,45.0,63.0,99.0,4375.0,42.0,55.0,88945,26005,4812.0,9.0,138641.0,6765.0,136,388.0,650.0,8.5,Yes,11,81.0,68907
Texas,Anderson,1165.0,26,4.6,4.7,7.0,22,39,6.4,34,26.0,11.0,153.0,41.0,7415.0,22.0,25.0,30.0,4713.0,36.0,44.0,34919,7413,1312.0,28.0,89626.0,3268.0,53,241.0,274.0,9.6,No,13,85.0,18840
Texas,Andrews,207.0,26,4.2,4.4,7.0,17,37,8.1,34,93.0,12.0,66.0,50.0,3532.0,7.0,4.0,3.0,4861.0,26.0,19.0,8395,1989,754.0,12.0,136021.0,1160.0,13,90.0,67.0,7.9,No,14,81.0,8574
Texas,Angelina,1501.0,27,4.6,4.9,9.0,20,39,6.5,35,62.0,17.0,234.0,37.0,15329.0,54.0,47.0,125.0,4903.0,44.0,51.0,47590,12684,2712.0,25.0,94408.0,7532.0,97,275.0,301.0,10.2,Yes,17,81.0,35907
Texas,Aransas,573.0,26,4.6,4.8,9.0,21,36,5.7,36,77.0,2.0,61.0,34.0,4085.0,7.0,7.0,20.0,2606.0,45.0,47.0,15515,2191,767.0,31.0,108314.0,1805.0,11,121.0,137.0,9.5,No,18,77.0,9078
Texas,Archer,122.0,19,4.0,4.7,7.0,19,34,7.6,27,22.0,3.0,11.0,18.0,1356.0,,,,5110.0,42.0,47.0,5603,1201,208.0,11.0,118271.0,317.0,8,11.0,33.0,8.2,No,10,85.0,4214
Texas,Armstrong,,18,3.8,4.7,,18,34,6.3,26,3.0,1.0,4.0,,254.0,0.0,0.0,,1685.0,31.0,39.0,1219,309,39.0,12.0,125625.0,88.0,5,3.0,,6.5,No,10,73.0,908
Texas,Atascosa,742.0,27,4.3,4.3,8.0,16,40,7.9,35,37.0,9.0,206.0,42.0,9579.0,9.0,22.0,23.0,4365.0,32.0,37.0,25355,5216,1843.0,22.0,108863.0,3220.0,30,109.0,174.0,9.5,No,16,79.0,19480
Texas,Austin,415.0,22,4.0,4.4,8.0,16,35,8.0,30,50.0,5.0,72.0,25.0,5181.0,5.0,13.0,11.0,3755.0,38.0,44.0,17861,3874,897.0,18.0,120174.0,1525.0,34,70.0,121.0,9.8,No,14,82.0,13916
Texas,Bailey,82.0,25,4.0,4.1,8.0,16,37,8.5,33,81.0,4.0,27.0,58.0,1635.0,2.0,3.0,2.0,5452.0,38.0,37.0,3180,636,117.0,23.0,96050.0,276.0,6,12.0,39.0,6.5,No,15,71.0,2813
Texas,Bandera,428.0,21,4.0,4.5,8.0,17,35,6.7,29,59.0,8.0,33.0,18.0,3371.0,5.0,6.0,28.0,2207.0,39.0,40.0,15667,2236,574.0,21.0,113053.0,1187.0,22,29.0,100.0,8.8,Yes,11,78.0,9236
Texas,Bastrop,1238.0,23,4.1,4.4,8.0,17,40,7.9,32,46.0,50.0,359.0,31.0,16504.0,24.0,29.0,58.0,3794.0,35.0,42.0,47448,10873,2557.0,16.0,125545.0,4948.0,61,322.0,370.0,9.7,No,16,77.0,37595
Texas,Baylor,80.0,20,4.0,4.7,10.0,19,35,7.5,29,85.0,1.0,9.0,41.0,432.0,5.0,1.0,,9216.0,22.0,29.0,2209,339,62.0,22.0,83857.0,146.0,5,9.0,17.0,7.5,No,6,85.0,1446
Texas,Bee,483.0,29,4.6,4.4,10.0,19,42,6.5,37,46.0,4.0,211.0,45.0,3847.0,7.0,9.0,14.0,5479.0,31.0,33.0,17601,4656,974.0,26.0,91403.0,1883.0,15,84.0,116.0,9.7,Yes,21,86.0,9939
Texas,Bell,4177.0,22,4.0,4.4,9.0,17,39,6.8,30,79.0,58.0,2292.0,34.0,51972.0,280.0,311.0,886.0,4125.0,42.0,36.0,197051,73209,10099.0,21.0,104538.0,29377.0,302,1375.0,1179.0,9.7,No,15,79.0,160253
Texas,Bexar,22594.0,24,4.0,4.1,9.0,14,36,7.2,29,87.0,257.0,8531.0,28.0,327450.0,1531.0,1830.0,4095.0,3458.0,36.0,39.0,1072136,368513,71110.0,21.0,115285.0,153204.0,1139,10087.0,6108.0,8.2,Yes,18,77.0,921758
Texas,Blanco,172.0,19,3.8,4.4,6.0,16,35,8.2,27,34.0,10.0,10.0,15.0,1937.0,5.0,4.0,4.0,2632.0,40.0,46.0,8171,1288,251.0,15.0,122750.0,430.0,12,15.0,49.0,9.0,Yes,13,80.0,5566
Texas,Borden,,15,3.2,4.0,,13,32,6.8,22,1.0,0.0,,,60.0,0.0,0.0,0.0,,33.0,37.0,405,115,14.0,9.0,136938.0,16.0,0,3.0,,7.4,Yes,5,59.0,224
Texas,Bosque,371.0,22,4.3,4.8,6.0,19,36,6.6,31,24.0,2.0,43.0,25.0,3173.0,10.0,7.0,4.0,5439.0,39.0,33.0,11689,2036,454.0,19.0,106042.0,766.0,28,13.0,93.0,9.1,No,13,85.0,7616
Texas,Bowie,1710.0,22,4.3,4.9,11.0,21,37,6.7,31,38.0,19.0,484.0,43.0,12418.0,67.0,55.0,101.0,4626.0,41.0,44.0,56896,13638,2864.0,23.0,104363.0,8398.0,120,483.0,313.0,9.4,No,16,89.0,37525
Texas,Brazoria,3916.0,19,3.6,4.0,8.0,16,39,8.0,29,79.0,70.0,1353.0,22.0,52277.0,240.0,209.0,306.0,4690.0,34.0,44.0,214038,71432,15267.0,10.0,153477.0,18148.0,244,629.0,1012.0,10.6,Yes,13,84.0,169393
Texas,Brazos,1642.0,22,4.1,4.4,8.0,16,34,6.6,28,89.0,22.0,1122.0,16.0,33871.0,195.0,127.0,264.0,4040.0,49.0,54.0,107359,43939,6233.0,20.0,110939.0,13928.0,181,674.0,418.0,9.9,No,25,79.0,107222
Texas,Brewster,155.0,22,3.8,4.0,6.0,14,36,6.2,29,64.0,1.0,36.0,22.0,1462.0,8.0,3.0,12.0,3121.0,28.0,15.0,5818,1524,272.0,17.0,94835.0,226.0,13,15.0,52.0,6.4,No,17,69.0,4531
Texas,Briscoe,,25,4.7,4.9,,20,40,2.9,34,29.0,1.0,,,274.0,1.0,0.0,,2447.0,36.0,32.0,869,144,27.0,23.0,90583.0,35.0,3,0.0,12.0,6.6,Yes,8,74.0,604
Texas,Brooks,137.0,38,5.5,4.8,8.0,19,44,5.5,44,35.0,2.0,37.0,73.0,1048.0,,1.0,2.0,7356.0,30.0,38.0,2991,726,278.0,45.0,65132.0,689.0,4,17.0,26.0,10.4,No,25,89.0,2833
Texas,Brown,770.0,22,4.2,4.7,8.0,18,36,6.6,30,49.0,5.0,129.0,31.0,5812.0,22.0,16.0,71.0,3007.0,39.0,40.0,22773,4705,992.0,22.0,97711.0,1941.0,65,119.0,127.0,8.2,No,11,82.0,16509
Texas,Burleson,357.0,23,4.2,4.6,9.0,19,36,7.6,31,38.0,13.0,36.0,34.0,2943.0,8.0,1.0,1.0,3775.0,44.0,43.0,10672,1984,519.0,20.0,115686.0,538.0,20,29.0,74.0,9.6,Yes,13,79.0,7334
Texas,Burnet,706.0,20,3.9,4.4,7.0,17,37,7.5,29,51.0,16.0,100.0,29.0,7566.0,19.0,23.0,35.0,3575.0,46.0,45.0,29779,4914,1119.0,16.0,116108.0,1733.0,58,109.0,202.0,9.2,Yes,14,73.0,21373
Texas,Caldwell,661.0,29,4.6,4.6,9.0,18,39,7.3,36,45.0,11.0,194.0,36.0,9102.0,12.0,13.0,35.0,5215.0,30.0,41.0,22023,4557,1226.0,19.0,105089.0,2340.0,39,89.0,153.0,9.7,Yes,20,84.0,18916
Texas,Calhoun,327.0,27,4.4,4.4,7.0,18,40,5.3,36,54.0,5.0,91.0,48.0,3480.0,11.0,10.0,5.0,6266.0,33.0,33.0,11598,2532,699.0,21.0,104148.0,1267.0,21,102.0,66.0,9.4,Yes,18,85.0,9998
Texas,Callahan,269.0,20,4.1,4.8,11.0,19,36,7.0,28,42.0,6.0,17.0,29.0,2016.0,1.0,4.0,2.0,4607.0,36.0,40.0,8839,1810,325.0,19.0,95485.0,639.0,15,12.0,66.0,7.7,Yes,13,82.0,5900
Texas,Cameron,4854.0,35,5.2,4.6,8.0,16,42,5.6,38,66.0,28.0,2077.0,44.0,109621.0,210.0,137.0,301.0,5178.0,32.0,41.0,170501,50350,17219.0,35.0,85416.0,43250.0,209,1351.0,738.0,10.4,Yes,23,83.0,162126
Texas,Camp,251.0,23,4.3,4.7,7.0,19,39,7.2,32,35.0,5.0,52.0,42.0,2279.0,11.0,5.0,5.0,4987.0,34.0,35.0,7409,1741,369.0,25.0,91130.0,1014.0,12,43.0,56.0,9.5,No,18,80.0,5220
Texas,Carson,99.0,17,3.7,4.5,6.0,17,34,7.9,26,59.0,4.0,,12.0,721.0,,1.0,1.0,4553.0,32.0,48.0,3880,1051,122.0,11.0,131453.0,267.0,11,23.0,30.0,6.7,No,4,81.0,2940
Texas,Cass,624.0,24,4.7,5.3,9.0,23,37,6.7,32,27.0,10.0,84.0,37.0,3849.0,7.0,9.0,10.0,4290.0,36.0,35.0,18216,2883,970.0,26.0,91435.0,1885.0,57,113.0,137.0,9.8,Yes,13,88.0,11310
Texas,Castro,107.0,28,4.3,4.3,8.0,16,39,8.1,35,45.0,3.0,16.0,44.0,1816.0,1.0,,1.0,3974.0,36.0,28.0,3517,880,120.0,20.0,92103.0,473.0,7,9.0,26.0,6.9,No,11,81.0,3395
Texas,Chambers,536.0,20,3.9,4.4,8.0,17,37,7.9,29,65.0,15.0,84.0,19.0,6126.0,5.0,2.0,11.0,8828.0,32.0,34.0,24212,8468,1892.0,11.0,170787.0,1811.0,21,134.0,155.0,9.8,Yes,15,89.0,19762
Texas,Cherokee,892.0,26,4.7,4.9,8.0,21,37,6.6,35,54.0,18.0,131.0,45.0,9042.0,22.0,17.0,51.0,3948.0,37.0,42.0,27707,5638,1679.0,24.0,103155.0,3396.0,46,191.0,223.0,9.9,Yes,17,77.0,20893
Texas,Childress,102.0,26,4.5,4.5,9.0,19,38,5.8,33,73.0,1.0,34.0,48.0,1027.0,10.0,3.0,7.0,4692.0,17.0,25.0,4417,1285,114.0,24.0,96469.0,494.0,8,,34.0,7.0,No,11,78.0,2915
Texas,Clay,180.0,19,4.0,4.8,5.0,19,34,5.8,27,9.0,6.0,12.0,23.0,1498.0,4.0,,1.0,4565.0,33.0,47.0,6935,1346,265.0,15.0,113730.0,501.0,13,14.0,58.0,8.4,Yes,11,84.0,4735
Texas,Cochran,,34,5.3,4.9,7.0,21,42,6.6,41,1.0,0.0,7.0,38.0,663.0,2.0,0.0,,703.0,29.0,22.0,1319,287,79.0,29.0,88900.0,143.0,4,6.0,18.0,6.7,No,13,84.0,1198
Texas,Coke,,23,4.3,4.7,7.0,19,36,4.2,31,33.0,0.0,8.0,32.0,470.0,,0.0,,4372.0,39.0,51.0,2062,358,76.0,18.0,91324.0,188.0,5,1.0,17.0,7.6,No,9,83.0,1411
Texas,Coleman,204.0,22,4.2,4.7,10.0,19,36,6.7,30,61.0,4.0,12.0,43.0,1541.0,5.0,2.0,1.0,8629.0,30.0,26.0,5211,700,213.0,28.0,85763.0,219.0,19,12.0,37.0,7.8,No,11,83.0,3505
Texas,Collin,6816.0,14,3.0,3.7,7.0,12,30,8.4,23,94.0,79.0,2544.0,9.0,114952.0,1044.0,729.0,1474.0,3603.0,49.0,56.0,621900,234605,36006.0,7.0,181444.0,41029.0,678,1424.0,1985.0,10.4,No,13,77.0,519652
Texas,Collingsworth,,27,4.6,4.8,8.0,20,38,7.6,34,82.0,1.0,6.0,31.0,751.0,1.0,0.0,1.0,9321.0,26.0,14.0,1437,359,46.0,26.0,83250.0,191.0,4,5.0,20.0,6.8,Yes,15,74.0,1259
Texas,Colorado,328.0,23,4.2,4.5,9.0,18,37,7.8,32,59.0,4.0,59.0,29.0,4092.0,10.0,5.0,5.0,4901.0,36.0,36.0,12131,2184,538.0,18.0,107279.0,1024.0,27,46.0,83.0,9.5,No,11,83.0,8979
Texas,Comal,1819.0,17,3.4,4.0,8.0,14,33,8.0,26,86.0,26.0,408.0,19.0,19100.0,104.0,114.0,243.0,3247.0,39.0,46.0,97394,23816,4639.0,9.0,154131.0,5123.0,156,350.0,482.0,9.8,No,13,79.0,68061
Texas,Comanche,238.0,22,4.0,4.5,7.0,17,36,7.3,30,,1.0,39.0,42.0,2462.0,7.0,4.0,6.0,5026.0,35.0,27.0,8321,1440,309.0,24.0,95939.0,672.0,13,31.0,74.0,8.4,Yes,12,84.0,5812
Texas,Concho,,28,4.6,4.6,8.0,19,37,7.1,35,70.0,1.0,,26.0,442.0,1.0,1.0,1.0,7151.0,45.0,46.0,1653,216,59.0,21.0,102250.0,167.0,0,1.0,,7.6,Yes,13,82.0,780
