State,County,State_County,Life_expectancy,Deaths_Premature_age_adjusted_mortality,Child_mortality_deaths,Infant_mortality_deaths,percentage_Frequent_Physical_Distress,percentage_Adults_with_Diabetes,HIV_Cases,Food_insecurity,Limited_access_to_healthy_foods,Drug_overdose_deaths,Motor_vehicle_crash_deaths,percentage_Insufficient_Sleep,Uninsured_adults,Other_Primary_Care_Provider_Rate,High_School_Graduation_Rate,percentage_Disconnected_Youth,Average_Grade_Performance_Reading_scores,Average_Grade_Performance_Math_scores,Segregation_index_School_segregation,Spending_perpupil_School_funding_adequacy,Gender_pay_gap,Median_household_income,percentage_Enrolled_in_Free_or_Reduced_Lunch_Children_eligible_for_free_or_reduced_price_lunch,Segregation_index_Residential_segregation_Black_white,percentage_household_income_required_for_childcare_expenses_Childcare_cost_burden,Childcare_centers,Homicide_Rate,Suicides,Firearm_fatalities,Juvenile_Arrest_Rate,Traffic_Volume,Homeowners,Severe_housing_cost_burden,percentage_Broadband_Access,Population,percentage_female,rural_residents
Nebraska,Wheeler,Nebraska_Wheeler,76.89593099,1338.271252,71.92515924,115.0238291,12,10,0,110,256,125.2815804,97.09736158,33,56,0,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,31455,0.93,52154,43,49.10587103,27,40.30616369,7.185520362,94.68310727,87.70101277,0,5,267,32,71,790,49.2,818
Nebraska,York,Nebraska_York,79.7,178,71.92515924,115.0238291,10,8,7,1580,758,125.2815804,15,28,665,74,92,9.393120393,3.1,3.2,0.05,14171,0.71,63249,38,49.10587103,22,9,7.185520362,94.68310727,87.70101277,17,64,4184,462,88,13511,50.7,6032
Nevada,Churchill,Nevada_Churchill,74.2,473,17,115.0238291,14,10,28,3130,1437,21,40,37,2166,59,73,9.393120393,3,3,0.01,11678,0.76,61650,52,55,29,9,7.185520362,38,28,24.62576375,89,6837,1180,85,25363,49.3,8636
Nevada,Clark,Nevada_Clark,78.4,29295,957,993,14,11,9044,257630,101209,1541,1519,39,222597,89,86,10,3,2.8,0.12,8925,0.88,62496,70,38,30,347,7,2130,1795,24.62576375,619,443247,131120,85,2315963,50.2,25485
Nevada,Douglas,Nevada_Douglas,81.1,661,12,115.0238291,11,8,47,5350,5658,26,31,35,3165,92,91,9.393120393,3.2,3,0.02,10563,0.77,84317,35,55,20,13,3,74,51,24.62576375,132,15688,2640,90,49088,49.7,14829
Nevada,Elko,Nevada_Elko,78.5,602,30,36,13,9,29,5170,1995,18,63,38,4564,60,83,10,2.9,2.7,0.21,11417,0.63,73914,44,68,22,13,5,83,80,24.62576375,121,12813,1506,87,53006,48.1,18478
Nevada,Esmeralda,Nevada_Esmeralda,76.89593099,1338.271252,71.92515924,115.0238291,16,11,376.6380917,130,342,125.2815804,97.09736158,40,82,0,88.27858293,9.393120393,3.007479324,2.980549369,0.32,12514.70415,0.84,35395,62,49.10587103,36,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,27,260,81,62,886,44,783
Nevada,Eureka,Nevada_Eureka,79,27,71.92515924,115.0238291,13,9,376.6380917,210,124,125.2815804,97.09736158,37,80,97,88.27858293,9.393120393,3.1,2.8,0.05,25287,0.53,68806,26,49.10587103,36,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,11,485,34,88,2065,45.6,1987
Nevada,Humboldt,Nevada_Humboldt,77,240,10,115.0238291,14,10,6,1750,857,12,19,38,1646,35,86,9.393120393,2.7,2.7,0.09,13115,0.58,72907,53,50,31,5,7.185520362,26,25,24.62576375,71,4526,453,85,16962,48.1,6260
Nevada,Lander,Nevada_Lander,75.6,92,71.92515924,115.0238291,14,10,376.6380917,510,241,125.2815804,13,39,444,36,78,9.393120393,3.1,2.9,0.01,12616,0.48,80894,43,49.10587103,37,3,7.185520362,94.68310727,87.70101277,24.62576375,30,1754,261,90,5514,48.5,2255
Nevada,Lincoln,Nevada_Lincoln,81.8,65,71.92515924,115.0238291,12,8,0,570,780,125.2815804,97.09736158,37,324,97,88,9.393120393,3.3,3.1,0.04,15348,0.8,60180,54,49.10587103,30,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,3,1453,189,73,5159,46.6,5345
Nevada,Lyon,Nevada_Lyon,76.2,1076,16,115.0238291,14,10,61,6950,5093,48,78,38,4894,31,86,12,2.8,2.8,0.04,10341,0.75,63162,43,82,26,14,5,81,74,24.62576375,86,15865,2271,88,58319,48.7,19200
Nevada,Mineral,Nevada_Mineral,71.6,131,71.92515924,115.0238291,16,11,5,680,1562,125.2815804,97.09736158,40,345,66,88.27858293,9.393120393,2.9,2.5,0.17,14960,0.8,50069,53,42,33,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,33,1414,216,74,4518,50.3,1523
Nevada,Nye,Nevada_Nye,74.1,1259,25,21,15,10,81,7100,15035,44,68,39,3467,92,80,9.393120393,2.7,2.4,0.05,12768,0.83,52783,99,50,28,5,5,89,71,24.62576375,24,13771,2389,75,48054,49,15500
Nevada,Pershing,Nevada_Pershing,77.7,103,71.92515924,115.0238291,14,10,13,760,299,125.2815804,10,38,422,30,88.27858293,9.393120393,2.7,2.3,0.03,18427,0.56,65000,57,49.10587103,25,1,7.185520362,12,87.70101277,24.62576375,35,1363,135,80,6573,35.8,6753
Nevada,Storey,Nevada_Storey,82.9,68,71.92515924,115.0238291,11,8,8,420,4,125.2815804,97.09736158,36,215,97.26086957,88.27858293,9.393120393,2.7,2.6,0.05,19376,0.72,73271,28,49.10587103,27,1,7.185520362,94.68310727,87.70101277,24.62576375,193,1644,161,86,4207,48.8,3715
Nevada,Washoe,Nevada_Washoe,78.2,6166,205,224,12,9,1053,50080,28636,394,367,35,40686,113,86,8,2.9,2.8,0.11,9563,0.81,75232,50,49,24,9,5,516,381,24.62576375,721,107732,25224,87,477082,49.5,17981
Nevada,White Pine,Nevada_White Pine,79.7,130,71.92515924,115.0238291,14,10,28,1120,1249,125.2815804,12,38,544,42,68,9.393120393,2.5,2.3,0.03,10543,0.91,57923,43,49.10587103,35,3,7.185520362,12,10,24.62576375,109,2713,242,79,9466,42.6,5349
Nevada,Carson City,Nevada_Carson City,74.4,1144,28,30,13,10,195,7560,1517,42,64,39,5167,153,80,16,2.9,2.7,0.03,11174,0.88,58382,62,66,31,17,4,91,50,24.62576375,417,13299,2893,85,56034,49,2675
New Hampshire,Belknap,New Hampshire_Belknap,77.1,963,17,115.0238291,11,8,28,5750,1355,69,47,35,3496,106,89,9.393120393,3.1,3.1,0.05,19621,0.79,76105,31,72,23,27,7.185520362,64,40,24.62576375,223,19588,3493,86,61551,50.6,39826
New Hampshire,Carroll,New Hampshire_Carroll,79.7,695,16,115.0238291,12,7,26,4470,216,36,41,34,3433,128,93,9.393120393,3.2,3,0.09,23495,0.77,73073,35,49.10587103,22,25,7.185520362,50,31,24.62576375,65,17644,2874,89,49167,50.4,43133
New Hampshire,Cheshire,New Hampshire_Cheshire,79.6,963,21,20,11,8,37,7200,3264,69,56,33,3853,119,85,9.393120393,3.1,3.1,0.05,19232,0.83,66398,33,58,24,29,2,77,53,24.62576375,267,20766,3741,85,76228,51.1,50138
New Hampshire,Coos,New Hampshire_Coos,77.2,542,71.92515924,115.0238291,13,9,21,3950,1712,23,34,39,1759,132,90,9.393120393,2.9,2.9,0.06,17686,0.83,49465,44,49.10587103,24,19,7.185520362,42,26,24.62576375,121,10091,1537,81,31174,47.6,21896
New Hampshire,Grafton,New Hampshire_Grafton,80.7,1101,16,115.0238291,11,8,46,8680,2233,47,57,32,5437,382,94,3,3.4,3.3,0.1,22189,0.91,77022,27,64,21,39,2,84,60,24.62576375,146,24556,4663,84,90691,50.7,61238
New Hampshire,Hillsborough,New Hampshire_Hillsborough,79.4,4705,123,120,12,8,380,35370,16348,441,201,36,24852,156,86,5,3.1,3.1,0.15,16962,0.78,79222,27,60,26,193,2,388,211,24.62576375,714,107043,20320,90,418735,50.2,84918
New Hampshire,Merrimack,New Hampshire_Merrimack,79.5,1830,36,38,11,7,132,12550,4527,138,97,33,7753,185,87,3,3.2,3.2,0.11,18358,0.84,81132,25,69,23,87,1,169,82,24.62576375,259,42947,6798,88,152622,50.8,79978
New Hampshire,Rockingham,New Hampshire_Rockingham,80.8,3247,51,60,10,7,176,20680,15371,250,146,33,14409,130,92,5,3.4,3.4,0.05,19462,0.75,96775,12,62,24,156,1,252,126,24.62576375,277,95348,13870,92,311307,50.5,73505
New Hampshire,Strafford,New Hampshire_Strafford,78.2,1581,34,29,12,8,108,11730,6976,155,72,35,7214,151,86,2,3.2,2.980549369,0.05,17795,0.83,72817,29,64,25,60,2,102,54,24.62576375,427,33285,6521,88,131533,50.9,39900
New Hampshire,Sullivan,New Hampshire_Sullivan,79.7,621,71.92515924,115.0238291,12,8,18,4350,3705,24,32,32,2318,79,84,12,3.2,3,0.06,22223,0.91,65881,37,68,24,20,7.185520362,49,34,24.62576375,131,12571,1952,84,43267,50.4,28066
New Jersey,Atlantic,New Jersey_Atlantic,76.7,4148,114,129,13,11,1198,28280,21480,466,219,41,20115,97,91,6,3,2.9,0.18,21266,0.89,61377,57,57,32,106,6,175,119,33,477,67657,19386,85,262945,51.6,34905
New Jersey,Bergen,New Jersey_Bergen,82.1,7666,178,183,10,8,1819,62040,8099,491,279,36,57509,71,95,3,3.7,3.6,0.18,20985,0.77,107114,21,55,26,435,1,388,93,7,1273,221603,61130,91,930394,51.4,919
New Jersey,Burlington,New Jersey_Burlington,79.1,5362,126,157,11,9,921,29530,22582,499,267,37,18781,76,94,6,3.3,3.2,0.14,19958,0.8,92471,27,54,30,143,3,227,124,18,331,126343,21733,91,446596,50.8,29900
New Jersey,Camden,New Jersey_Camden,76.7,7316,227,298,12,11,1668,48060,22869,862,325,41,30774,115,87,7,3.1,3,0.25,19069,0.82,71718,45,56,32,231,8,252,203,25,838,124997,31455,86,506809,51.8,8308
New Jersey,Cape May,New Jersey_Cape May,76.9,1656,27,31,12,9,187,10540,8505,156,83,39,5344,83,89,8,3.1,3.1,0.14,23811,0.88,75829,38,64,28,32,7.185520362,43,21,33,208,31723,7012,87,91546,51.4,16977
New Jersey,Cumberland,New Jersey_Cumberland,74.6,2549,80,85,16,12,539,17230,18332,264,186,43,12629,50,87,18,2.7,2.6,0.16,19118,0.82,60352,68,37,30,66,8,70,69,30,209,33769,10019,82,147008,49.3,36129
New Jersey,Essex,New Jersey_Essex,78,10371,325,418,13,12,9101,84900,5869,901,327,41,71954,81,86,8,3.2,3.1,0.39,19699,0.88,65528,54,75,33,464,12,237,433,17,1571,129015,66724,83,800501,51.8,114
New Jersey,Gloucester,New Jersey_Gloucester,77.2,3900,84,99,11,9,382,21930,18649,475,211,39,11931,59,93,4,3.3,3.2,0.08,18530,0.76,87220,29,37,28,131,2,161,69,17,372,85575,14040,90,293245,51.4,24060
New Jersey,Hudson,New Jersey_Hudson,80.5,6617,178,212,12,12,4904,74200,754,462,199,38,72233,36,84,8,3.3,3.1,0.25,18096,0.91,77323,64,59,26,388,4,238,124,24,1313,84542,51820,88,671666,50.2,0
New Jersey,Hunterdon,New Jersey_Hunterdon,83.2,1102,29,21,10,7,181,6880,3379,50,48,34,4350,82,95,6,3.5,3.5,0.05,26167,0.77,113611,11,63,28,65,7.185520362,73,35,4,265,39978,5473,92,124797,50.6,63622
New Jersey,Mercer,New Jersey_Mercer,79.3,4309,132,156,11,10,1429,30210,13450,349,173,39,24724,101,88,5,3.2,3.1,0.28,20009,0.83,87581,40,59,35,207,7,139,152,19,651,83468,21654,85,367239,51,12764
New Jersey,Middlesex,New Jersey_Middlesex,80.6,8040,210,229,11,10,2116,60910,31605,622,306,37,53780,66,92,4,3.4,3.4,0.26,18561,0.76,95610,35,43,27,351,2,317,108,9,1004,183379,45248,88,822736,50.6,5461
New Jersey,Monmouth,New Jersey_Monmouth,79.8,6856,144,141,10,8,1667,44060,29628,574,275,37,30767,93,95,3,3.4,3.4,0.21,22289,0.7,104219,24,59,28,263,2,280,100,9,401,177116,38077,91,618381,51.3,23510
New Jersey,Morris,New Jersey_Morris,81.8,4146,90,97,9,7,806,28610,18135,291,140,35,19414,90,95,4,3.6,3.6,0.16,21730,0.74,114103,14,51,27,266,1,186,57,6,482,135987,24395,93,491087,50.8,33324
New Jersey,Ocean,New Jersey_Ocean,78.5,8117,178,193,12,9,727,53480,51113,680,335,38,28364,61,92,4,3.2,3.1,0.15,21419,0.77,78181,35,52,27,154,1,281,110,13,313,184317,38445,84,614237,51.7,16711
New Jersey,Passaic,New Jersey_Passaic,78.9,5792,164,186,14,11,2336,50810,9151,429,205,37,52556,52,86,6,3,2.9,0.31,20230,0.85,64422,59,63,34,236,5,149,127,16,1138,88299,36645,86,500382,51.1,12080
New Jersey,Salem,New Jersey_Salem,74,1209,28,37,14,11,147,6740,5569,124,67,39,3744,35,92,7,3.1,3,0.21,21047,0.71,65563,43,60,29,24,9,37,40,35,152,16874,4202,83,62451,51.1,29936
New Jersey,Somerset,New Jersey_Somerset,81.9,2695,80,87,9,8,592,17040,10364,166,121,36,15302,60,94,5,3.5,3.5,0.18,20917,0.73,115573,21,62,22,169,2,122,45,5,392,90666,17525,93,329331,51.1,18736
New Jersey,Sussex,New Jersey_Sussex,78.8,1866,32,28,10,8,174,9150,7979,148,82,36,5636,39,95,4,3.3,3.3,0.07,24190,0.78,92739,17,52,25,62,7.185520362,70,32,12,120,45288,7093,91,140002,50.2,59482
New Jersey,Union,New Jersey_Union,79.8,5938,189,198,12,11,2502,40200,5062,445,231,39,53214,71,89,7,3.3,3.2,0.28,20352,0.87,83189,46,57,29,277,4,187,108,15,1257,113015,34446,87,555394,51,0
New Jersey,Warren,New Jersey_Warren,79.1,1338,25,41,12,8,104,9100,8499,91,68,38,5692,58,93,4,3.3,3.2,0.08,21553,0.76,80412,28,45,31,49,2,67,25,14,268,30816,5168,88,105624,50.9,40830
New Mexico,Bernalillo,New Mexico_Bernalillo,77.4,9427,313,295,12,10,1575,86440,39975,805,712,33,54259,159,69,7,3.007479324,2.6,0.13,9879,0.87,56632,67,43,24,283,10,799,763,19,759,172529,42079,83,681666,51,27798
New Mexico,Catron,New Mexico_Catron,80.4,66,71.92515924,115.0238291,15,11,376.6380917,610,1643,125.2815804,97.09736158,32,143,55,88.27858293,9.393120393,3.007479324,2.980549369,0.1,20613,0.63,27423,87,49.10587103,50,1,7.185520362,10,10,24.62576375,1,1352,99,58,3623,47.7,3725
New Mexico,Chaves,New Mexico_Chaves,74.5,1130,42,41,15,12,54,9020,10722,42,82,33,5830,94,74,6,3.007479324,2.9,0.07,11571,0.75,51441,87,41,27,44,15,66,84,73,123,16133,2619,73,64711,50.2,15918
New Mexico,Cibola,New Mexico_Cibola,74.4,499,11,115.0238291,17,14,97,5270,5965,15,52,38,2149,152,67,10,3.007479324,2.7,0.09,11139,0.77,42705,100,68,32,12,8,33,23,30,85,6018,562,64,26354,48.9,15061
New Mexico,Colfax,New Mexico_Colfax,76.9,228,71.92515924,115.0238291,14,12,11,1890,2012,12,16,34,724,92,88.27858293,9.393120393,3.007479324,2.5,0.07,15941,0.79,43265,88,49.10587103,32,2,12,25,16,69,94,4031,579,71,11927,49.1,7199
New Mexico,Curry,New Mexico_Curry,76.1,652,34,39,15,12,34,7660,6256,41,52,32,3855,92,81,16,3.007479324,2.7,0.09,11779,0.75,53864,73,40,25,31,6,46,40,65,151,10501,2550,84,48793,48.4,6806
New Mexico,De Baca,New Mexico_De Baca,77.3,34,71.92515924,115.0238291,15,12,0,270,158,125.2815804,97.09736158,34,120,120,88.27858293,9.393120393,3.007479324,2.9,0.01,13631,1.18,42319,100,49.10587103,32,2,7.185520362,94.68310727,87.70101277,24.62576375,88,344,33,69,1673,49.9,2022
New Mexico,Dona Ana,New Mexico_Dona Ana,78.6,2621,83,97,15,13,431,33560,34540,109,204,33,20831,93,82,8,3.007479324,2.7,0.12,10084,0.87,46547,84,56,29,98,5,185,153,52,263,51316,12040,77,221262,50.8,40362
New Mexico,Eddy,New Mexico_Eddy,74.3,980,38,35,13,11,30,6340,5475,51,95,34,4013,98,81,9,3.007479324,3.1,0.03,9800,0.58,66199,45,39,21,14,11,86,89,43,140,15088,1663,80,58418,49.4,11226
New Mexico,Grant,New Mexico_Grant,76.8,481,71.92515924,115.0238291,13,11,28,4520,3160,24,27,33,1412,133,85,9.393120393,3.007479324,2.5,0.15,12739,0.75,43557,85,56,31,14,8,43,41,36,100,7630,1431,79,27007,50.7,12500
New Mexico,Guadalupe,New Mexico_Guadalupe,75.7,77,71.92515924,115.0238291,14,13,6,590,673,125.2815804,97.09736158,33,179,234,88.27858293,9.393120393,3.007479324,3,0.06,13203,1.08,38903,100,49.10587103,35,4,7.185520362,94.68310727,87.70101277,93,124,910,77,52,4275,43.3,2066
New Mexico,Harding,New Mexico_Harding,76.89593099,1338.271252,71.92515924,115.0238291,14,12,0,70,335,125.2815804,97.09736158,32,31,157,88.27858293,9.393120393,3.007479324,2.980549369,0.17,12514.70415,1.4,39913,49,49.10587103,34,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,0,101,9,52,638,48,695
New Mexico,Hidalgo,New Mexico_Hidalgo,75.6,85,71.92515924,115.0238291,15,13,376.6380917,720,780,125.2815804,97.09736158,35,275,122,88.27858293,9.393120393,3.007479324,2.7,0.2,15342,0.84,41858,91,49.10587103,33,4,7.185520362,94.68310727,87.70101277,24.62576375,96,1217,186,73,4106,49.9,4894
New Mexico,Lea,New Mexico_Lea,74.4,1041,47,52,15,13,55,7650,4634,53,126,34,6788,79,82,9,3.007479324,2.7,0.05,9961,0.57,66780,53,43,21,35,10,61,65,32,161,15555,2063,81,71830,48.7,13613
New Mexico,Lincoln,New Mexico_Lincoln,78.8,347,71.92515924,115.0238291,12,10,27,2390,3142,16,28,31,1512,70,83,9.393120393,3.007479324,2.6,0.07,14961,0.75,49115,84,77,28,11,7.185520362,34,35,53,126,6406,845,77,19939,51.4,10901
New Mexico,Los Alamos,New Mexico_Los Alamos,83.9,128,71.92515924,115.0238291,8,6,5,1410,904,125.2815804,12,26,356,128,91,9.393120393,3.007479324,3.5,0.02,11249,0.75,111724,9,50,12,11,7.185520362,15,87.70101277,9,77,5775,270,92,19462,48.8,2018
New Mexico,Luna,New Mexico_Luna,74.9,438,16,115.0238291,17,14,21,5150,5989,15,32,34,2151,75,70,22,3.007479324,2.4,0.04,10692,0.63,39233,100,51,35,15,7,39,40,54,94,5551,1021,69,23905,49.6,10192
New Mexico,McKinley,New Mexico_McKinley,67.9,1718,54,40,21,16,134,16350,24379,42,226,38,10592,56,77,23,3.007479324,2.1,0.21,13788,0.91,35659,99,62,38,32,16,105,47,11,127,14453,2079,47,70824,51.9,41021
New Mexico,Mora,New Mexico_Mora,79.2,74,71.92515924,115.0238291,15,13,7,710,2927,125.2815804,14,33,237,45,88.27858293,9.393120393,3.007479324,2.5,0.086431034,19221,0.77,40618,100,49.10587103,34,1,7.185520362,94.68310727,87.70101277,24.62576375,6,2013,148,46,4478,48.8,4881
New Mexico,Otero,New Mexico_Otero,77.1,1003,38,43,15,11,57,11070,5041,39,76,35,5292,94,79,9,3.007479324,2.7,0.13,11230,0.79,46735,78,39,29,22,6,101,85,50,89,15237,2095,83,67967,48.3,18880
New Mexico,Quay,New Mexico_Quay,73.4,193,71.92515924,115.0238291,15,12,6,1360,1646,125.2815804,97.09736158,35,549,85,73,9.393120393,3.007479324,2.7,0.11,12944,0.78,38389,81,49.10587103,36,6,7.185520362,21,21,65,54,2206,258,60,8197,51.1,3758
New Mexico,Rio Arriba,New Mexico_Rio Arriba,72.6,837,21,115.0238291,15,13,62,5520,0,94,74,35,3276,88,67,13,3.007479324,2.3,0.39,16625,0.94,47400,100,72,29,22,12,32,29,39,114,10001,1184,61,38521,50.9,20028
New Mexico,Roosevelt,New Mexico_Roosevelt,76.4,269,16,115.0238291,15,12,9,3200,2927,125.2815804,24,33,1638,93,80,9.393120393,3.007479324,3,0.07,13831,0.85,46351,59,67,30,10,8,20,21,28,76,3962,1067,81,18350,49.9,7236
New Mexico,Sandoval,New Mexico_Sandoval,78.5,1873,58,57,12,10,188,15900,24236,93,133,33,9413,76,84,8,3.007479324,2.8,0.15,14531,0.78,71991,46,33,19,39,6,152,129,37,172,41981,5231,86,148904,50.9,22442
New Mexico,San Juan,New Mexico_San Juan,74,2110,82,59,16,12,139,20810,24986,87,280,33,13152,98,77,14,3.007479324,2.7,0.15,10144,0.7,44261,77,60,30,47,10,194,121,36,167,30871,4675,67,123312,50.6,43778
New Mexico,San Miguel,New Mexico_San Miguel,77,464,13,115.0238291,15,14,35,5060,6665,30,33,35,1780,88,75,9.393120393,3.007479324,2.3,0.07,11940,0.87,40804,91,79,34,9,10,32,29,67,107,8353,1787,64,27144,50.2,13784
New Mexico,Santa Fe,New Mexico_Santa Fe,81,1860,41,27,11,9,453,15770,13473,151,119,29,13366,112,72,11,3.007479324,2.6,0.16,10054,0.93,58898,67,62,23,67,5,199,123,29,325,44947,8910,82,151946,51.7,36274
New Mexico,Sierra,New Mexico_Sierra,72.1,321,71.92515924,115.0238291,15,12,14,2270,1794,18,14,35,684,147,78,9.393120393,3.007479324,2.980549369,0.05,11555,1.16,36823,100,49.10587103,37,4,7.185520362,23,20,41,92,3960,701,69,10867,49.8,4070
New Mexico,Socorro,New Mexico_Socorro,75.5,305,10,115.0238291,16,13,24,3210,4874,20,26,35,1334,73,69,9.393120393,3.007479324,2.6,0.12,15697,1.04,39478,100,49.10587103,35,10,7.185520362,28,14,74,86,3833,321,59,16541,49.7,8875
New Mexico,Taos,New Mexico_Taos,79.4,540,10,115.0238291,13,12,48,4600,4546,26,57,32,3038,123,74,9.393120393,3.007479324,2.5,0.12,14707,0.69,43230,91,49.10587103,32,18,10,50,46,34,99,9684,1579,74,32593,51.1,19251
New Mexico,Torrance,New Mexico_Torrance,76.5,291,71.92515924,115.0238291,16,12,47,2530,3546,18,25,36,1184,39,83,9.393120393,3.007479324,2.9,0.07,13670,1.06,47266,73,49.10587103,29,9,7.185520362,26,24,40,28,4909,607,67,15486,47.2,16184
New Mexico,Union,New Mexico_Union,76.9,64,71.92515924,115.0238291,14,12,5,620,501,125.2815804,97.09736158,33,261,25,88.27858293,9.393120393,3.007479324,3.4,0.05,12714,0.66,42676,64,49.10587103,32,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,103,879,78,67,4026,43.4,4549
New Mexico,Valencia,New Mexico_Valencia,76.5,1267,37,37,14,12,98,9610,20612,83,93,34,6742,61,76,13,3.007479324,2.7,0.04,9480,0.92,51564,80,65,26,35,9,82,74,41,143,21336,2805,71,77574,49.7,12811
New York,Albany,New York_Albany,79.4,3545,105,123,11,9,1150,31850,16860,191,120,39,8675,227,86,4,3.007479324,2.980549369,0.21,20779,0.87,70629,42,59,33,145,3,149,88,20,802,71829,16920,86,303654,51.7,29496
New York,Allegany,New York_Allegany,77.9,646,14,115.0238291,14,9,24,6420,648,15,28,40,1509,86,88,3,3.007479324,2.980549369,0.08,23616,0.76,53371,51,49.10587103,32,14,7.185520362,42,35,16,36,14266,1785,78,45587,49.3,38540
New York,Bronx,New York_Bronx,78,18665,603,685,16,15,28078,235660,8,1363,372,42,93227,136,69,9,3.007479324,2.980549369,0.16,12514.70415,0.99,44906,87,46,48,535,7,387,332,3,3716,102325,148619,80,1401142,52.8,39
New York,Broome,New York_Broome,78.1,2598,72,76,13,9,390,25950,7370,164,82,39,6755,213,83,4,3.007479324,2.980549369,0.14,21153,0.81,52510,52,52,33,66,3,109,54,18,576,51780,10825,84,189420,50.7,52270
New York,Cattaraugus,New York_Cattaraugus,77.1,1224,33,24,14,10,79,10620,1940,43,52,37,3498,94,88,6,3.007479324,2.980549369,0.17,21712,0.85,51824,51,54,33,21,7.185520362,61,37,11,145,23090,3491,76,75863,50.2,49598
New York,Cayuga,New York_Cayuga,79.1,1063,22,30,13,9,149,8800,795,56,50,37,2452,100,83,9,3.007479324,2.980549369,0.08,20451,0.78,59335,47,61,29,29,7.185520362,47,18,11,202,21886,3418,82,76029,48.7,44640
New York,Chautauqua,New York_Chautauqua,77.8,1889,45,57,14,10,235,17920,7619,106,66,38,4655,107,84,7,3.007479324,2.980549369,0.18,22144,0.81,50062,55,61,34,36,2,89,54,23,197,36795,6820,80,126032,50.6,59173
New York,Chemung,New York_Chemung,76.4,1377,45,44,13,9,192,10290,5493,81,47,39,2319,155,78,10,3.007479324,2.980549369,0.08,18229,0.83,54705,48,54,32,33,4,61,29,21,349,23069,4284,82,82622,50.5,21478
New York,Chenango,New York_Chenango,76.6,752,27,25,13,9,53,6190,915,22,42,41,1496,98,84,12,3.007479324,2.980549369,0.06,23768,0.81,52545,50,54,33,13,7.185520362,39,26,9,86,15574,2380,82,46730,49.9,42104
New York,Clinton,New York_Clinton,79.1,1034,25,33,13,10,188,10490,2650,30,30,39,2718,114,87,9.393120393,3.007479324,2.980549369,0.1,22821,0.92,59741,42,60,29,31,7.185520362,50,23,8,147,21421,3075,82,79778,48.6,52690
New York,Columbia,New York_Columbia,80.4,819,17,115.0238291,12,8,214,6220,4499,28,50,34,2208,86,84,16,3.007479324,2.980549369,0.13,24737,0.87,66068,47,56,31,21,7.185520362,55,32,24.62576375,94,18530,3473,82,59534,50,46248
New York,Cortland,New York_Cortland,78.1,620,14,115.0238291,13,9,48,5990,2127,31,28,36,1329,117,88,9.393120393,3.007479324,2.980549369,0.07,21391,0.83,60165,49,53,29,30,7.185520362,24,10,15,255,11906,1922,79,47173,50.9,21843
New York,Delaware,New York_Delaware,78.1,691,12,115.0238291,13,9,50,6120,1774,27,40,40,1587,100,88,9.393120393,3.007479324,2.980549369,0.09,27037,0.79,54440,46,52,32,16,7.185520362,45,27,10,19,14296,2245,79,43938,49.6,37599
New York,Dutchess,New York_Dutchess,80.1,3387,79,77,11,9,866,25090,16830,293,169,40,10723,120,86,5,3.007479324,2.980549369,0.12,25791,0.81,79276,38,50,30,117,2,190,85,5,350,75080,17584,90,293293,50.3,75560
New York,Erie,New York_Erie,78,12400,346,459,12,9,2297,104770,52889,679,328,38,26420,194,83,6,3.007479324,2.980549369,0.29,19139,0.83,59584,50,71,35,298,6,511,362,12,746,254697,52591,84,917241,51.6,86425
New York,Essex,New York_Essex,79.7,522,71.92515924,115.0238291,12,9,58,4130,259,10,19,36,1150,81,86,11,3.007479324,2.980549369,0.14,29987,0.81,57129,47,49.10587103,30,17,7.185520362,18,10,10,36,12363,1668,81,36891,48.4,29471
New York,Franklin,New York_Franklin,79.1,643,14,115.0238291,14,10,176,6920,3912,20,31,41,2172,114,86,11,3.007479324,2.980549369,0.48,24359,0.92,58709,56,53,29,22,7.185520362,33,15,16,115,13607,2168,79,49965,45.1,32340
New York,Fulton,New York_Fulton,77.5,831,14,115.0238291,14,10,65,7150,2113,32,45,43,1770,100,80,10,3.007479324,2.980549369,0.07,22119,0.78,55405,52,65,31,14,7.185520362,40,20,12,143,15612,2441,80,52812,50.4,27973
New York,Genesee,New York_Genesee,77.8,774,19,20,12,9,79,6170,929,55,39,38,1756,81,91,6,3.007479324,2.980549369,0.11,21123,0.74,62641,46,64,28,19,7.185520362,33,13,6,153,17501,2451,83,56994,50.2,35979
