State,County,State_County,Premature_death,Percentage_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Percentage_Low_birthweight,Percentage_Smokers,Percentage_Adults_with_Obesity,Food_Environment_Index,Percentage_Physically_Inactive,Percentage_With_Access_to_Exercise_Opportunities,Alcohol_impaired_driving_deaths,Sexually_transmitted_infections_Chlamydia_Cases,Teen_Birth_Rate,Uninsured,Primary_care_physicians,Dentists,Mental_health_providers,Preventable_Hospitalization_Rate,Percentage_With_Annual_Mammogram,Percentage_Vaccinated,High_school_completion,Some_college,Unemployment,Percentage_Children_in_Poverty,Income_inequality_80th_Percentile_Income,Children_in_single-parent_households,Social_associations,Annual_Average_Violent_Crimes,Injury_deaths,Air_pollution_particulate_matter_Average_Daily_PM,Percentage_Severe_Housing_Problems,Percentage_Drive_Alone_to_Work,Workers_Drive_Alone_to_Work
Georgia,Brooks,Georgia_Brooks,320,25,5.2,5.7,11,23,37,7.5,36,14,5,74,36,2317,3,1,5,5126,44,38,9263,2122,354,33,79528,1338,14,78,61,8.4,20,79,6182
Georgia,Bryan,Georgia_Bryan,531,17,4,4.9,8,17,34,7.6,27,57,9,138,19,4479,26,13,43,3155,42,40,22418,8197,986,10,137343,2618,30,91,145,8.4,15,86,18147
Georgia,Bulloch,Georgia_Bulloch,961,23,5,5.6,10,21,38,7,33,52,22,692,14,10565,43,31,82,5716,46,49,38610,12633,2419,23,96706,4427,51,133,220,8.4,21,80,34368
Georgia,Burke,Georgia_Burke,465,26,5.2,5.8,12,24,38,7.3,36,37,18,151,34,2775,7,3,12,4805,42,33,11825,2358,647,32,99907,2178,18,140,120,9,14,84,9373
Georgia,Butts,Georgia_Butts,514,25,5.2,5.7,10,25,37,7.1,36,42,6,124,34,2762,6,4,18,3443,43,44,13853,2340,664,37,102720,2017,22,72,136,9.2,14,86,9133
Georgia,Calhoun,Georgia_Calhoun,115,33,5.9,5.8,11,28,43,7.3,42,55.14122635,1,41,37,636,1,2,1,4925,40,30,3539,827,113,36,76341,476,7,93,22,8.4,15,83,1694
Georgia,Camden,Georgia_Camden,672,20,4.5,5.2,8,19,35,6.5,30,41,8,230,25,6350,14,18,73,4436,47,42,31738,8994,997,13,113204,3936,48,136,160,7.8,13,80,24990
Georgia,Candler,Georgia_Candler,268,30,5.8,6,12,26,39,7.1,40,54,3,43,36,1883,2,1,10,5053,34,31,5624,933,250,32,82025,927,8,408.619451,49,8.3,19,85,4424
Georgia,Carroll,Georgia_Carroll,1912,22,4.7,5.5,8,22,34,6.3,32,52,23,685,26,16536,60,37,195,4400,35,44,64032,17250,3466,22,106691,9068,131,356,516,9.2,15,80,52848
Georgia,Catoosa,Georgia_Catoosa,966,18,4.3,5.3,8,20,35,7.5,29,72,10,227,25,6996,32,15,83,3577,42,51,41467,10611,1417,14,106432,2857,48,172,248,9.2,10,86,31478
Georgia,Charlton,Georgia_Charlton,258,30,5.7,5.9,8,27,39,7.2,39,70,2,67,39,1777,4,1,3,5308,38,39,7476,1278,182,31,81412,718,4,25,58,7.7,12,92,4308
Georgia,Chatham,Georgia_Chatham,4032,19,4.2,5,10,18,33,7.4,29,87,44,2633,21,37624,264,200,502,3749,46,45,176913,57830,10713,25,114340,24514,330,1285,1129,8.5,18,77,138553
Georgia,Chattahoochee,Georgia_Chattahoochee,80,22,4.7,5.1,7,20,37,3.6,33,53,3,145,41,826,8,79,316.050034,2490,32,26,4592,2290,124,15,89292,604,0,0,28,9.1,21,53,6230
Georgia,Chattooga,Georgia_Chattooga,572,27,5.6,6.1,8,27,38,5.5,37,46,11,100,56,3309,2,9,9,5651,36,43,12386,2281,820,27,71966,1436,24,34,137,9.1,16,86,8736
Georgia,Cherokee,Georgia_Cherokee,2415,15,3.7,4.7,7,15,33,8.4,24,84,16,675,10,31738,111,129,269,3465,42,51,158169,47418,6464,9,153308,10788,186,218,721,9.7,12,77,127732
Georgia,Clarke,Georgia_Clarke,1201,22,4.8,5.3,10,19,36,5.4,30,75,11,941,11,17173,99,69,383,3734,48,54,64462,26135,3753,23,95959,7648,134,502,312,8.9,25,73,59364
Georgia,Clay,Georgia_Clay,1436.113089,33,6.2,6.3,11,28,45,6.6,43,26,1,19,24,343,1,0,316.050034,6374,28,34,1792,303,111,43,71688,392,3,4,19,8.2,18,88,934
Georgia,Clayton,Georgia_Clayton,3804,26,4.9,5.2,12,20,40,7,38,72,39,2376,26,46395,80,73,209,4060,36,41,152056,44111,14433,25,89600,35940,122,1716,938,8.3,21,75,128423
Georgia,Clinch,Georgia_Clinch,175,34,6.5,6.6,12,30,41,6.1,43,1,1,51,45,962,1,1,1,8776,34,36,3238,880,117,30,72278,808,11,33,25,7.7,16,82,2131
Georgia,Cobb,Georgia_Cobb,6901,16,3.6,4.4,9,14,31,8.4,25,88,68,3531,13,94503,581,539,1542,3660,41,50,472793,166014,24453,11,158060,43769,578,1962,2139,8,14,77,389989
Georgia,Coffee,Georgia_Coffee,827,27,5.3,5.7,11,25,37,7.5,38,52,12,273,47,6927,23,16,11,7741,39,40,21253,5073,1103,33,83937,3416,39,118,197,5.8,14,85,17533
Georgia,Colquitt,Georgia_Colquitt,892,29,5.5,5.7,10,23,37,6.5,39,59,14,200,44,8674,19,12,31,8106,48,37,22218,4473,979,29,88056,4684,38,408.619451,215,8.5,17,80,18496
Georgia,Columbia,Georgia_Columbia,1520,16,3.7,4.7,8,16,31,8.6,25,80,18,472,10,16534,157,87,168,3432,40,47,95565,30853,3145,9,149968,6582,114,74,438,9.6,10,86,73250
Georgia,Cook,Georgia_Cook,309,26,5.4,5.9,12,24,39,7.6,36,61,5,146,40,2638,10,5,4,5521,48,41,9114,2350,384,30,85479,1208,13,49,74,8.3,14,83,7439
Georgia,Coweta,Georgia_Coweta,1755,18,4,4.9,9,18,32,7.7,29,52,39,411,18,15969,71,54,130,4155,44,46,88953,25560,4584,12,143245,8548,111,320,445,9.2,12,80,70993
Georgia,Crawford,Georgia_Crawford,242,24,5.1,5.8,11,24,34,6.3,36,2,6,27,14,1717,1,77.17398427,316.050034,4143,38,42,7228,1670,277,25,93844,899,8,18,65,9,15,86,4740
Georgia,Crisp,Georgia_Crisp,504,29,5.8,6.1,14,26,43,6.8,39,31,2,150,44,2888,15,11,11,6747,46,41,12445,2443,748,36,87634,3312,17,67,101,8.4,19,79,8660
Georgia,Dade,Georgia_Dade,309,21,4.8,5.7,8,23,33,7.446606626,32,65,8,52,22,1972,6,5,6,3903,40,44,9092,1924,322,16,91186,619,12,55,57,8.7,13,80,6950
Georgia,Dawson,Georgia_Dawson,399,17,4,5,7,18,30,8.7,26,83,6,65,22,3496,18,14,30,3802,41,49,15889,3671,584,13,138647,1315,30,23,124,8.4,11,79,12640
Georgia,Decatur,Georgia_Decatur,560,25,5.2,5.7,12,22,39,7.1,37,58,14,282,49,3810,10,9,19,5202,32,36,14692,3330,541,37,84217,2932,29,184,118,8.6,19,82,10233
Georgia,DeKalb,Georgia_DeKalb,8352,19,4,4.7,10,15,33,7.9,27,89,106,5638,24,109204,833,451,2545,3933,38,46,465786,169925,31474,24,137016,62778,540,4717,2281,9.1,18,70,374644
Georgia,Dodge,Georgia_Dodge,432,25,5.2,5.7,10,25,37,7.4,36,49,9,113,36,2518,8,9,7,4719,41,42,12909,2636,415,28,90161,1535,20,74,99,8.5,12,84,7893
Georgia,Dooly,Georgia_Dooly,257,27,5.2,5.5,15,24,42,5.4,38,23,7,63,35,1612,1,4,316.050034,6506,43,40,7975,1504,378,35,101277,737,8,19,48,8.6,13,80,4942
Georgia,Dougherty,Georgia_Dougherty,1770,27,5.3,5.7,14,23,39,5.1,37,61,3,1190,36,11325,71,57,126,5000,49,42,48198,13158,3243,38,78632,11132,102,863,362,8.5,22,79,34975
Georgia,Douglas,Georgia_Douglas,1853,21,4.3,5,10,19,34,7.5,31,80,10,705,19,18875,57,61,193,4997,38,44,82415,24047,5367,17,123061,12094,72,429,472,9.5,16,82,68571
Georgia,Early,Georgia_Early,257,29,5.6,6,16,26,43,7.2,39,57,4,104,39,1238,6,4,7,6091,35,34,5453,1091,256,36,79924,1285,15,81,48,8.5,19,85,3666
Georgia,Echols,Georgia_Echols,1436.113089,28,5.3,5.5,8.21113307,22,36,5.9,38,0,3,7,12,793,84.03515233,77.17398427,316.050034,4043.9236,35,40,2062,364,74,31,95224,118,0,4,10,7.7,14,80,1720
Georgia,Effingham,Georgia_Effingham,876,18,4.2,5.2,9,20,31,8.3,28,43,10,261,20,7337,14,9,28,3935,42,41,36309,10711,1573,11,120589,3186,40,67,229,8.4,11,88,28909
Georgia,Elbert,Georgia_Elbert,436,26,5.4,5.9,10,25,37,6.7,37,36,8,82,32,2691,9,5,7,5157,41,35,10636,1899,551,38,87806,1329,23,70,87,8.6,13,81,7673
Georgia,Emanuel,Georgia_Emanuel,498,27,5.4,5.9,10,25,39,6.1,36,41,12,169,43,3044,10,3,23,6140,34,32,11807,2389,603,34,78238,2228,16,82,93,8.5,15,76,8011
Georgia,Evans,Georgia_Evans,200,29,5.6,5.9,11,25,39,7.7,40,65,5,121,49,1575,5,2,1,4785,39,44,5487,1230,257,30,89943,1073,11,17,55,8.2,19,83,4151
Georgia,Fannin,Georgia_Fannin,488,19,4.5,5.5,8,21,30,7.9,31,77,3,28,31,3493,12,5,20,3034,38,47,17592,2649,524,24,94630,1259,37,30,142,7.7,12,77,9646
Georgia,Fayette,Georgia_Fayette,1141,14,3.4,4.4,9,14,31,8.9,23,87,2,386,6,10537,130,112,256,2755,48,51,74124,17963,3055,7,172838,5644,151,81,291,9.3,11,77,52753
Georgia,Floyd,Georgia_Floyd,1813,23,4.9,5.5,9,22,33,6.4,32,54,6,494,27,14101,136,39,142,5860,44,49,54668,12179,2712,26,104064,7487,94,326,421,9.6,16,81,41365
Georgia,Forsyth,Georgia_Forsyth,1565,13,3.2,4.2,7,13,27,8.7,22,86,12,354,5,23650,98,94,169,3539,41,52,143803,50398,5533,5,200792,7017,149,117,473,9.5,10,73,118276
Georgia,Franklin,Georgia_Franklin,500,23,5.1,5.8,8,23,34,7.446606626,33,27,4,80,35,3484,6,5,17,6413,44,51,12733,2839,584,24,93324,1616,35,30,127,8.5,16,82,9408
Georgia,Fulton,Georgia_Fulton,11370,17,3.7,4.5,11,14,29,7.8,24,93,113,8057,17,114040,1184,759,2906,3983,39,49,666413,261068,44639,18,161314,82593,991,7747,3525,9.2,18,68,536329
Georgia,Gilmer,Georgia_Gilmer,563,22,4.8,5.4,7,21,32,7.1,30,82,4,59,37,5046,18,9,25,2818,39,47,19379,3249,562,24,93903,1732,22,79,164,8.2,12,74,12575
Georgia,Glascock,Georgia_Glascock,62,23,5.1,5.9,7,25,35,5.3,34,55.14122635,2,5,36,338,1,0,316.050034,2153,36,40,1553,413,51,19,95462,329,3,3,17,8.8,12,93,1338
Georgia,Glynn,Georgia_Glynn,1450,20,4.5,5.2,12,20,32,6.9,32,76,20,683,32,12217,44,46,121,4698,45,46,52954,11499,2605,25,117058,6242,102,399,353,6.4,16,80,38042
Georgia,Gordon,Georgia_Gordon,999,24,5.1,5.6,8,22,37,6.8,35,48,8,225,34,9421,24,12,36,4756,42,47,30165,7132,1531,15,98262,3327,59,154,205,9.4,16,80,26050
Georgia,Grady,Georgia_Grady,464,26,5.2,5.7,9,23,39,7.5,36,49,6,128,39,3997,13,6,7,5074,52,45,13686,3047,462,27,96178,1801,21,49,102,8.7,14,79,10238
Georgia,Greene,Georgia_Greene,280,23,4.7,5.3,11,21,37,7.3,33,54,4,94,33,2295,12,19,9,3646,54,53,11524,1564,417,29,136853,1485,23,42,66,9.2,17,82,6618
Georgia,Gwinnett,Georgia_Gwinnett,7540,19,3.9,4.5,9,15,32,8.3,29,80,75,4122,14,147535,617,586,1175,3340,37,47,520594,167859,30544,14,135172,53904,660,1980,2074,10.1,17,77,448279
Georgia,Habersham,Georgia_Habersham,681,23,4.7,5.4,7,21,32,7.5,34,66,10,137,27,7023,22,21,20,4280,46,46,24375,4636,1016,17,97523,1649,49,80,187,7.9,13,81,19071
Georgia,Hall,Georgia_Hall,2364,22,4.5,5,7,18,34,8,32,67,24,766,29,36780,122,102,195,4377,45,50,104653,25247,4816,20,121801,12154,150,611,666,7.9,17,79,94528
Georgia,Hancock,Georgia_Hancock,213,32,5.7,5.7,18,27,43,5.3,42,0,2,59,34,669,1,1,4,4931,45,36,4811,662,223,41,76418,695,0,28,43,8.9,16,87,2293
Georgia,Haralson,Georgia_Haralson,641,22,4.9,5.8,9,23,34,7.3,33,16,9,83,35,4091,12,6,18,4120,31,37,16749,3999,720,20,110475,1631,24,184,173,9,14,79,13467
Georgia,Harris,Georgia_Harris,482,16,3.8,4.8,8,17,32,9,26,12,11,128,13,3082,13,6,8,2683,42,42,22883,5377,764,11,144023,1169,33,41,129,9.1,10,85,15860
Georgia,Hart,Georgia_Hart,439,23,5.1,5.7,10,24,35,7.446606626,33,49,7,85,31,3845,9,7,8,4817,45,53,15736,3241,616,22,94214,851,31,87,83,8.5,15,81,10284
Georgia,Heard,Georgia_Heard,237,23,5,5.8,9,24,35,7.8,33,0,4,30,32,1536,2,77.17398427,3,4468,37,41,6617,1197,334,21,87810,696,6,23,71,8.9,12,84,4724
Georgia,Henry,Georgia_Henry,3017,18,4,4.8,11,17,36,8.1,29,73,25,1590,16,25109,113,85,384,3900,45,43,136898,37795,8521,13,124767,16808,141,381,725,9.6,14,82,109397
Georgia,Houston,Georgia_Houston,2100,19,4.2,5,9,18,35,7.5,31,75,13,1006,25,17854,88,86,263,5314,47,41,94331,30755,3649,16,122043,10327,115,546,465,9.2,14,85,74633
Georgia,Irwin,Georgia_Irwin,184,26,5.4,5.8,14,25,37,7.3,36,47,0,51,31,1037,3,77.17398427,2,4756,42,37,5248,1187,191,31,76650,608,6,24,39,8.2,9,87,3752
Georgia,Jackson,Georgia_Jackson,1025,20,4.4,5.2,7,20,32,7.8,29,40,12,216,19,9513,44,36,38,4678,47,51,40657,10991,1738,11,123896,3143,57,135,263,9.1,11,83,32748
Georgia,Jasper,Georgia_Jasper,260,23,5,5.8,10,23,35,8.2,33,55,5,45,23,2005,5,2,6,3320,42,51,8318,1489,334,22,95494,921,9,51,55,9.3,18,84,5741
Georgia,Jeff Davis,Georgia_Jeff Davis,313,29,5.8,6.1,10,27,39,5.8,39,57,5,82,44,2410,2,1,1,4479,37,42,7584,1723,314,29,75847,1246,12,52,73,8.1,14,88,5513
Georgia,Jefferson,Georgia_Jefferson,393,29,5.6,5.9,12,26,42,7.8,40,48,10,114,35,2187,5,3,316.050034,4852,40,25,8318,1426,449,33,88615,1682,18,80,75,9,17,84,5996
Georgia,Jenkins,Georgia_Jenkins,182,32,6,6.1,13,28,43,7.3,43,52,3,32,42,1053,3,77.17398427,1,3206,30,29,4715,865,200,36,60511,998,9,408.619451,35,8.3,18,73,3173
Georgia,Johnson,Georgia_Johnson,209,28,5.4,5.8,10,27,39,6.7,39,55.14122635,2,70,29,1031,5,1,1,4091,40,39,5221,743,198,31,80598,730,15,35,32,8.6,16,72,3501
Georgia,Jones,Georgia_Jones,441,21,4.6,5.5,8,21,36,7.3,32,56,5,94,13,3307,6,3,10,3985,56,49,18141,4446,609,17,107310,1728,20,28,110,9.2,12,83,12771
Georgia,Lamar,Georgia_Lamar,381,22,4.7,5.6,12,22,36,7.1,32,43,5,77,16,1920,6,2,14,4939,41,47,10767,2023,504,21,95561,1016,15,88,69,9.1,14,86,7141
Georgia,Lanier,Georgia_Lanier,183,25,5.2,5.8,9,24,37,7.7,36,49,1,35,35,1298,84.03515233,1,1,6875,36,34,6013,1861,194,32,81554,510,7,40,31,7.9,18,77,3951
Georgia,Laurens,Georgia_Laurens,994,26,5.3,5.8,11,24,40,6.6,37,43,9,390,41,5843,41,23,107,4569,51,43,27462,6183,1292,31,86241,4706,53,163,195,8.7,13,86,17558
Georgia,Lee,Georgia_Lee,440,18,4.2,5.1,9,19,33,8.1,28,41,4,113,17,2969,18,11,8,4257,49,45,18004,5725,682,15,116337,1764,18,46,114,8.6,11,84,13441
Georgia,Liberty,Georgia_Liberty,799,24,4.7,5.2,9,22,37,6.6,35,66,23,743,52,6540,19,89,264,3129,29,31,33116,13166,1601,23,90077,5828,45,304,213,8.3,18,82,28144
Georgia,Lincoln,Georgia_Lincoln,139,23,5,5.7,9,23,38,7.9,35,67,4,24,24,1029,2,1,3,2107,39,46,4941,785,190,28,90060,581,12,32,34,8.7,15,87,3152
Georgia,Long,Georgia_Long,208,24,4.9,5.5,9,22,37,8,35,27,4,49,20,2987,84.03515233,77.17398427,5,4434,32,32,10451,2928,357,24,98685,1808,7,17,47,8.2,11,79,7444
Georgia,Lowndes,Georgia_Lowndes,1677,23,4.9,5.5,11,20,37,7,33,67,17,1097,27,16602,67,60,215,4651,46,39,60796,18506,3115,27,93901,9989,113,319,344,6.9,17,84,50987
Georgia,Lumpkin,Georgia_Lumpkin,466,20,4.7,5.5,7,21,32,8.3,31,78,7,75,10,4668,11,8,31,5057,43,49,17953,3863,792,16,107593,1139,16,13,156,8,15,85,15445
Georgia,McDuffie,Georgia_McDuffie,443,26,5.3,5.9,12,25,38,7.8,36,60,6,178,37,2770,11,10,14,5098,39,51,12159,2219,679,28,86215,2883,23,28,92,9.2,16,89,8621
Georgia,McIntosh,Georgia_McIntosh,277,22,4.7,5.5,12,22,37,7.5,33,29,12,65,37,1668,84.03515233,3,22,3901,46,44,9696,1230,340,32,92376,454,7,18,67,7.7,15,82,6362
Georgia,Macon,Georgia_Macon,281,31,5.7,5.8,14,26,42,7.9,42,41,6,67,47,1522,1,2,2,4565,39,36,6799,1269,311,38,69442,1485,13,41,61,8.8,18,79,4361
Georgia,Madison,Georgia_Madison,504,22,4.8,5.6,9,22,36,7.8,32,2,4,92,29,4470,5,1,6,5643,42,49,17015,3899,670,20,93424,2366,26,53,126,8.9,14,82,13260
Georgia,Marion,Georgia_Marion,185,26,5.2,5.7,8,23,37,8.5,36,55.14122635,6,40,32,1231,84.03515233,1,316.050034,2046,37,33,4765,1026,163,32,85325,496,4,5,33,8.7,11,79,3240
Georgia,Meriwether,Georgia_Meriwether,484,27,5.4,6,12,25,39,7.5,38,35,17,118,29,2851,6,5,19,5997,35,42,12116,2231,755,33,81500,1973,22,65,118,9,15,85,8161
Georgia,Miller,Georgia_Miller,185,24,5.2,5.8,11,24,38,8,35,11,3,32,34,749,2,3,2,6353,33,35,3404,877,112,29,95871,372,7,11,32,8.4,14,86,2282
Georgia,Mitchell,Georgia_Mitchell,498,29,5.6,5.9,12,25,43,7.1,41,63,6,158,43,2932,9,3,98,5379,50,38,12287,2619,538,50,75422,2410,24,59,101,8.6,17,81,7942
Georgia,Monroe,Georgia_Monroe,488,19,4.4,5.2,11,20,32,8.3,29,55,11,78,17,2895,16,5,11,3666,46,44,16682,3416,650,18,133198,1215,29,49,135,9.3,15,87,11766
Georgia,Montgomery,Georgia_Montgomery,171,24,5,5.6,10,23,37,7.4,35,7,3,47,29,1187,84.03515233,77.17398427,6,5995,46,36,5024,1079,210,26,87191,461,6,408.619451,35,8.3,13,83,3340
Georgia,Morgan,Georgia_Morgan,324,18,4.2,5.2,8,20,33,7.7,29,24,7,76,23,2266,8,8,4,3403,43,47,11841,2334,497,18,126311,852,19,30,91,9.3,11,77,8865
Georgia,Murray,Georgia_Murray,718,26,5.2,5.7,9,23,37,7.4,35,73,3,159,39,6817,7,4,5,4812,38,48,19230,4643,1159,23,89127,2338,17,177,158,8.8,11,87,17592
Georgia,Muscogee,Georgia_Muscogee,3504,23,4.6,5.2,12,21,38,6.7,33,76,26,1849,36,21415,210,119,646,4069,38,39,112507,37284,6049,30,98052,20100,205,1160,857,8.4,20,80,83514
Georgia,Newton,Georgia_Newton,1676,22,4.6,5.3,10,21,37,7.1,34,57,19,892,22,15821,28,20,114,4870,46,49,61302,15799,3699,21,106771,7929,75,416,445,9.5,17,80,49167
Georgia,Oconee,Georgia_Oconee,334,13,3.4,4.4,6,14,28,9,22,71,6,50,3,3401,49,27,100,3714,52,55,24408,7477,721,7,171899,1695,43,41,115,9.2,9,79,19055
Georgia,Oglethorpe,Georgia_Oglethorpe,240,23,4.9,5.6,8,23,36,8.2,34,21,1,39,22,2374,84.03515233,1,2,5487,43,45,8737,1429,327,21,104034,1002,7,53,52,8.9,15,85,7102
Georgia,Paulding,Georgia_Paulding,1712,19,4.2,5.1,8,18,34,7.8,29,68,14,561,12,20564,26,26,104,5954,37,45,97253,30016,4595,10,127038,7724,69,217,496,9.6,13,82,79470
Georgia,Peach,Georgia_Peach,570,24,4.9,5.4,10,22,37,6.9,35,68,11,282,19,3800,6,16,30,5040,45,42,15144,3848,730,29,107170,1931,14,138,125,9,14,81,10871
Georgia,Pickens,Georgia_Pickens,528,19,4.3,5.3,8,20,31,7.8,28,50,3,69,30,4086,14,11,25,3711,41,51,20484,3527,717,18,112955,936,28,63,131,8.7,13,75,14421
Georgia,Pierce,Georgia_Pierce,387,24,5.2,5.9,9,24,37,7.5,35,61,6,79,44,2854,4,2,4,5442,37,44,10938,2304,385,24,89740,1488,18,62,85,8,10,87,7785
Georgia,Pike,Georgia_Pike,325,18,4.3,5.3,10,21,32,8.9,28,34,4,51,19,2361,4,3,9,2946,35,44,11060,2597,432,13,115205,568,20,17,68,9.1,12,85,7934
Georgia,Polk,Georgia_Polk,832,25,5.1,5.7,9,23,35,6.7,36,68,7,266,43,6337,12,11,29,5449,40,45,22513,4921,1092,23,95253,3291,46,235,226,9.3,18,83,18340
Georgia,Pulaski,Georgia_Pulaski,179,24,5.1,5.8,10,23,36,7.5,34,76,4,86,33,1161,7,1,2,5110,43,42,6710,1435,179,28,100300,913,9,55,39,8.4,18,91,3886
Georgia,Putnam,Georgia_Putnam,374,22,4.6,5.3,9,21,34,7.4,33,59,11,126,30,2988,9,5,8,3543,51,48,13997,2274,539,27,108164,1470,22,91,96,9.3,14,78,8576
Georgia,Quitman,Georgia_Quitman,1436.113089,30,5.7,6.1,13,27,39,7.8,40,33,0,20,44,308,84.03515233,1,316.050034,6608,44,43,1258,185,52,40,63667,142,0,4,11,8.4,23,86,702
Georgia,Rabun,Georgia_Rabun,299,22,4.9,5.5,7,22,35,7.7,33,100,7,21,27,2592,12,6,24,3488,36,45,11059,1868,384,23,92383,590,25,21,96,6.9,16,73,6386
Georgia,Randolph,Georgia_Randolph,157,33,6.1,6.3,13,28,44,5.4,43,55.14122635,2,45,32,777,2,77.17398427,7,6695,40,27,3406,832,147,39,50920,1197,8,18,23,8.3,19,66,2387
Georgia,Richmond,Georgia_Richmond,3881,25,5,5.5,12,22,39,5.7,36,65,21,2636,36,22751,224,420,654,3661,34,38,113982,33445,6463,39,87838,23689,207,865,971,9.8,20,78,87248
Georgia,Rockdale,Georgia_Rockdale,1314,22,4.4,5,11,18,38,7.7,31,77,13,718,18,12249,65,70,149,5214,44,45,53521,12594,3332,21,115840,9146,67,266,321,9.5,16,80,40500
Georgia,Schley,Georgia_Schley,73,22,4.9,5.6,9,22,35,8.1,33,23,1,12,13,634,84.03515233,77.17398427,316.050034,3605,38,40,2973,787,93,22,91792,265,5,8,23,8.6,16,84,2172
Georgia,Screven,Georgia_Screven,301,25,5.1,5.7,12,25,39,6.9,36,45,9,74,46,1658,2,4,5,4354,38,33,8267,1601,412,31,89964,1248,18,46,57,8.3,15,85,5417
Georgia,Seminole,Georgia_Seminole,210,24,5.1,5.7,14,23,37,6.9,35,6,4,57,47,1026,10,4,2,6982,40,35,5023,1001,155,34,81089,835,10,23,44,8.2,17,87,2737
Georgia,Spalding,Georgia_Spalding,1361,24,5,5.6,13,22,39,6.8,36,62,9,415,40,8962,31,26,104,4002,44,45,37506,7119,2149,26,92632,6063,64,374,292,9.3,18,86,26920
Georgia,Stephens,Georgia_Stephens,583,21,4.6,5.5,10,22,35,7.5,31,71,6,96,33,3227,17,10,23,5025,42,50,14377,2515,669,23,93759,1291,36,71,147,7.9,12,83,10730
Georgia,Stewart,Georgia_Stewart,123,35,5.8,5.2,12,24,41,6.2,43,1,2,32,39,726,84.03515233,77.17398427,1,2841,27,41,3703,780,142,32,68571,399,4,1,26,8.6,19,82,1670
Georgia,Sumter,Georgia_Sumter,574,27,5.3,5.7,13,23,42,7.2,38,52,3,268,33,3632,22,16,64,3737,44,44,15886,3754,924,36,84766,3084,33,212,116,8.7,18,80,12200
Georgia,Talbot,Georgia_Talbot,166,28,5.4,5.8,12,25,41,6.8,38,13,8,16,19,733,2,77.17398427,2,3785,41,37,3885,572,189,36,79614,644,3,6,28,8.9,14,87,2551
Georgia,Taliaferro,Georgia_Taliaferro,1436.113089,29,5.4,5.8,12,26,40,3.3,40,34,1,593.7559524,26.14933965,189,0,0,316.050034,1824,47,36,977,101,38,33,57302,77,0,2,408.1056964,8.7,17,76,662
Georgia,Tattnall,Georgia_Tattnall,418,28,5.4,5.6,10,25,38,7.1,38,36,8,154,40,3326,6,3,4,4643,34,35,13921,2831,414,28,93346,2052,25,25,112,8.3,14,76,7876
Georgia,Taylor,Georgia_Taylor,176,29,5.8,6.1,10,27,40,7.4,39,19,3,44,36,978,84.03515233,1,2,4580,40,41,4807,911,183,33,75017,591,10,15,43,8.9,14,87,2914
Georgia,Telfair,Georgia_Telfair,279,32,5.7,5.6,13,25,41,5.1,42,52,4,80,45,1637,3,2,1,4198,36,35,8523,932,374,33,77970,983,10,20,59,8.2,11,94,4776
Georgia,Terrell,Georgia_Terrell,193,30,5.7,6,12,26,42,7,40,62,1,174,41,1106,84.03515233,1,316.050034,5451,47,40,4556,954,262,45,81604,772,8,34,35,8.5,18,78,3321
Georgia,Thomas,Georgia_Thomas,827,22,4.8,5.5,11,21,37,6.8,34,41,9,313,36,5679,41,20,110,5277,54,50,26229,6682,1056,24,102682,4032,69,116,146,8.8,20,80,19582
Georgia,Tift,Georgia_Tift,741,25,5.1,5.6,12,23,37,7.3,36,73,6,310,39,6242,34,16,33,4827,50,49,21583,5384,1037,30,89892,3702,50,230,135,8.3,16,85,17923
Georgia,Toombs,Georgia_Toombs,547,26,5.3,5.8,12,23,38,7,37,66,6,208,47,4238,25,13,15,4496,38,36,14642,2936,794,33,96385,2065,31,81,122,8.3,17,84,10164
Georgia,Towns,Georgia_Towns,207,18,4.4,5.3,7,20,32,8,28,100,4,15,14,1272,8,6,4,2927,47,48,7947,951,256,20,94457,455,14,36,59,7,18,80,4398
Georgia,Treutlen,Georgia_Treutlen,143,28,5.6,6,11,27,39,5,39,45,2,23,29,986,84.03515233,1,1,3844,43,41,3459,580,163,31,89118,560,8,5,20,8.3,14,85,2403
Georgia,Troup,Georgia_Troup,1257,24,5,5.6,11,23,36,7.4,36,70,17,528,38,9452,38,43,102,6471,39,41,39309,9513,2721,23,99197,6299,81,233,290,9.2,19,83,30417
Georgia,Turner,Georgia_Turner,176,28,5.6,5.9,13,25,41,6.4,38,9,3,90,51,902,1,4,1,4772,45,47,4426,947,236,38,79197,894,12,101,32,8.2,24,77,3064
Georgia,Twiggs,Georgia_Twiggs,224,26,5.2,5.8,11,25,37,8,38,9,5,29,29,1026,1,77.17398427,316.050034,5526,53,41,4979,1107,207,29,83313,547,8,19,44,8.8,14,88,2919
Georgia,Union,Georgia_Union,418,19,4.5,5.4,9,21,31,8,30,95,0,19,20,3005,16,8,21,2733,52,48,16745,1879,458,21,95653,711,23,37,112,7.4,11,79,8316
Georgia,Upson,Georgia_Upson,698,25,5.2,5.8,12,24,37,7.1,36,67,6,160,45,2876,17,6,8,5633,32,42,15190,3469,750,28,82793,1821,30,101,91,9.1,14,89,10751
