State,County,State_County,Premature_death,Percentage_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Percentage_Low_birthweight,Percentage_Smokers,Percentage_Adults_with_Obesity,Food_Environment_Index,Percentage_Physically_Inactive,Percentage_With_Access_to_Exercise_Opportunities,Alcohol_impaired_driving_deaths,Sexually_transmitted_infections_Chlamydia_Cases,Teen_Birth_Rate,Uninsured,Primary_care_physicians,Dentists,Mental_health_providers,Preventable_Hospitalization_Rate,Percentage_With_Annual_Mammogram,Percentage_Vaccinated,High_school_completion,Some_college,Unemployment,Percentage_Children_in_Poverty,Income_inequality_80th_Percentile_Income,Children_in_single-parent_households,Social_associations,Annual_Average_Violent_Crimes,Injury_deaths,Air_pollution_particulate_matter_Average_Daily_PM,Percentage_Severe_Housing_Problems,Percentage_Drive_Alone_to_Work,Workers_Drive_Alone_to_Work
Colorado,Grand,Colorado_Grand,145,14,3.4,4.1,12,16,26,9.1,18,73,4,22,13,1427,10,6,29,1864,37,40,11259,2609,788,9,135238,331,21,11,66,5.2,14,66,8590
Colorado,Gunnison,Colorado_Gunnison,120,13,3.3,4,10,14,24,8.6,17,82,8,65,8,1398,16,9,42,1987,39,45,10575,3435,751,9,126807,426,26,29,72,4.9,19,58,9657
Colorado,Hinsdale,Colorado_Hinsdale,1436.113089,13,3.3,4.1,8.21113307,14,24,7.7,17,39,0,593.7559524,26.14933965,68,1,0,2,4043.9236,24,19,627,119,18,19,104750,40,0,2,408.1056964,5,13,64,340
Colorado,Huerfano,Colorado_Huerfano,152,18,3.8,4.2,9,15,29,6.8,24,26,3,19,21,399,5,2,11,1451,34,34,4887,656,249,32,83726,341,5,25,55,5.8,13,69,2432
Colorado,Jackson,Colorado_Jackson,1436.113089,16,3.8,4.4,13,17,26,8.4,21,80,4,5,26.14933965,159,2,0,6,886,22,24,953,207,40,17,90543,7,0,0,408.1056964,4.7,11,53,624
Colorado,Jefferson,Colorado_Jefferson,5868,12,3.1,3.8,9,14,25,8.9,15,99,65,1134,10,35897,500,567,2104,1876,43,52,398658,128555,23625,7,159046,22541,446,1434,2347,8.9,14,75,313081
Colorado,Kiowa,Colorado_Kiowa,1436.113089,16,4.1,4.7,11,19,28,5.1,22,55,1,593.7559524,26.14933965,111,0,0,316.050034,4043.9236,40,29,888,190,22,16,79792,59,0,408.619451,408.1056964,5.6,8,80,666
Colorado,Kit Carson,Colorado_Kit Carson,88,17,3.9,4.5,7,18,28,8.1,22,51,5,19,30,811,4,1,7,3909,26,37,4417,1082,119,16,95938,250,9,16,41,5.8,10,77,3413
Colorado,Lake,Colorado_Lake,69,19,3.9,4.2,13,16,28,6.4,23,86,0,31,31,969,4,4,5,854,30,46,5186,1816,399,14,111606,216,5,15,34,4.6,13,67,4398
Colorado,La Plata,Colorado_La Plata,507,13,3.3,4,8,14,23,8.7,17,70,21,204,10,5001,69,50,248,1962,39,47,38681,11106,2147,12,133141,2093,57,96,219,11.1,14,71,28115
Colorado,Larimer,Colorado_Larimer,2968,12,3.2,4,9,14,24,8.5,16,87,58,1362,9,22447,305,295,1456,1886,45,55,223372,75215,12841,8,140844,11793,319,666,1209,7.7,17,73,182726
Colorado,Las Animas,Colorado_Las Animas,282,20,4.1,4.2,11,16,27,6.8,25,73,14,52,27,1297,8,7,26,5046,33,28,9471,1700,483,23,87560,811,11,21,118,5.3,16,69,5815
Colorado,Lincoln,Colorado_Lincoln,66,18,4,4.4,7,19,29,7.8,24,54,1,6,14,382,3,7,12,4626,29,41,3783,413,106,18,96952,212,4,6,26,5.6,11,74,1428
Colorado,Logan,Colorado_Logan,322,18,4,4.4,8,19,30,7.9,23,78,9,67,20,1627,15,15,73,2254,43,41,14357,3678,522,15,92878,1022,21,67,101,5.7,15,73,10994
Colorado,Mesa,Colorado_Mesa,2082,16,3.8,4.4,8,18,29,7.5,21,60,32,736,24,13094,177,119,539,2505,40,50,96215,24493,5634,14,106372,8539,134,516,845,5.9,17,77,69777
Colorado,Mineral,Colorado_Mineral,1436.113089,12,3.2,4,8.21113307,13,24,8.5,17,100,3,593.7559524,26.14933965,56,1,0,0,2835,30,55,686,172,27,15,104438,14,0,1,408.1056964,5,9,63,458
Colorado,Moffat,Colorado_Moffat,185,18,4,4.6,9,19,27,6.9,24,60,5,30,29,1103,2,7,26,2268,29,34,7937,1699,436,12,114675,1011,9,21,84,5.7,15,73,6123
Colorado,Montezuma,Colorado_Montezuma,406,18,4.1,4.6,9,18,26,7.4,21,73,7,114,27,2751,27,16,48,950,30,41,16938,3229,908,20,94244,1449,28,42,173,6.2,16,79,11323
Colorado,Montrose,Colorado_Montrose,506,17,3.9,4.4,9,17,26,7.7,22,64,8,91,27,4115,34,45,125,2384,38,47,26951,5219,1431,15,99182,1721,38,53,284,5.5,15,77,18125
Colorado,Morgan,Colorado_Morgan,374,20,4.1,4.4,8,17,33,8.5,25,72,13,141,34,3547,15,20,61,2834,36,38,14727,3518,871,12,95589,1604,35,56,144,6.7,14,76,12938
Colorado,Otero,Colorado_Otero,403,23,4.5,4.6,9,17,34,7.2,29,53,2,71,29,1572,11,6,79,3509,35,39,10877,2620,508,25,82372,951,23,29,95,5.9,19,77,6987
Colorado,Ouray,Colorado_Ouray,1436.113089,11,3,3.8,9,13,23,8.8,15,53,0,7,26.14933965,309,6,6,11,4043.9236,38,48,3933,970,201,8,118826,108,8,3,26,4.7,21,65,2248
Colorado,Park,Colorado_Park,239,13,3.3,4.2,11,16,25,8.1,18,63,5,18,7,1289,5,3,20,1668,38,43,14311,2818,634,11,138663,334,12,18,105,5.3,12,69,8689
Colorado,Phillips,Colorado_Phillips,1436.113089,17,3.9,4.4,7,17,27,9.1,22,78,0,7,29,435,5,77.17398427,4,3607,41,55,2460,591,66,15,102833,129,8,7,26,5.7,13,72,1856
Colorado,Pitkin,Colorado_Pitkin,97,10,2.7,3.5,10,11,21,9,15,93,1,44,5,1500,15,12,69,746,46,55,13325,4042,1176,5,156787,760,31,11,67,4.9,15,52,11678
Colorado,Prowers,Colorado_Prowers,205,20,4.2,4.4,8,17,29,7.2,26,64,3,44,32,1383,5,8,27,3560,28,34,6268,1549,276,22,89094,653,11,7,50,6.1,15,84,5233
Colorado,Pueblo,Colorado_Pueblo,2991,20,4,4.2,10,18,31,6.4,24,81,47,1163,27,12543,118,117,944,3460,40,50,104032,25568,6318,18,98251,11906,132,1031,976,6.1,17,82,68835
Colorado,Rio Blanco,Colorado_Rio Blanco,67,16,3.8,4.5,9,17,26,8.5,20,87,2,15,13,479,10,5,17,3152,39,26,3943,1082,160,11,106931,268,7,7,30,8.5,11,75,2682
Colorado,Rio Grande,Colorado_Rio Grande,193,20,4.1,4.2,12,16,28,7.6,25,62,0,42,29,1227,11,7,3,4506,32,29,6752,1685,385,20,100093,616,15,23,86,5.4,17,82,4424
Colorado,Routt,Colorado_Routt,181,12,3.1,3.9,9,14,22,8.8,16,75,11,86,7,2043,33,26,81,843,49,51,17987,5861,1277,6,143571,656,31,38,86,5.4,16,68,14141
Colorado,Saguache,Colorado_Saguache,106,22,4.3,4.5,13,17,32,6.8,26,20,5,19,29,899,1,1,8,3740,22,30,4219,529,242,29,83417,388,10,11,40,5.1,21,66,2854
Colorado,San Juan,Colorado_San Juan,1436.113089,14,3.4,4,8.21113307,15,26,5.9,18,100,1,593.7559524,26.14933965,65,1,0,1,4043.9236,29,61,484,137,34,17,127111,15,0,1,408.1056964,5.1,17,57,336
Colorado,San Miguel,Colorado_San Miguel,1436.113089,11,3,3.7,8,12,23,8.6,16,79,4,20,26.14933965,844,7,5,23,4043.9236,39,42,5948,1981,592,8,131523,237,4,9,32,5.2,27,54,4998
Colorado,Sedgwick,Colorado_Sedgwick,1436.113089,19,4.3,4.7,8,19,28,7.7,24,55.14122635,2,593.7559524,26.14933965,199,1,1,316.050034,5864,24,20,1413,401,40,22,99094,138,4,8,14,5.5,14,71,1010
Colorado,Summit,Colorado_Summit,163,12,3,3.7,13,13,21,9.2,16,100,5,109,12,3217,21,31,103,1440,45,56,22023,8102,2198,6,144881,732,23,53,71,4.9,22,67,18793
Colorado,Teller,Colorado_Teller,334,12,3.2,4.1,14,14,24,8.7,16,80,6,33,13,1544,12,13,51,2310,35,42,18607,3589,968,12,116196,689,27,57,94,5.5,14,74,11869
Colorado,Washington,Colorado_Washington,74,16,3.9,4.6,7,18,27,7.4,22,39,6,4,19,386,3,2,2,2259,39,19,3126,746,91,18,95450,229,7,7,35,5.8,12,71,2241
Colorado,Weld,Colorado_Weld,2954,16,3.6,4.1,8,15,28,8.7,21,78,85,1508,21,30273,185,152,885,2666,43,51,178345,57056,11624,10,129936,16353,193,772,1178,9.6,14,78,153676
Colorado,Yuma,Colorado_Yuma,102,18,4,4.4,7,17,25,8.1,23,67,2,14,25,1194,5,5,10,3890,36,30,5776,1402,159,16,106858,643,15,1,44,5.7,13,74,4783
Connecticut,Fairfield,Connecticut_Fairfield,7831,13,3.2,3.8,7,11,24,8.7,22,95,78,3507,8,72442,890,886,3189,3230,48,54,582871,163083,37044,11,214628,43680,883,2219,2728,7.9,21,69,468102
Connecticut,Hartford,Connecticut_Hartford,10100,15,3.4,4.1,9,13,30,8.3,24,93,105,4505,11,43194,858,957,5025,3434,48,56,561754,161886,38682,14,150462,52744,890,2361,3493,8.1,17,79,440788
Connecticut,Litchfield,Connecticut_Litchfield,2380,13,3.3,4.2,6,14,28,8.5,20,77,31,325,6,8618,105,119,517,3094,44,55,126375,26664,7007,8,149438,6586,177,122,783,4.5,14,81,94278
Connecticut,Middlesex,Connecticut_Middlesex,1865,12,3.2,4.1,7,13,28,8.3,21,86,23,453,4,5840,122,127,748,3678,46,58,113399,28008,6010,7,162084,6397,173,117,667,7.8,14,80,85678
Connecticut,New Haven,Connecticut_New Haven,10089,16,3.5,4.2,8,15,32,8,25,92,107,4337,11,47465,758,669,4160,3686,44,55,540269,143916,36502,14,144268,52693,681,2650,3621,8.6,19,77,420922
Connecticut,New London,Connecticut_New London,3277,14,3.5,4.3,7,14,31,7.8,25,84,45,946,10,12556,171,207,1125,3694,48,53,174550,44768,12679,11,144647,13395,260,432,1173,6,15,79,135907
Connecticut,Tolland,Connecticut_Tolland,1364,13,3.2,4.1,7,14,27,8.3,21,59,23,362,2,5013,80,75,412,3497,47,58,91460,24815,5236,6,162400,4653,105,408.619451,505,7.4,13,79,76325
Connecticut,Windham,Connecticut_Windham,1587,16,3.8,4.5,8,17,31,8.1,24,66,20,335,11,6018,54,57,438,3531,46,55,72977,16900,4849,13,125365,6702,104,408.619451,524,7,14,82,55570
Delaware,Kent,Delaware_Kent,2586,20,4.3,4.8,9,19,41,7.8,31,51,33,1416,18,13058,84,73,372,5370,49,54,105686,27411,6872,16,110155,14061,160,777,692,6.7,16,81,80399
Delaware,New Castle,Delaware_New Castle,7241,17,3.7,4.3,9,15,33,8.2,27,94,66,3400,14,30759,514,323,2050,4546,51,56,356101,97231,23039,14,143777,33769,600,3067,2464,8.6,14,77,272148
Delaware,Sussex,Delaware_Sussex,3644,19,4,4.6,8,18,35,8,27,64,50,1048,29,17093,138,55,495,4009,52,56,154240,25046,7990,17,123389,11584,236,870,1055,7.5,14,82,99380
District of Columbia,District of Columbia,District of Columbia_District of Columbia,8978,15,3.3,3.9,10,14,28,8.7,20,100,43,9327,22,23635,873,863,3973,4509,34,41,461175,221287,32895,22,198673,58448,1992,8218,3317,9.5,21,32,379090
Florida,Alachua,Florida_Alachua,2999,19,4.4,4.9,10,16,32,7.5,25,87,80,2672,11,26882,429,508,1815,4233,48,49,152507,55146,7235,15,108853,15112,250,1455,925,6.2,20,74,124639
Florida,Baker,Florida_Baker,485,23,4.8,5.5,10,24,33,6.8,33,66,11,146,42,2484,8,12,34,6232,40,39,16438,3697,580,17,118242,1456,19,128,124,7.9,10,82,10723
Florida,Bay,Florida_Bay,3172,20,4.5,5.2,8,22,32,6.9,31,62,27,744,32,20640,107,95,479,3708,35,40,116274,30559,5017,20,103713,10791,141,901,850,8.1,16,81,84080
Florida,Bradford,Florida_Bradford,510,26,5.4,5.7,11,27,38,7.6,36,53,12,160,41,2568,7,7,32,6952,45,35,15997,2693,641,22,85335,1847,29,120,155,7.7,17,79,9911
Florida,Brevard,Florida_Brevard,10051,19,4.3,4.9,8,18,29,7.3,27,85,91,2098,16,62753,441,370,1045,3827,42,40,408277,90214,18724,14,116486,26468,443,2807,3506,5.4,15,81,257455
Florida,Broward,Florida_Broward,21267,22,4.2,4.5,10,15,31,8.7,28,97,156,12167,13,282874,1444,1528,4070,4571,37,38,1232527,354278,90289,14,124258,130901,1093,7570,7261,9.2,24,78,954804
Florida,Calhoun,Florida_Calhoun,283,25,5.2,5.6,9,25,36,5.9,34,15,4,66,37,1559,5,8,5,5017,33,25,8199,1272,246,29,83233,726,11,25,56,8,13,78,4620
Florida,Charlotte,Florida_Charlotte,3214,20,4.4,5.1,9,19,29,6.8,25,80,39,300,19,19097,113,97,220,3770,55,53,139967,15848,5214,16,99535,5989,107,343,698,7.5,15,79,63285
Florida,Citrus,Florida_Citrus,3539,22,4.9,5.5,8,23,32,6.3,29,75,33,385,26,15868,75,49,121,3635,47,45,105801,11249,3918,23,86912,6603,116,412,1022,7.9,13,81,46462
Florida,Clay,Florida_Clay,2968,19,4.3,5,8,20,33,7.9,28,82,31,1004,16,23029,112,115,247,3544,40,40,136327,36647,5654,13,123765,10066,155,545,951,8.5,13,79,100071
Florida,Collier,Florida_Collier,3577,19,4.1,4.5,7,16,26,8.2,25,92,46,1124,19,54372,309,265,421,2960,54,56,255503,38900,12210,15,149515,16778,278,931,1555,8.2,20,74,155758
Florida,Columbia,Florida_Columbia,1375,23,5,5.5,11,26,36,7.6,33,64,31,453,36,7488,31,42,183,5811,45,41,41728,8595,1726,23,93539,3818,55,390,353,7.9,14,81,25971
Florida,DeSoto,Florida_DeSoto,615,31,5.7,5.4,8,23,37,7,38,50,25,92,40,6914,9,7,58,5039,48,43,20105,2336,741,28,69774,2090,31,155,173,7.2,17,69,13151
Florida,Dixie,Florida_Dixie,398,27,5.5,5.9,10,28,36,7.2,35,25,6,107,43,1918,3,1,3,4334,35,34,10003,1134,321,31,82833,764,12,76,102,7.3,12,76,5161
Florida,Duval,Florida_Duval,15064,21,4.4,5,10,19,34,7.4,30,90,215,7895,26,114072,806,789,2201,4871,43,44,585720,182200,32633,21,110078,72313,834,5961,5320,8.7,17,79,465353
Florida,Escambia,Florida_Escambia,5682,21,4.5,5.2,11,20,31,7.1,28,72,62,2355,28,34595,237,224,695,4070,39,39,193591,54938,9671,20,102886,21363,287,2060,1505,7.6,12,74,142278
Florida,Flagler,Florida_Flagler,1826,19,4.5,5.1,8,21,33,6.7,26,80,29,317,15,12438,59,41,85,4103,51,46,79470,12864,3553,16,111922,4987,67,254,516,7.3,15,80,44454
Florida,Franklin,Florida_Franklin,232,24,5.2,5.5,9,25,32,7.7,33,57,3,29,57,1324,3,3,10,5128,36,33,7543,1012,252,31,98212,463,17,32,60,7.5,14,81,4132
Florida,Gadsden,Florida_Gadsden,876,27,5.3,5.5,13,22,39,7.9,35,49,25,515,36,5549,10,10,63,4873,41,33,26179,5397,1245,35,77751,4715,45,151,185,8.6,13,84,17196
Florida,Gilchrist,Florida_Gilchrist,315,25,5.3,5.8,8,25,34,7.9,32,30,15,69,31,2347,7,5,22,4853,40,37,10884,1596,345,23,91314,993,10,55,95,7.5,11,78,7096
Florida,Glades,Florida_Glades,236,28,5.5,5.4,9,24,37,5.8,37,10,13,54,17,2241,84.03515233,4,316.050034,4485,41,41,7617,1082,289,24,85827,437,6,32,70,7.2,16,72,3555
Florida,Gulf,Florida_Gulf,309,22,4.7,5.4,7,23,28,7.9,31,48,0,52,32,1314,7,6,19,4392,38,44,10169,1960,298,25,103221,550,18,63,76,7.6,16,72,5471
Florida,Hamilton,Florida_Hamilton,269,31,5.8,5.8,11,28,38,6.2,38,40,11,119,46,1369,1,3,2,5221,42,39,7972,1075,319,35,72052,556,9,48,74,7.8,19,71,3839
Florida,Hardee,Florida_Hardee,358,32,5.8,5.4,8,23,38,6.6,41,56,13,129,44,4077,3,11,6,4555,37,38,13245,1799,551,28,79591,2018,25,75,130,7.3,14,80,9432
Florida,Hendry,Florida_Hendry,567,34,5.8,5.3,8,22,42,7.1,42,51,14,203,37,9450,11,18,15,3898,36,33,18403,4651,1257,31,85409,4003,33,215,194,7.6,22,61,18344
Florida,Hernando,Florida_Hernando,3556,22,4.7,5.2,9,21,33,6.9,31,76,32,587,19,21668,106,72,174,4768,42,43,126303,23601,5769,20,94920,7522,117,459,1136,8,13,79,71476
Florida,Highlands,Florida_Highlands,2006,26,5,5.2,9,21,32,6.1,32,72,32,379,30,13536,61,44,80,4527,42,41,68583,8600,2674,27,80323,4970,113,301,596,7.3,14,79,33657
Florida,Hillsborough,Florida_Hillsborough,16654,21,4.3,4.6,9,16,30,7.8,27,92,269,9078,20,184263,1223,884,2911,4654,39,43,887397,277517,53788,14,122819,95521,1027,4195,5399,8.2,18,77,707085
Florida,Holmes,Florida_Holmes,499,27,5.6,6,8,27,41,5.5,36,19,7,72,45,2563,7,8,16,3841,34,39,11347,1872,378,31,75520,1197,21,61,101,8.2,14,85,7019
Florida,Indian River,Florida_Indian River,2328,19,4.4,4.9,8,18,29,7.2,27,73,27,451,21,19417,96,114,247,3234,48,52,109362,15760,4751,16,115559,6194,151,376,765,7.1,14,80,59079
Florida,Jackson,Florida_Jackson,1044,26,5.3,5.6,9,26,39,7.3,38,29,12,283,34,4557,19,13,67,5902,42,35,28693,5324,933,30,79019,2288,51,166,243,8.4,13,88,16333
Florida,Jefferson,Florida_Jefferson,260,24,5,5.4,11,23,33,7.8,32,43,4,81,21,1417,5,5,8,4934,36,31,9080,1504,298,26,101496,812,13,123,74,8.2,12,82,5328
Florida,Lafayette,Florida_Lafayette,148,27,5.4,5.6,8,26,37,8.3,36,41,2,25,19,1115,1,77.17398427,1,5349,42,32,4440,828,117,28,86212,133,15,18,37,7.5,17,90,2663
Florida,Lake,Florida_Lake,5561,21,4.5,5,9,19,32,7.4,29,86,81,1259,22,41405,237,182,382,3584,52,52,237685,46592,13645,14,105613,15734,275,952,2127,8.1,14,79,145321
Florida,Lee,Florida_Lee,9790,21,4.4,4.8,8,17,30,7.4,27,88,124,3136,21,96245,501,398,990,3501,52,53,509868,87613,25256,15,113507,34675,455,2432,3707,7.4,17,78,316659
Florida,Leon,Florida_Leon,3146,18,4.4,5,10,17,31,7.4,25,83,50,3379,11,28530,254,149,726,4273,41,42,163114,57288,8743,22,113728,18873,394,2123,847,7.3,20,79,145152
Florida,Levy,Florida_Levy,872,26,5.3,5.8,10,25,37,7.2,34,50,34,243,28,5879,7,10,17,4964,43,38,25983,3891,1001,27,75056,1910,30,420,254,7.8,14,81,15089
Florida,Liberty,Florida_Liberty,137,28,5.4,5.6,8,26,35,6.9,34,21,4,28,40,738,84.03515233,2,26,5024,40,24,4781,697,125,25,84086,400,6,5,35,7.8,11,80,2497
Florida,Madison,Florida_Madison,382,28,5.5,5.7,13,24,37,6.4,36,46,7,95,27,2095,2,5,11,5918,42,37,10976,2072,459,30,76769,1490,22,162,82,8,18,85,6086
Florida,Manatee,Florida_Manatee,5528,20,4.3,4.9,8,17,30,8,26,86,74,1722,25,48162,238,233,474,3436,46,49,264641,47784,11925,16,119495,18647,275,1874,1977,7.9,16,77,162696
Florida,Marion,Florida_Marion,7142,23,4.8,5.2,9,21,34,7,30,68,127,1761,30,42094,219,161,388,3945,48,45,236527,36965,9760,22,90086,22484,264,1296,2854,8.1,14,80,130351
Florida,Martin,Florida_Martin,2018,18,4.1,4.7,7,17,24,7.7,26,96,34,351,16,17411,105,123,355,4070,49,51,113727,18214,4384,17,132005,6271,157,375,758,7.6,16,78,65995
Florida,Miami-Dade,Florida_Miami-Dade,25969,26,4.5,4.4,8,14,30,8.7,34,97,154,14680,14,428190,2243,1929,5124,5721,29,29,1576177,474910,103681,20,114239,173045,1343,16263,7235,8.7,30,76,1302098
Florida,Monroe,Florida_Monroe,1182,19,4,4.5,6,17,30,7.9,27,78,17,206,14,12047,52,49,190,3138,37,41,54184,11420,3532,15,141745,2672,98,337,429,8.3,24,68,40129
Florida,Nassau,Florida_Nassau,1433,17,4.1,5,8,19,30,7.4,26,68,27,244,21,8114,42,30,115,3243,48,51,57906,11781,2347,12,132940,3836,90,130,440,8.2,12,85,37823
Florida,Okaloosa,Florida_Okaloosa,2852,18,4.2,4.9,8,18,28,7.3,26,74,30,1197,24,24981,157,174,369,4384,41,37,131979,40212,5281,14,121089,10188,183,790,897,8.4,14,80,101044
Florida,Okeechobee,Florida_Okeechobee,792,29,5.4,5.4,7,24,37,5.3,40,70,26,169,45,6699,18,18,26,7544,39,38,23514,4374,921,25,95200,2117,27,154,219,7.3,14,81,15417
Florida,Orange,Florida_Orange,13516,22,4.3,4.6,9,15,34,8,30,91,203,10365,16,183226,1281,718,3644,4747,34,43,821198,295995,78496,17,121471,82977,979,8345,4425,6.8,21,77,686202
Florida,Osceola,Florida_Osceola,4070,25,4.6,4.6,8,16,36,7.2,32,79,68,2028,20,51986,163,115,626,5804,37,39,207380,65058,25155,18,101444,23254,164,1374,1186,8.1,21,78,169495
Florida,Palm Beach,Florida_Palm Beach,16270,20,4.1,4.6,9,15,27,8.4,24,94,133,6304,15,199201,1187,1134,3596,3579,49,52,965949,223326,54434,16,135605,73638,960,6420,6838,6.2,22,76,671186
Florida,Pasco,Florida_Pasco,9365,21,4.5,5,8,21,28,7.2,28,83,87,1716,18,66501,305,195,512,4256,42,46,352776,78002,17142,16,106361,26430,299,1502,3013,8.3,14,78,221330
Florida,Pinellas,Florida_Pinellas,16105,19,4.2,4.9,8,19,30,7.9,23,97,138,4576,17,110535,852,723,2210,4237,43,47,687314,153922,34064,16,114528,48950,728,4412,5365,7.5,18,77,453293
Florida,Polk,Florida_Polk,10775,24,4.8,5.1,9,18,37,7,33,74,159,3877,25,95885,336,262,779,5364,47,45,418991,95329,28647,22,98685,43066,526,2204,2916,7.2,17,82,291976
Florida,Putnam,Florida_Putnam,1728,27,5.6,5.9,11,27,37,6.9,36,41,61,395,40,9959,30,22,48,6951,47,40,43620,5969,2092,33,74625,5214,72,388,520,7.7,17,81,26140
Florida,St. Johns,Florida_St. Johns,2647,15,3.7,4.6,7,16,27,8.5,22,91,37,673,8,22830,265,140,349,3202,53,52,172149,43456,7071,9,164636,8569,159,509,915,8.3,12,77,115303
Florida,St. Lucie,Florida_St. Lucie,4679,22,4.6,5,9,18,32,7.1,29,76,62,1381,18,44138,115,136,587,5188,46,45,204257,41334,11303,21,104468,17042,165,888,1307,7.5,18,80,135435
Florida,Santa Rosa,Florida_Santa Rosa,2563,18,4.2,5,8,19,31,7.6,26,77,13,551,19,17956,102,54,146,4282,42,39,115322,31845,4299,12,123830,7691,128,244,693,8.8,12,80,77401
Florida,Sarasota,Florida_Sarasota,5998,16,4,4.7,7,17,27,7.9,23,89,87,1128,15,43250,329,324,834,2948,52,54,319462,44576,12589,14,127276,15474,375,965,2095,6.7,16,80,171211
Florida,Seminole,Florida_Seminole,4837,17,3.9,4.5,8,14,29,8.3,23,90,38,1994,11,45093,368,295,840,4674,35,47,312076,104731,17167,10,131941,20957,322,1603,1660,6.5,17,79,237029
Florida,Sumter,Florida_Sumter,2107,17,4,4.6,10,17,30,8,24,82,16,202,38,5957,53,42,63,3959,53,50,107640,6060,2534,35,104246,2794,63,250,828,8,11,73,25378
Florida,Suwannee,Florida_Suwannee,820,24,5,5.4,9,23,36,7.6,32,47,23,235,35,5457,5,8,30,6005,41,35,26215,4147,1000,28,85694,3233,37,228,225,7.8,17,78,16811
Florida,Taylor,Florida_Taylor,475,28,5.4,5.7,10,28,37,6.2,35,62,13,93,41,2149,7,6,7,4398,36,34,12951,1889,510,26,83537,1482,29,209,129,7.7,11,85,6045
Florida,Union,Florida_Union,558,26,5.3,5.5,10,27,38,6,32,7,5,70,35,1046,4,5,12,4060,46,39,8650,1537,216,20,97386,691,6,42,82,7.7,16,82,3890
Florida,Volusia,Florida_Volusia,10093,21,4.5,5.1,9,21,29,7.2,28,83,136,2046,20,66872,371,272,867,4057,47,45,368220,75713,18975,14,101323,27753,418,2201,3080,7.2,17,80,230896
Florida,Wakulla,Florida_Wakulla,518,20,4.6,5.3,8,21,35,8.3,28,76,20,165,24,3131,11,4,24,4543,36,37,21001,4524,669,16,113490,1039,30,69,148,8,10,85,14404
Florida,Walton,Florida_Walton,1124,20,4.4,5.2,8,21,32,7.3,26,65,33,202,29,9397,36,37,62,4036,37,40,46664,10204,1887,18,119114,3724,82,230,287,8.3,17,75,31312
Florida,Washington,Florida_Washington,570,28,5.6,5.9,9,26,37,5.4,35,51,5,112,38,3248,5,9,6,4984,32,32,14980,2732,549,29,76496,1892,25,47,133,8.2,12,88,8778
Georgia,Appling,Georgia_Appling,379,28,5.5,5.9,10,25,37,5.6,38,27,7,78,49,3001,6,2,15,4999,32,32,9530,2140,431,30,84231,1558,22,70,88,8.2,11,83,7397
Georgia,Atkinson,Georgia_Atkinson,154,32,5.9,5.9,8,26,38,6.1,42,55.14122635,1,50,57,1615,84.03515233,1,316.050034,5385,35,37,3574,756,172,34,79039,758,5,408.619451,40,8.1,12,81,3386
Georgia,Bacon,Georgia_Bacon,241,27,5.6,6,10,25,38,7.5,38,55,5,51,38,1743,7,3,1,10029,34,31,6041,1054,227,29,85877,987,10,408.619451,46,8,13,84,4092
Georgia,Baker,Georgia_Baker,1436.113089,25,5,5.5,11,23,38,4.7,36,55.14122635,4,593.7559524,19,411,84.03515233,0,1,4043.9236,50,29,1907,213,69,40,92563,167,0,408.619451,16,8.4,14,90,1003
Georgia,Baldwin,Georgia_Baldwin,794,24,4.9,5.5,11,23,40,6.7,33,50,8,328,14,5396,20,16,73,4101,45,42,24329,6332,1219,31,91721,3516,34,316,162,9.2,21,86,17745
Georgia,Banks,Georgia_Banks,302,24,5.1,5.8,8,24,34,8.1,35,38,1,29,24,3350,4,1,316.050034,5438,40,46,9872,2421,419,17,92943,843,15,36,81,8.6,11,80,7988
Georgia,Barrow,Georgia_Barrow,1162,21,4.5,5.2,8,21,33,7.5,34,59,14,258,20,12872,20,15,23,4750,39,49,46400,13533,2055,13,109201,4985,54,370,302,9.4,13,82,38779
Georgia,Bartow,Georgia_Bartow,1776,22,4.7,5.4,8,21,32,7.1,32,52,17,491,28,16360,43,37,134,5031,40,50,61357,15478,3107,15,110103,5652,78,477,446,9.7,14,81,48547
Georgia,Ben Hill,Georgia_Ben Hill,433,27,5.4,5.9,14,24,39,5.9,39,51,4,131,51,2279,9,8,6,5257,42,37,9483,1727,377,33,64659,1874,12,63,81,8.2,13,89,6624
Georgia,Berrien,Georgia_Berrien,407,26,5.4,6,12,26,37,6.3,38,34,3,89,42,3313,4,2,4,4767,39,41,10553,2135,428,27,80559,1113,11,43,84,8.3,14,86,7579
Georgia,Bibb,Georgia_Bibb,3059,24,4.9,5.5,14,23,39,6.5,35,59,28,1818,36,17632,219,92,308,4921,49,42,86461,23246,5050,37,94075,18074,199,767,662,8.5,20,82,61520
Georgia,Bleckley,Georgia_Bleckley,226,22,4.9,5.6,9,22,38,6.2,33,73,3,106,18,1343,5,2,1,2619,41,44,7380,1671,292,28,87571,905,15,44,49,8.5,12,87,4697
Georgia,Brantley,Georgia_Brantley,415,26,5.6,6.2,10,27,38,7.4,38,19,4,72,44,2899,3,1,316.050034,4908,36,38,10440,1732,377,27,82580,1148,16,37,97,7.7,13,89,6561
