State,County,State_County,Premature_death,Percentage_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Percentage_Low_birthweight,Percentage_Smokers,Percentage_Adults_with_Obesity,Food_Environment_Index,Percentage_Physically_Inactive,Percentage_With_Access_to_Exercise_Opportunities,Alcohol_impaired_driving_deaths,Sexually_transmitted_infections_Chlamydia_Cases,Teen_Birth_Rate,Uninsured,Primary_care_physicians,Dentists,Mental_health_providers,Preventable_Hospitalization_Rate,Percentage_With_Annual_Mammogram,Percentage_Vaccinated,High_school_completion,Some_college,Unemployment,Percentage_Children_in_Poverty,Income_inequality_80th_Percentile_Income,Children_in_single-parent_households,Social_associations,Annual_Average_Violent_Crimes,Injury_deaths,Air_pollution_particulate_matter_Average_Daily_PM,Percentage_Severe_Housing_Problems,Percentage_Drive_Alone_to_Work,Workers_Drive_Alone_to_Work,Life_expectancy,Deaths_Premature_age_adjusted_mortality,Child_mortality_deaths,Infant_mortality_deaths,percentage_Frequent_Physical_Distress,percentage_Adults_with_Diabetes,HIV_Cases,Food_insecurity,Limited_access_to_healthy_foods,Drug_overdose_deaths,Motor_vehicle_crash_deaths,percentage_Insufficient_Sleep,Uninsured_adults,Other_Primary_Care_Provider_Rate,High_School_Graduation_Rate,percentage_Disconnected_Youth,Average_Grade_Performance_Reading_scores,Average_Grade_Performance_Math_scores,Segregation_index_School_segregation,Spending_perpupil_School_funding_adequacy,Gender_pay_gap,Median_household_income,percentage_Enrolled_in_Free_or_Reduced_Lunch_Children_eligible_for_free_or_reduced_price_lunch,Segregation_index_Residential_segregation_Black_white,percentage_household_income_required_for_childcare_expenses_Childcare_cost_burden,Childcare_centers,Homicide_Rate,Suicides,Firearm_fatalities,Juvenile_Arrest_Rate,Traffic_Volume,Homeowners,Severe_housing_cost_burden,percentage_Broadband_Access,Population,percentage_female,rural_residents
Alabama,Sumter,Alabama_Sumter,283,29,5.5,5.9,14,23,44,5.9,40,29,8,136,23,1218,7,2,3,5634,53,33,6529,1350,331,42,67285,1349,12,57,69,9.3,19,83,4485,71.9,283,71.92515924,115.0238291,18,18,43,2530,1479,125.2815804,35,44,1132,16,88,9.393120393,2.2,1.8,0.35,12154,0.63,32275,80,26,34,8,19,94.68310727,17,8,8,3367,583,65,12225,54.3,13763
Alabama,Talladega,Alabama_Talladega,1751,26,5.2,5.9,11,25,37,6.8,36,42,30,543,29,6969,25,25,19,5218,39,38,45910,10598,2532,24,91543,6067,99,378,403,9.7,13,84,31257,72.9,1751,59,49,16,13,176,13530,6453,27,170,42,6542,63,95,12,2.7,2.6,0.12,10307,0.77,44802,68,35,21,29,15,63,109,11,71,22692,3588,79,79985,51.8,45931
Alabama,Tallapoosa,Alabama_Tallapoosa,868,24,5.1,5.9,14,24,39,7.3,37,63,11,165,35,3761,20,12,13,3370,38,46,23388,4160,1239,26,89447,3481,53,258,205,9.4,16,84,15269,73.9,868,20,29,16,13,72,6650,1359,18,62,40,3491,100,92,22,2.5,2.3,0.08,9712,0.76,46654,62,38,28,14,8,39,54,22,51,12248,1417,77,40133,51.5,30890
Alabama,Tuscaloosa,Alabama_Tuscaloosa,3009,21,4.5,5.4,11,20,38,7.4,31,74,51,1537,20,17245,150,103,330,4916,45,45,117217,36110,6749,17,108795,15018,216,819,680,7.7,16,83,95478,75.8,3009,134,171,14,12,525,29660,13105,96,226,42,15965,111,90,3,2.9,2.6,0.26,10780,0.8,56610,55,54,19,66,8,130,170,27,358,47018,10438,82,210758,52,49653
Alabama,Walker,Alabama_Walker,1775,24,5.3,6.1,11,26,35,6.8,36,35,23,180,42,6674,26,31,68,6015,45,42,36445,8372,1446,23,91134,4123,91,292,367,9.5,12,84,24616,69.6,1775,51,53,17,12,78,11950,2492,52,132,41,6062,87,94,6,2.9,2.7,0.1,10189,0.71,46519,54,46,26,12,9,71,76,12,39,19824,2457,76,63143,51.3,49656
Alabama,Washington,Alabama_Washington,301,26,5.5,6.1,12,25,40,6.8,38,5,6,76,31,1781,2,2,5,4883,36,25,9571,1822,539,23,108474,931,26,41,93,9.2,10,87,5582,75.3,301,12,115.0238291,18,14,14,3050,788,125.2815804,44,40,1607,56,93,9.393120393,2.9,2.7,0.15,9587,0.65,36346,62,29,34,5,13,15,21,9,13,5215,358,69,15976,51.2,17581
Alabama,Wilcox,Alabama_Wilcox,279,33,6,6.3,14,28,45,4.5,44,1,7,140,43,934,3,1,1,4597,38,23,5597,972,423,29,76546,1598,6,72,64,9,10,87,3170,69.8,279,71.92515924,115.0238291,20,19,23,2140,2764,125.2815804,35,44,861,69,88,9.393120393,2,1.9,0.086431034,11877,0.6,31909,94,33,37,6,25,94.68310727,19,5,5,2770,385,63,10206,53,11670
Alabama,Winston,Alabama_Winston,512,26,5.5,6.2,10,26,38,7,38,76,6,65,41,2389,8,4,4,11433,39,39,13483,2598,475,23,82445,1384,23,24,115,8.8,10,76,9293,74.8,512,14,115.0238291,18,12,10,4460,415,13,51,39,2224,55,93,9.393120393,2.8,2.7,0.12,10554,0.82,46453,54,84,28,6,6,23,27,9,18,7720,810,71,23508,50.9,20785
Alaska,Aleutians East,Alaska_Aleutians East,1436.113089,23,4,3.7,8.21113307,20,32,7.3,28,1,15.9187801,11,26.14933965,691,84.03515233,1,3,4043.9236,41.97693786,42.92699328,2292,513,100,13,122388,122,0,408.619451,408.1056964,8.018298555,14,26,2246,112.5,1338.271252,71.92515924,115.0238291,13,13,376.6380917,370,458,125.2815804,97.09736158,39,650,88,88.27858293,9.393120393,3.007479324,2.980549369,0.09,37898,0.87,79128,4,49.10587103,19,40.30616369,7.185520362,94.68310727,87.70101277,0,0,607,80,58,3401,32.6,3141
Alaska,Aleutians West,Alaska_Aleutians West,1436.113089,19,3.5,3.4,7,17,28,7.8,24,79,3,14,26.14933965,884,2,6,8,4043.9236,41.97693786,42.92699328,3863,978,169,6,146542,135,0,13,17,8.018298555,19,49,3673,91.5,33,71.92515924,115.0238291,11,11,376.6380917,650,434,125.2815804,97.09736158,36,807,211,88.27858293,9.393120393,3.007479324,2.980549369,0.22,21718,0.64,92216,18,49.10587103,20,40.30616369,7.185520362,94.68310727,87.70101277,0,0,362,43,79,5680,33.7,5561
Alaska,Anchorage,Alaska_Anchorage,3385,15,3.4,3.9,6,15,31,8.3,21,82,26,2771,20,27810,339,370,1752,2386,38,40,180790,64089,10971,9,155742,13949,337,3022,1295,5.4,17,75,150998,78.7,3385,159,160,10,8,376.6380917,32090,13337,189,171,34,23608,216,84,8,3.007479324,2.980549369,0.1,15314,0.85,84577,43,49,20,105,9,328,333,30,519,66562,13475,92,287095,49.1,12015
Alaska,Bethel,Alaska_Bethel,280,34,6.5,6,7,35,38,2.5,33,92,5,501,58,2755,20,26,484,4721,4,4,8213,1554,805,37,116592,1564,8,408.619451,192,8.018298555,61,24,6184,70.7,280,37,30,21,16,376.6380917,4080,6780,125.2815804,16,38,2314,168,56,13,3.007479324,2.980549369,0.24,36949,1.01,52214,91,12,23,1,16,52,27,83,0,2510,457,73,18437,48,12579
Alaska,Bristol Bay,Alaska_Bristol Bay,1436.113089,19,4.1,4.5,8.21113307,21,34,7.2,22,5,15.9187801,5,26.14933965,103,0,1,0,1924,38,34,526,134,31,12,138000,23,0,0,408.1056964,8.018298555,12,67,436,76.89593099,1338.271252,71.92515924,115.0238291,12,10,376.6380917,110,116,125.2815804,97.09736158,34,85,381,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,43462,0.78,87032,100,49.10587103,21,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,0,146,14,81,788,48.9,997
Alaska,Denali,Alaska_Denali,1436.113089,16,3.7,4.1,8.21113307,18,28,4.6,20,44,2,7,26.14933965,206,84.03515233,0,316.050034,4043.9236,41.97693786,42.92699328,1824,416,107,7,136133,29,0,408.619451,408.1056964,8.018298555,25,33,1713,89.1,1338.271252,71.92515924,115.0238291,11,9,376.6380917,340,604,125.2815804,97.09736158,32,168,192,78,9.393120393,3.007479324,2.980549369,0.03,10864,0.773833652,80192,1,49.10587103,23,1,7.185520362,94.68310727,87.70101277,0,6,602,51,85,2081,45.4,1826
Alaska,Dillingham,Alaska_Dillingham,87,28,5.4,5.3,6,31,36,4.5,28,47,1,85,39,678,13,5,42,5090,28,17,2511,647,143,27,106875,527,0,408.619451,43,8.018298555,40,30,1844,70.2,87,12,115.0238291,17,13,376.6380917,810,1525,125.2815804,97.09736158,38,552,124,88.27858293,19,3.007479324,2.980549369,0.22,30172,0.91,72334,97,49.10587103,18,1,7.185520362,11,14,68,0,864,115,73,4833,48.6,4847
Alaska,Fairbanks North Star,Alaska_Fairbanks North Star,938,16,3.5,3.9,6,18,30,7.9,22,47,17,836,23,9282,85,138,675,1405,36,38,58299,21203,2841,8,142132,4384,93,408.619451,432,11.4,24,74,50271,80.2,938,57,64,11,8,376.6380917,10990,7544,41,83,33,7781,189,74,9.393120393,3.007479324,2.980549369,0.05,15210,0.83,76650,23,43,26,20,8,132,121,26,147,21315,4125,87,95651,46.1,30124
Alaska,Haines,Alaska_Haines,1436.113089,16,3.7,4.2,8.21113307,18,30,7.1,20,89,2,6,26.14933965,252,7,2,6,832,18,44,1629,377,159,18,121789,44,0,4,11,8.018298555,20,48,930,84.4,34,71.92515924,115.0238291,11,8,376.6380917,350,253,125.2815804,97.09736158,31,206,38,88.27858293,9.393120393,3.007479324,2.980549369,0.07,21019,0.6,105044,40,49.10587103,17,1,7.185520362,94.68310727,87.70101277,0,7,555,72,86,2614,49.8,2508
Alaska,Hoonah-Angoon,Alaska_Hoonah-Angoon,1436.113089,21,4.4,4.7,8.21113307,23,35,4.8,24,55.14122635,15.9187801,593.7559524,37,323,84.03515233,0,6,4043.9236,41.97693786,42.92699328,1639,210,142,23,113333,62,0,408.619451,408.1056964,8.018298555,14,38,1005,84.3,30,71.92515924,115.0238291,14,11,376.6380917,320,669,125.2815804,97.09736158,35,271,234,88.27858293,9.393120393,3.007479324,2.980549369,0.33,32634,0.65,55593,63,49.10587103,25,1,7.185520362,94.68310727,87.70101277,0,0,553,44,61,2141,45.9,18966.17321
Alaska,Juneau,Alaska_Juneau,333,15,3.3,3.9,5,15,28,8.7,17,100,5,130,10,3070,40,33,283,1922,40,50,21756,6814,1081,12,152422,1106,49,236,139,6.9,14,66,16473,81.1,333,10,115.0238291,10,8,376.6380917,3310,613,19,97.09736158,34,2628,119,86,9.393120393,3.007479324,2.980549369,0.04,17377,0.89,89204,29,36,14,9,5,36,23,36,221,8319,1175,91,31849,49.1,6738
Alaska,Kenai Peninsula,Alaska_Kenai Peninsula,808,18,3.9,4.3,5,20,27,7.4,22,59,8,155,18,6432,45,41,191,4043.9236,41.97693786,42.92699328,38279,8391,2393,15,131982,2501,93,408.619451,280,8.018298555,19,72,24031,79.2,808,32,24,12,8,376.6380917,7890,4359,41,45,34,5324,146,88,6,3.007479324,2.980549369,0.07,17859,0.77,68448,36,64,27,15,4,77,59,25,42,16409,2316,83,59414,47.9,43953
Alaska,Ketchikan Gateway,Alaska_Ketchikan Gateway,163,18,3.8,4.2,7,20,32,8.3,22,56,2,79,18,1547,16,11,169,2121,40,45,9097,2226,627,10,144414,695,19,30,66,8.018298555,18,66,7028,80.2,163,71.92515924,115.0238291,12,9,376.6380917,1790,54,125.2815804,97.09736158,32,1306,160,83,9.393120393,3.007479324,2.980549369,0.04,19155,0.85,76780,40,49.10587103,10,5,7.185520362,17,12,66,224,3385,702,87,13747,49,3125
Alaska,Kodiak Island,Alaska_Kodiak Island,131,16,3.4,3.8,5,17,29,7.5,23,99,15.9187801,43,16,2047,16,9,53,2227,27,42,7973,2952,380,8,128608,482,19,408.619451,46,8.018298555,23,59,7043,80.5,131,71.92515924,115.0238291,10,9,376.6380917,1550,1560,125.2815804,97.09736158,34,1666,123,83,9.393120393,3.007479324,2.980549369,0.11,20579,0.78,72028,49,49.10587103,24,3,7.185520362,18,14,20,116,2102,411,86,12992,46.7,4257
Alaska,Kusilvak,Alaska_Kusilvak,137,42,7.8,6.7,7,43,45,7.446606626,38,100,2,320,83,1197,84.03515233,77.17398427,10,7433,3,4,3179,456,445,43,71591,1120,3,408.619451,102,8.018298555,70,5,2194,67.7,137,29,26,27,20,376.6380917,2360,6057.917337,125.2815804,97.09736158,42,1012,60,68,30,3.007479324,2.980549369,0.11,12514.70415,0.83,37566,100,49.10587103,21,40.30616369,21,46,27,24.62576375,0,1255,152,66,8328,46.8,18966.17321
Alaska,Lake and Peninsula,Alaska_Lake and Peninsula,1436.113089,27,5.5,5.3,5,29,37,3.4,28,17,15.9187801,12,26.14933965,266,0,0,3,4043.9236,41.97693786,42.92699328,633,204,65,23,90400,69,0,408.619451,22,8.018298555,26,23,499,76.89593099,25,71.92515924,115.0238291,18,14,376.6380917,230,679,125.2815804,97.09736158,38,218,201,88.27858293,9.393120393,3.007479324,2.980549369,0.4,12514.70415,0.62,54386,84,49.10587103,19,40.30616369,7.185520362,94.68310727,87.70101277,0,0,236,20,69,1493,48.6,1631
Alaska,Matanuska-Susitna,Alaska_Matanuska-Susitna,1200,17,3.8,4.3,6,20,32,7.7,24,30,34,388,16,11867,55,53,291,2221,36,34,65351,17260,3990,10,140949,4859,85,408.619451,485,4.6,20,73,43011,79,1200,45,34,11,8,376.6380917,12680,7286,57,103,33,9402,91,85,11,3.007479324,2.980549369,0.02,14989,0.75,89502,35,42,18,24,7,131,132,18,58,24545,4046,88,110213,48.1,44759
Alaska,Nome,Alaska_Nome,169,28,5.7,5.5,6,31,42,5.6,29,46,7,247,59,1533,12,11,100,7545,34,5,4752,1082,411,23,124433,943,6,408.619451,101,8.018298555,51,25,3614,70.3,169,22,115.0238291,18,14,376.6380917,1890,1442,125.2815804,10,38,1208,161,84,22,3.007479324,2.980549369,0.32,26028,1,64309,93,49.10587103,20,3,7.185520362,36,19,74,0,1716,292,78,9909,47.4,6270
Alaska,North Slope,Alaska_North Slope,108,21,4.4,4.5,6,24,35,7.6,24,6,1,96,52,1192,2,7,11,4043.9236,41.97693786,42.92699328,5489,1545,189,14,139250,757,4,79,57,8.018298555,45,19,5070,76.2,108,12,115.0238291,14,11,376.6380917,1290,670,125.2815804,97.09736158,34,956,65,78,14,3.007479324,2.980549369,0.14,36416,0.94,94759,31,22,17,40.30616369,7.185520362,13,18,65,0,932,162,72,9294,38.8,5595
Alaska,Northwest Arctic,Alaska_Northwest Arctic,112,31,6.1,5.7,8,34,39,3.6,29,1,0,219,67,1201,7,1,83,4043.9236,41.97693786,42.92699328,3593,674,352,25,139479,854,5,408.619451,88,8.018298555,49,17,2597,71.3,112,20,115.0238291,20,15,376.6380917,1720,2198,125.2815804,97.09736158,40,973,144,68,26,3.007479324,2.980549369,0.13,36689,0.97,65194,94,49.10587103,21,40.30616369,7.185520362,32,18,56,0,1021,130,78,7644,45.9,4323
Alaska,Petersburg,Alaska_Petersburg,1436.113089,16,3.6,4.1,8.21113307,18,28,8.3,21,55.14122635,4,593.7559524,26.14933965,430,6,3,14,4043.9236,41.97693786,42.92699328,2215,399,123,9,126182,116,3,13,12,8.018298555,17,53,1561,80.6,42,71.92515924,115.0238291,11,8,376.6380917,410,25,125.2815804,97.09736158,33,349,91,88.27858293,9.393120393,3.007479324,2.980549369,0.01,20624,0.87,66096,56,49.10587103,22,4,7.185520362,94.68310727,87.70101277,0,0,850,119,80,3296,48.5,18966.17321
Alaska,Prince of Wales-Hyder,Alaska_Prince of Wales-Hyder,115,23,4.8,5,5,26,37,6.4,25,55.14122635,3,15,20,945,9,3,37,4043.9236,41.97693786,42.92699328,4069,775,260,21,106769,317,10,408.619451,50,8.018298555,19,53,2664,76.4,115,71.92515924,115.0238291,15,11,376.6380917,1170,491,125.2815804,11,36,782,130,88.27858293,9.393120393,3.007479324,2.980549369,0.27,31881,0.84,53638,58,49.10587103,22,1,7.185520362,94.68310727,87.70101277,24.62576375,0,1731,181,69,6147,45,18966.17321
Alaska,Sitka,Alaska_Sitka,94,16,3.6,4,5,17,29,8,20,82,15.9187801,29,8,951,19,12,210,3981,40,43,5830,1802,285,8,134100,359,12,9,33,8.018298555,16,64,4634,80.9,94,71.92515924,115.0238291,11,8,376.6380917,980,555,125.2815804,97.09736158,31,800,131,87,9.393120393,3.007479324,2.980549369,0.13,19938,0.76,79363,53,49.10587103,20,5,7.185520362,94.68310727,87.70101277,23,174,2171,348,85,8405,48.8,1854
Alaska,Skagway,Alaska_Skagway,1436.113089,15,3.4,4,8.21113307,17,31,8.2,20,100,15.9187801,593.7559524,26.14933965,112,0,0,1,983,31,27,930,249,130,5,114400,39,0,4,408.1056964,8.018298555,10,40,804,76.89593099,1338.271252,71.92515924,115.0238291,10,8,376.6380917,150,1,125.2815804,97.09736158,31,97,339,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,22922,0.89,78421,2,49.10587103,20,40.30616369,7.185520362,94.68310727,87.70101277,0,67,263,6,89,1179,47.8,18966.17321
Alaska,Southeast Fairbanks,Alaska_Southeast Fairbanks,100,19,4,4.3,4,21,32,7,23,24,2,11,32,1044,5,4,13,1710,24,27,4201,937,217,15,123950,250,4,408.619451,33,8.018298555,21,67,2665,77.2,100,71.92515924,115.0238291,12,9,376.6380917,990,695,125.2815804,97.09736158,32,850,43,88.27858293,9.393120393,3.007479324,2.980549369,0.28,27423,0.84,64544,46,49.10587103,24,40.30616369,7.185520362,10,12,0,4,1669,139,70,6957,45.5,7029
Alaska,Valdez-Cordova,Alaska_Valdez-Cordova,132,16,3.5,4,4,17,31,7.6,20,64,6,39,13,1151,12,4,22,4043.9236,41.97693786,42.92699328,6276,1678,395,10,128479,427,15,20,53,8.018298555,14,67,4764,78,132,71.92515924,115.0238291,11,8,376.6380917,1040,997,125.2815804,14,31,912,107,88.27858293,9.393120393,3.007479324,2.980549369,0.2,21288,0.65,57455.85669,41,49.10587103,25.31464968,40.30616369,7.185520362,94.68310727,87.70101277,23,9,2497,207,83,9346,47,9636
Alaska,Wrangell,Alaska_Wrangell,1436.113089,19,4.1,4.6,8.21113307,21,31,7.7,22,100,15.9187801,593.7559524,26.14933965,344,3,1,60,4043.9236,41.97693786,42.92699328,1657,316,83,13,121052,106,0,0,17,8.018298555,11,70,1011,79.2,39,71.92515924,115.0238291,13,9,376.6380917,340,119,125.2815804,97.09736158,34,280,0,88.27858293,9.393120393,3.007479324,2.980549369,0.04,21393,0.89,64643,3,49.10587103,19,40.30616369,7.185520362,94.68310727,87.70101277,0,0,705,54,81,2510,47.5,18966.17321
Alaska,Yakutat,Alaska_Yakutat,1436.113089,21,4.3,4.5,8.21113307,23,34,8.5,23,70,15.9187801,5,26.14933965,83,0,0,2,4043.9236,41.97693786,42.92699328,404,137,22,24,106167,7,0,408.619451,408.1056964,8.018298555,15,43,294,76.89593099,1338.271252,71.92515924,115.0238291,13,11,376.6380917,80,1,125.2815804,97.09736158,36,70,0,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,12514.70415,0.64,68352,6,49.10587103,21,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,0,114,7,82,637,45.7,662
Alaska,Yukon-Koyukuk,Alaska_Yukon-Koyukuk,98,29,5.7,5.5,5,31,38,2.2,27,24,1,78,31,864,1,2,10,4043.9236,35,31,2990,574,280,28,87333,543,0,408.619451,67,8.018298555,50,25,2130,72.5,98,71.92515924,115.0238291,18,14,376.6380917,1180,2418,125.2815804,97.09736158,39,731,236,67,20,3.007479324,2.980549369,0.33,12514.70415,1.03,43060,42,49.10587103,20,1,32,94.68310727,87.70101277,0,2,1380,144,46,5077,47.2,5588
Arizona,Apache,Arizona_Apache,1620,31,6.6,6.5,8,24,37,2.7,29,16,43,547,30,12371,31,51,75,4169,26,40,37148,9255,2581,44,75723,7354,22,79,732,2.5,29,77,18720,70.1,1620,51,64,22,16,111,16900,25275,40,307,40,9754,92,79,15,3.007479324,2.980549369,0.61,15448,0.85,36319,63,69,38,14,14,121,61,24.62576375,6,17134,1296,41,71875,50.7,52967
Arizona,Cochise,Arizona_Cochise,1961,22,4.2,4.5,8,18,34,6.5,27,57,31,482,30,10599,75,82,156,2878,36,32,78362,19657,3627,21,99217,7877,104,366,579,5.5,14,79,47285,78.2,1961,56,56,14,11,212,17830,20429,96,117,35,8334,97,89,10,3.007479324,2.980549369,0.24,10478,0.77,51171,54,59,22,40,3,156,129,24.62576375,93,35181,5244,83,127450,49.2,47680
Arizona,Coconino,Arizona_Coconino,1708,18,4.3,4.8,8,18,28,6.7,21,77,54,1126,14,17084,116,117,316,2134,34,38,76717,25277,7295,17,114841,9220,139,498,799,5.9,24,70,64472,78,1708,66,57,13,9,176,20700,17901,101,209,33,13878,115,84,3,3.007479324,2.980549369,0.23,13839,0.89,57146,42,56,24,62,7,195,112,24.62576375,242,29789,7366,79,142481,50.7,42297
Arizona,Gila,Arizona_Gila,1274,22,4.7,5.1,10,20,31,6.3,27,82,15,223,44,5535,22,30,40,2587,34,39,34677,5223,1621,26,92527,2962,46,303,438,5.8,17,78,18860,72.7,1274,42,31,15,11,47,9350,5904,50,105,40,4609,79,71,15,3.007479324,2.980549369,0.39,12781,0.77,49280,57,60,28,12,8,108,82,24.62576375,149,16934,2293,72,54303,50.3,22008
Arizona,Graham,Arizona_Graham,495,23,4.6,4.8,8,17,37,6.4,30,45,13,189,36,3591,18,24,16,1373,37,29,20527,5541,1008,16,97064,2502,15,36,159,5.3,17,78,13181,77,495,27,115.0238291,15,12,29,5630,5860,30,43,36,2869,92,87,11,3.007479324,2.980549369,0.27,9726,0.79,55419,46,53,20,8,4,34,26,24.62576375,85,8113,1076,79,39211,46.5,17284
Arizona,Greenlee,Arizona_Greenlee,101,21,4.1,4.4,8,15,36,7.1,27,45,3,34,38,640,5,2,1,2309,28,27,4872,1372,244,9,106090,561,4,4,37,5.2,8,84,4011,79.9,101,71.92515924,115.0238291,13,12,7,1160,1185,125.2815804,12,35,477,64,92,9.393120393,3.007479324,2.980549369,0.1,9163,0.57,67530,41,45,16,3,7.185520362,13,87.70101277,24.62576375,0,1682,125,86,9341,48.1,3929
Arizona,La Paz,Arizona_La Paz,528,26,5,5.1,7,20,37,4.6,32,35,11,74,44,2616,6,10,18,3376,26,29,13355,1374,636,26,70208,1407,11,50,182,5.1,16,81,6095,77.7,528,13,115.0238291,16,12,23,3870,5427,18,55,39,2167,74,89,9.393120393,3.007479324,2.980549369,0.09,12076,0.85,41637,67,73,23,6,12,38,39,24.62576375,77,7129,908,64,21480,48.9,11541
Arizona,Maricopa,Arizona_Maricopa,48839,18,3.8,4.3,7,14,31,8,25,89,547,28375,21,493829,3161,3128,7168,2691,42,48,2609466,812889,172361,16,131224,260595,2382,17044,18180,10.1,18,74,2100872,79.6,48839,1977,2005,12,10,11803,506640,210290,3918,3377,35,403927,120,77,8,3.007479324,2.980549369,0.2,9035,0.85,71799,49,45,15,1418,6,3549,3197,24.62576375,651,1008487,214893,89,4579081,50.6,90229
Arizona,Mohave,Arizona_Mohave,5100,21,4.5,5,7,21,32,5.7,31,54,56,537,27,19205,114,91,164,3308,40,39,140182,20919,8854,26,89697,11081,113,445,1358,6.3,16,78,72712,75.5,5100,82,79,15,10,269,34740,37430,146,263,39,16225,87,78,16,3.007479324,2.980549369,0.1,9900,0.82,46678,56,71,21,52,5,362,299,24.62576375,109,63681,10267,82,217206,49.6,45970
Arizona,Navajo,Arizona_Navajo,2303,26,5.7,5.8,9,21,38,4.2,28,55,41,804,37,15219,64,71,103,3083,29,36,60298,13252,4097,32,88035,10334,75,304,907,5.6,24,75,33939,71.4,2303,105,86,18,14,134,22650,27938,79,279,37,11793,105,76,14,3.007479324,2.980549369,0.38,12051,0.75,46698,61,76,30,28,13,203,131,24.62576375,81,25372,3711,65,112112,49.8,58171
Arizona,Pima,Arizona_Pima,14242,20,4,4.3,8,14,31,7.4,23,84,164,6677,20,107748,915,687,2146,2609,47,48,622956,171504,38308,20,109573,63886,659,4761,5105,5.6,18,75,448553,78.5,14242,420,388,13,10,2668,136740,87525,977,897,35,92170,109,73,7,3.007479324,2.980549369,0.18,9565,0.86,56551,51,44,24,348,6,1085,921,24.62576375,343,263142,58197,88,1061175,50.8,73750
Arizona,Pinal,Arizona_Pinal,5589,20,4.1,4.5,7,17,35,7.1,31,59,66,2038,24,43484,73,152,361,2448,41,44,271107,63001,14400,15,110678,23406,155,884,1557,12.7,15,77,164454,81.8,5589,188,188,13,11,1028,51730,53409,270,422,40,34130,53,82,11,3.007479324,2.980549369,0.09,9926,0.79,66992,57,54,20,83,5,366,326,24.62576375,106,114923,15360,87,480828,48.3,82311
Arizona,Santa Cruz,Arizona_Santa Cruz,487,29,4.8,4.5,7,15,37,6.2,32,57,4,244,30,6241,20,12,18,1727,35,34,23100,5819,2220,26,88404,3239,19,66,152,8.4,20,80,17598,81.2,487,22,115.0238291,16,15,58,6760,8689,33,42,35,5079,28,92,9,3.007479324,2.980549369,0.33,12010,0.87,44402,77,79,25,15,4,22,15,24.62576375,95,10883,1931,78,46808,51.8,12748
Arizona,Yavapai,Arizona_Yavapai,3946,18,4,4.6,7,17,28,6.9,24,84,39,561,24,23125,136,161,489,1988,43,43,164901,25175,8007,15,100523,8126,189,527,1464,6.3,17,76,88217,78.4,3946,88,82,12,8,281,31400,27392,234,242,33,19344,107,81,6,3.007479324,2.980549369,0.06,11678,0.85,58860,52,65,24,72,3,421,316,24.62576375,122,73506,14130,85,240226,51.1,70057
Arizona,Yuma,Arizona_Yuma,2629,27,4.7,4.6,6,15,38,6.3,30,82,25,1147,35,28673,101,63,133,2772,36,39,100469,28965,16810,21,93692,15999,88,678,718,8.7,19,79,81019,80.5,2629,111,123,16,13,286,38200,20170,131,184,34,23511,79,90,10,3.007479324,2.980549369,0.16,9089,0.82,54278,70,56,18,79,4,137,116,24.62576375,239,51220,9230,81,217824,48.4,20416
Arkansas,Arkansas,Arkansas_Arkansas,399,26,5.2,5.8,10,24,37,5.3,34,55,7,144,51,1338,9,9,20,5265,34,45,10629,2170,378,22,93345,1162,22,88,91,8.3,12,87,7864,72.9,399,10,115.0238291,17,12,39,2940,4500,125.2815804,40,36,1114,52,85,9.393120393,2.7,2.6,0.09,10029,0.71,51186,85,29,25,12,9,11,19,21,80,4885,650,71,17383,51.8,6601
Arkansas,Ashley,Arkansas_Ashley,422,27,5.4,5.8,11,24,39,6.7,36,37,7,120,38,1710,8,8,15,6070,34,43,11586,2118,668,24,87537,1144,30,67,88,8.1,13,84,7284,73.8,422,11,115.0238291,18,13,23,3280,2064,14,38,37,1470,83,90,9.393120393,2.6,2.7,0.05,9605,0.76,44677,66,24,22,14,11,13,24,36,36,5958,728,65,19339,51.5,11294
Arkansas,Baxter,Arkansas_Baxter,870,21,4.9,5.7,7,22,32,7.1,28,46,12,85,31,2924,34,22,122,4224,47,49,28449,4930,981,24,80875,1454,39,75,206,8.7,11,81,15091,76.1,870,71.92515924,115.0238291,15,10,37,6690,2333,22,52,32,2540,152,87,13,3.1,2.9,0.03,9855,0.83,44833,60,49.10587103,30,18,6,71,63,23,84,14346,1332,78,42242,51.6,27333
Arkansas,Benton,Arkansas_Benton,2877,20,4.3,4.9,7,16,30,7.9,27,74,34,918,25,26888,168,122,665,2718,44,53,160716,51204,6231,13,133233,12830,242,662,802,10.1,12,83,131630,79.5,2877,155,156,14,10,272,31180,14805,108,195,33,22223,80,90,8,3.3,3.1,0.12,9980,0.77,78678,41,47,27,142,2,215,142,16,151,65702,7303,78,288774,50.1,55689
